,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,geoid,unemployed%,median_houshold_income,mean_houshold_income,total_housing_units,occupied_housing_units%,vacant_housing_units%,total_population,median_age,not_us_citizen%
49,2.67,26.478149100257074,21.97943444730077,12.467866323907455,0.7712082262210797,36059416801,5.0,111250,140093,844,92.2,7.8,2077,45.5,1.2999518536350505
50,1.87,60.0896860986547,54.60886895864474,20.827105132037865,0.0,36059416802,7.1,92038,117099,2549,78.7,21.3,3754,48.8,6.553010122535961
51,-666666666.0,,,,,36059990100,-666666666.0,-666666666,-666666666,0,-666666666.0,-666666666.0,0,-666666666.0,
52,2.84,19.74132062627638,17.9714091218516,11.02791014295439,1.9060585432266848,36059521902,6.9,156964,177225,1590,92.4,7.6,4183,44.9,0.38250059765718386
53,-666666666.0,,,,,36059990301,-666666666.0,-666666666,-666666666,0,-666666666.0,-666666666.0,0,-666666666.0,
54,-666666666.0,,,,,36061008602,-666666666.0,-666666666,-666666666,0,-666666666.0,-666666666.0,0,-666666666.0,
55,2.62,38.418474457662704,31.00069979006298,8.817354793561929,0.0,36081013800,4.0,67522,82573,1576,90.7,9.3,3759,35.4,22.66560255387071
56,2.4,43.29192546583851,26.39751552795031,7.888198757763974,0.0,36081014300,8.0,67278,79493,1829,88.0,12.0,3870,34.6,23.979328165374678
57,2.15,55.59380378657487,39.30005737234653,9.466437177280552,0.0,36081015900,4.5,49351,62023,2060,84.6,15.4,3752,36.0,24.520255863539443
58,3.76,12.004662004662006,10.256410256410255,4.312354312354312,1.5151515151515151,36081016800,5.5,85714,102528,882,97.3,2.7,3235,39.1,11.777434312210202
59,2.3,54.25323402587221,39.16111328890632,12.97530380243042,0.8232065856526851,36081016900,6.0,56176,76257,2661,95.9,4.1,5856,39.0,28.876366120218577
