BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Q1168,BARS,WESTBOURNE AVE & TRIST PL,11691,Queens,QN14,31,40.60838967,-73.76719559,POINT (-73.76719559 40.60838967),20529,51,3,47,59
R0946,BARS,SANDERS ST & MONSEY PL,10303,Staten Island,SI01,49,40.62458746,-74.15168712,POINT (-74.15168712 40.62458746),10371,4,1,13,75
R0404,BARS,STAGE LA & STUDIO LA,10304,Staten Island,SI01,49,40.6146286,-74.07938611,POINT (-74.07938611 40.6146286),10691,4,1,13,74
X2263,ERS,CONCORD AVE & E 152 ST,10455,Bronx,BX01,17,40.81584229,-73.90715413,POINT (-73.90715413 40.81584229),10933,49,5,35,23
Q6016,ERS,101 AVE & 108 ST,11419,Queens,QN09,28,40.68734233,-73.83548823,POINT (-73.83548823 40.68734233),24015,46,3,46,60
M0212,ERS,E BROADWAY & PIKE ST,10002,Manhattan,MN03,1,40.7138306,-73.99294363,POINT (-73.99294363 40.7138306),11723,70,4,32,2
X4125,ERS,DEWEY AVE & BALCOM AVE,10465,Bronx,BX10,13,40.82021188,-73.82536844,POINT (-73.82536844 40.82021188),11274,43,5,12,28
B0084,BARS,NASSAU AVE & RUSSELL ST,11222,Brooklyn,BK01,33,40.72561589,-73.94449796,POINT (-73.94449796 40.72561589),18182,36,2,38,57
B3262,ERS,AVENUE P & E 22 ST,11229,Brooklyn,BK15,48,40.61112354,-73.95163235,POINT (-73.95163235 40.61112354),13512,32,2,15,36
B3853,ERS,7 AVE & 84 ST,11228,Brooklyn,BK10,43,40.61999021,-74.02059485,POINT (-74.02059485 40.61999021),13511,10,2,44,41
Q7110,BARS,CENTER BLVD & 49 AVE,11109,Queens,QN02,26,40.74431631,-73.95845726,POINT (-73.95845726 40.74431631),16864,53,3,33,66
Q2696,BARS,ROCHDALE VIL GR 3 130 AVE & BEDELL ST,11434,Queens,QN12,28,40.67824298,-73.77128423,POINT (-73.77128423 40.67824298),24669,41,3,46,71
X4169,ERS,REVERE AVE & DILL PL,10465,Bronx,BX10,13,40.82617694,-73.82362642,POINT (-73.82362642 40.82617694),11274,43,5,12,28
R2232,BARS,FINLEY AVE & NEW DORP LA,10306,Staten Island,SI02,50,40.56638586,-74.10154962,POINT (-74.10154962 40.56638586),10693,31,1,14,76
R2840,ERS,CORBIN AVE & LEVERETT AVE,10308,Staten Island,SI03,51,40.56025732,-74.14622214,POINT (-74.14622214 40.56025732),10695,15,1,9,76
B3844,ERS,SMITH ST & LUQUER ST,11231,Brooklyn,BK06,39,40.6766943,-73.99682795,POINT (-73.99682795 40.6766943),13514,14,2,27,48
X4772,ERS,UNDERCLIFF AVE & W 176 ST,10453,Bronx,BX05,14,40.85002198,-73.92125977,POINT (-73.92125977 40.85002198),10931,6,5,42,29
Q2851,ERS,BROOKVILLE BLVD & EDGEWOOD AVE,11422,Queens,QN13,31,40.65897441,-73.74421632,POINT (-73.74421632 40.65897441),15313,63,3,47,63
M0532,ERS,HUDSON ST & BANK ST,10014,Manhattan,MN02,3,40.73653323,-74.00585387,POINT (-74.00585387 40.73653323),12077,57,4,10,3
R1732,ERS,WOOLLEY & PURDY AVES,10314,Staten Island,SI01,50,40.60980077,-74.14107789,POINT (-74.14107789 40.60980077),10700,4,1,14,75
X3567,ERS,SEDGWICK AVE & PEROT ST,10468,Bronx,BX08,11,40.87660819,-73.89957908,POINT (-73.89957908 40.87660819),11272,48,5,40,33
M1139,ERS,CENTRAL PARK W & W 83 ST,10024,Manhattan,,6,40.78334014,-73.97076013,POINT (-73.97076013 40.78334014),,20,4,19,12
Q7587,BARS,21 AVE & STEINWAY ST,11105,Queens,QN01,22,40.77468445,-73.90382428,POINT (-73.90382428 40.77468445),16862,39,3,4,72
Q6956,BARS,32 AVE & 161 ST,11358,Queens,QN07,19,40.76941103,-73.80369442,POINT (-73.80369442 40.76941103),14193,22,3,20,67
Q3174,ERS,67 AVE & AUSTIN ST,11374,Queens,QN06,29,40.72411874,-73.85561771,POINT (-73.85561771 40.72411874),14785,40,3,28,70
M0683,ERS,3 AVE & E 30 ST,10016,Manhattan,MN06,2,40.7432052,-73.979959,POINT (-73.979959 40.7432052),12078,71,4,50,7
B0607,ERS,LAFAYETTE AVE & S PORTLAND AVE,11217,Brooklyn,BK02,35,40.68719071,-73.97461657,POINT (-73.97461657 40.68719071),17619,68,2,48,55
Q5360,BARS,HOLLIS AVE & 198 ST,11412,Queens,QN12,27,40.70636747,-73.75976187,POINT (-73.75976187 40.70636747),15312,41,3,6,71
Q7293,ERS,QUEENS BLVD & 50 ST,11377,Queens,QN02,26,40.74246142,-73.9149736,POINT (-73.9149736 40.74246142),14787,53,3,33,66
B2495,ERS,FLATBUSH AVE & FOSTER AVE,11210,Brooklyn,BK14,45,40.63842235,-73.95360005,POINT (-73.95360005 40.63842235),17217,61,2,26,40
R0079,ERS,FRANKLIN AVE & PARK PL,10301,Staten Island,SI01,49,40.64138009,-74.09162649,POINT (-74.09162649 40.64138009),10369,4,1,13,74
Q6298,BARS,28 AVE & 216 ST,11360,Queens,QN11,19,40.77834081,-73.7711318,POINT (-73.7711318 40.77834081),14195,26,3,20,69
B1299,ERS,VANDERBILT ST & 18 ST,11218,Brooklyn,BK07,39,40.65322874,-73.97699505,POINT (-73.97699505 40.65322874),17620,9,2,27,45
M1052,ERS,5 AVE & E 74 ST,83,Manhattan,MN08,6,40.77377299,-73.96607449,POINT (-73.96607449 40.77377299),12083,19,4,19,13
Q9929,BARS,58 AVE & 184 ST,11365,Queens,QN11,20,40.74162201,-73.79107961,POINT (-73.79107961 40.74162201),14507,26,3,3,69
B0437,ERS,JAY ST & NASSAU ST,11201,Brooklyn,BK02,33,40.69850361,-73.98696892,POINT (-73.98696892 40.69850361),16865,68,2,38,54
M1377,ERS,MADISON AVE & E 115 ST,10029,Manhattan,MN11,8,40.79928686,-73.94535906,POINT (-73.94535906 40.79928686),12426,7,4,35,16
B3765,ERS,GREENWOOD AVE & PROSPECT AVE,11218,Brooklyn,BK07,39,40.65143306,-73.97581436,POINT (-73.97581436 40.65143306),17620,9,2,27,45
Q6779,BARS,80 AVE & 269 ST,11004,Queens,QN13,23,40.74663016,-73.70288412,POINT (-73.70288412 40.74663016),16515,63,3,16,63
Q4252,ERS,CALDWELL AVE & 72 ST,11378,Queens,QN05,30,40.7248199,-73.88897522,POINT (-73.88897522 40.7248199),14788,54,3,34,62
Q3839,BARS,E SVC RD CLEARVIEW XWAY & 58 AVE,11364,Queens,QN11,23,40.74672914,-73.77212051,POINT (-73.77212051 40.74672914),14506,26,3,16,69
Q6487,BARS,UNION TURNPIKE & 247 ST,11426,Queens,QN13,23,40.74204744,-73.72285626,POINT (-73.72285626 40.74204744),24335,63,3,16,63
Q6078,ERS,95 AVE & 123 ST,11419,Queens,QN09,28,40.69326551,-73.82406399,POINT (-73.82406399 40.69326551),24015,46,3,46,60
M1182,ERS,BROADWAY & W 88 ST,10024,Manhattan,MN07,6,40.78955536,-73.97520792,POINT (-73.97520792 40.78955536),12421,20,4,19,15
B2657,ERS,3 AVE & 61 ST,11220,Brooklyn,BK07,38,40.64138406,-74.02072125,POINT (-74.02072125 40.64138406),18180,9,2,7,45
Q4046,ERS,ONDERDONK AVE & GATES AVE,11385,Queens,QN05,34,40.70415635,-73.90750679,POINT (-73.90750679 40.70415635),15310,54,3,30,62
X2734,ERS,BOONE AVE & JENNINGS ST,10459,Bronx,BX03,17,40.83090093,-73.88637623,POINT (-73.88637623 40.83090093),11269,34,5,43,25
Q5358,ERS,LINDEN BLVD & 180 ST,11434,Queens,QN12,27,40.69224993,-73.7666835,POINT (-73.7666835 40.69224993),24669,41,3,6,71
Q6467,BARS,76 AVE & 263 ST,11004,Queens,QN13,23,40.74947449,-73.71132912,POINT (-73.71132912 40.74947449),16098,63,3,16,63
R0456,ERS,HILLSIDE AVE & VAN DUZER ST,10301,Staten Island,SI01,49,40.61592933,-74.08741339,POINT (-74.08741339 40.61592933),10691,4,1,13,74
B2021,ERS,BLAKE AVE & SHEPHERD AVE,11208,Brooklyn,BK05,42,40.67006094,-73.87979296,POINT (-73.87979296 40.67006094),17215,45,2,25,47
B1297,ERS,17 ST & TERRACE PL,11218,Brooklyn,BK07,39,40.65511383,-73.97707697,POINT (-73.97707697 40.65511383),17620,9,2,27,45
X3380,ERS,GRAND CONCOURSE & E KINGSBRIDGE RD,10458,Bronx,BX07,15,40.86606885,-73.8943813,POINT (-73.8943813 40.86606885),11606,24,5,22,34
B0292,BARS,VARICK AVE & TEN EYCK ST,11237,Brooklyn,BK01,34,40.71323723,-73.92947816,POINT (-73.92947816 40.71323723),13828,36,2,30,56
M0969,ERS,COLUMBUS AVE & W 64 ST,10023,Manhattan,MN07,6,40.77234513,-73.98258975,POINT (-73.98258975 40.77234513),12420,20,4,19,12
Q6575,BARS,172 ST & 84 AVE/ADAMS AVE,11432,Queens,QN08,24,40.71694703,-73.79323686,POINT (-73.79323686 40.71694703),24340,25,3,24,65
M0940,ERS,3 AVE & E 60 ST,10021,Manhattan,MN08,4,40.7621793,-73.96612747,POINT (-73.96612747 40.7621793),12419,23,4,51,11
B3293,ERS,AVENUE X & BROWN ST,11235,Brooklyn,BK15,48,40.59402458,-73.93871706,POINT (-73.93871706 40.59402458),13512,32,2,15,36
Q7452,BARS,30 RD & 21 ST,11102,Queens,QN01,22,40.76906017,-73.92847137,POINT (-73.92847137 40.76906017),16859,39,3,4,72
Q1348,ERS,SHORE FRONT PWAY & BEACH 98 ST,11694,Queens,QN14,32,40.58305433,-73.81870677,POINT (-73.81870677 40.58305433),20532,51,3,41,58
B2233,ERS,DITMAS AVE & E 91 ST,11236,Brooklyn,BK17,42,40.64860066,-73.91396129,POINT (-73.91396129 40.64860066),13827,61,2,25,40
Q6759,BARS,82 AVE & 251 ST,11426,Queens,QN13,23,40.73942315,-73.71797008,POINT (-73.71797008 40.73942315),24335,63,3,16,63
Q7800,ERS,76 ST & 37 RD,11372,Queens,QN03,25,40.74744648,-73.88965079,POINT (-73.88965079 40.74744648),14783,65,3,5,73
B1072,ERS,FRANKLIN AVE & LINCOLN PL,11238,Brooklyn,BK08,35,40.67153567,-73.9576566,POINT (-73.9576566 40.67153567),17618,16,2,48,49
R0343,ERS,PELTON AVE 1000' S OF RICHMOND TERR,10310,Staten Island,SI01,49,40.64117871,-74.11154473,POINT (-74.11154473 40.64117871),10697,4,1,13,74
B3441,ERS,AVENUE Z & W 15 ST,11214,Brooklyn,BK13,47,40.5846988,-73.98400063,POINT (-73.98400063 40.5846988),17616,21,2,45,35
Q0206,BARS,BLDG 78 NORTH BOUNDARY RD,11430,Queens,JFK,28,40.6573654,-73.77234164,POINT (-73.77234164 40.6573654),24339,64,3,46,71
X3022,ERS,VIRGINIA AVE & WOOD AVE,10462,Bronx,BX09,18,40.835559,-73.86202651,POINT (-73.86202651 40.835559),11271,58,5,31,26
M0989,ERS,YORK AVE & E 67 ST,10021,Manhattan,MN08,5,40.7636664,-73.95608242,POINT (-73.95608242 40.7636664),10090,23,4,1,11
Q4781,BARS,28 AVE & UTOPIA PWAY,11358,Queens,QN07,19,40.77207208,-73.79251837,POINT (-73.79251837 40.77207208),14193,22,3,20,67
B0970,ERS,CLASSON AVE & FULTON ST,11238,Brooklyn,BK02,36,40.68174248,-73.95858567,POINT (-73.95858567 40.68174248),13829,68,2,49,55
B0236,ERS,JOHNSON AVE & BROADWAY,11211,Brooklyn,BK01,34,40.70584294,-73.95095606,POINT (-73.95095606 40.70584294),17613,36,2,30,56
Q4288,ERS,FLUSHING AVE & 60 LA,11378,Queens,QN05,30,40.72060681,-73.90478443,POINT (-73.90478443 40.72060681),14788,54,3,34,62
Q7982,ERS,MAURICE AVE & 67 ST,11377,Queens,QN02,30,40.73516035,-73.89783237,POINT (-73.89783237 40.73516035),14787,54,3,34,62
X2362,ERS,SOUTHERN BLVD & BARRETTO ST,10459,Bronx,BX02,17,40.8193642,-73.89306769,POINT (-73.89306769 40.8193642),10937,8,5,43,24
Q5845,ERS,139 AVE & 224 ST,11413,Queens,QN13,31,40.67134202,-73.74981001,POINT (-73.74981001 40.67134202),15313,63,3,47,63
B3227,ERS,KINGS HWY & E 29 ST,11229,Brooklyn,BK14,45,40.61536341,-73.94573692,POINT (-73.94573692 40.61536341),13512,60,2,26,43
X3521,ERS,RESERVOIR AVE & W 195 ST,10468,Bronx,BX07,11,40.86965857,-73.89891854,POINT (-73.89891854 40.86965857),11606,24,5,29,34
Q7001,BARS,50 ST & 56 RD,11378,Queens,QN02,30,40.72593088,-73.91836395,POINT (-73.91836395 40.72593088),14788,53,3,34,66
M0510,ERS,WEST ST & W 10 ST,10014,Manhattan,MN02,3,40.7331518,-74.01028281,POINT (-74.01028281 40.7331518),12077,57,4,10,3
Q9638,ERS,116 ST & BESSEMER ST,11418,Queens,QN09,29,40.70142741,-73.83440228,POINT (-73.83440228 40.70142741),24014,46,3,28,60
R0762,BARS,SHARPE AVE AND RICHMOND TERRACE,10302,Staten Island,SI01,49,40.64022468,-74.13666513,POINT (-74.13666513 40.64022468),10370,4,1,13,75
R3414,BARS,JUSTIN AVE & TWOMBLEY AVE,10306,Staten Island,SI03,51,40.55627217,-74.13532334,POINT (-74.13532334 40.55627217),10693,15,1,9,76
M1598,ERS,ST NICHOLAS AVE & W 141 ST,10031,Manhattan,MN09,7,40.82126386,-73.9460785,POINT (-73.9460785 40.82126386),12427,37,4,23,19
R0267,BARS,ST PAULS AVE & CEBRA AVE,10304,Staten Island,SI01,49,40.63030124,-74.08140616,POINT (-74.08140616 40.63030124),10691,4,1,13,74
Q4938,ERS,PARSONS BLVD & JEWEL AVE/VAN ARSDALE AVE,11365,Queens,QN08,24,40.73219103,-73.81059417,POINT (-73.81059417 40.73219103),14507,25,3,24,65
R3859,ERS,ELMWOOD AVE & OAKDALE ST,10308,Staten Island,SI03,51,40.54489474,-74.15664009,POINT (-74.15664009 40.54489474),10695,15,1,9,76
X2523,ERS,SHERIDAN AVE & E 165 ST,10456,Bronx,BX04,16,40.83033432,-73.91894388,POINT (-73.91894388 40.83033432),10934,50,5,42,27
B1512,ERS,10 AVE & 18 ST,11215,Brooklyn,BK07,38,40.65638086,-73.98065288,POINT (-73.98065288 40.65638086),17617,9,2,7,45
Q7829,BARS,NORTHERN BLVD & 74 ST,11372,Queens,QN03,25,40.75477792,-73.89280345,POINT (-73.89280345 40.75477792),14783,65,3,5,73
B0861,ERS,HOWARD AVE & CHAUNCEY ST,11233,Brooklyn,BK03,41,40.68151903,-73.91972011,POINT (-73.91972011 40.68151903),13516,69,2,17,52
Q2504,ERS,ROCKAWAY BLVD & 144 ST,11436,Queens,QN12,28,40.67376099,-73.79472574,POINT (-73.79472574 40.67376099),24671,41,3,46,71
X4402,ERS,GUNTHER AVE & HAMMERSLEY AVE,10469,Bronx,BX12,12,40.87241369,-73.83995915,POINT (-73.83995915 40.87241369),11607,29,5,2,30
Q5950,ERS,139 AVE & 234 ST,11422,Queens,QN13,31,40.66788263,-73.74025262,POINT (-73.74025262 40.66788263),24018,63,3,47,63
R2959,ERS,PLATINUM AVE 400' E OF RICHMOND AVE,10314,Staten Island,SI02,51,40.57879835,-74.16793787,POINT (-74.16793787 40.57879835),10700,30,1,9,75
Q5274,BARS,89 AVE & 199 ST,11423,Queens,QN12,23,40.71778561,-73.76247897,POINT (-73.76247897 40.71778561),24332,41,3,16,61
X3310,ERS,WEBSTER AVE & E 184 ST,10458,Bronx,BX06,15,40.85674336,-73.89526291,POINT (-73.89526291 40.85674336),10936,6,5,22,29
Q5037,BARS,106 AVE & 177 ST,11433,Queens,QN12,27,40.70291262,-73.78086798,POINT (-73.78086798 40.70291262),24668,41,3,6,61
R1926,ERS,FIELDSTONE RD 300' E OF OLIVER PL,10314,Staten Island,SI02,50,40.61327691,-74.16530963,POINT (-74.16530963 40.61327691),10700,30,1,14,75
X3054,ERS,TRATMAN AVE & ROWLAND ST,10461,Bronx,BX10,13,40.83834773,-73.84648986,POINT (-73.84648986 40.83834773),11270,43,5,31,28
Q4625,BARS,41 AVE & 71 ST,11377,Queens,QN02,26,40.74486328,-73.89419233,POINT (-73.89419233 40.74486328),14787,53,3,33,66
M0393,ERS,UNIVERSITY PL & WASHINGTON SQ N,10011,Manhattan,MN02,1,40.73071521,-73.99556245,POINT (-73.99556245 40.73071521),11724,57,4,32,3
R0450,BARS,PARKHILL AVE & PARKHILL COURT,10304,Staten Island,SI01,49,40.61920488,-74.07718193,POINT (-74.07718193 40.61920488),10691,4,1,13,74
Q4363,BARS,HARDING XWAY N & 168 ST,11365,Queens,QN07,20,40.7386013,-73.80080765,POINT (-73.80080765 40.7386013),14507,22,3,3,67
X2206,ERS,WILLIS AVE & E 146 ST,10455,Bronx,BX01,8,40.8141439,-73.91920039,POINT (-73.91920039 40.8141439),10933,49,5,35,23
Q6630,BARS,WEXFORD TERRACE & DALNY RD/184 ST,11432,Queens,QN08,24,40.71513021,-73.77851001,POINT (-73.77851001 40.71513021),24340,25,3,24,65
X2622,ERS,S/B BRUCKNER BLVD & WHEELER AVE,10472,Bronx,BX09,17,40.82383124,-73.87923547,POINT (-73.87923547 40.82383124),11610,58,5,43,26
Q5477,BARS,HILLSIDE AVE & RANGE ST,11427,Queens,QN13,23,40.73309878,-73.73321009,POINT (-73.73321009 40.73309878),24336,63,3,16,63
M0184,ERS,HUDSON ST & VESTRY ST,10013,Manhattan,MN01,1,40.72262671,-74.00811683,POINT (-74.00811683 40.72262671),12076,56,4,32,1
B1723,ERS,LIVONIA AVE & SHEFFIELD AVE,11207,Brooklyn,BK05,42,40.66460062,-73.89501573,POINT (-73.89501573 40.66460062),17214,45,2,25,47
B3322,ERS,AVE P & EAST 18 ST,11229,Brooklyn,BK14,48,40.61071483,-73.95574067,POINT (-73.95574067 40.61071483),13513,60,2,15,43
B1098,ERS,FLATBUSH AVE 1090' S OF GRAND ARMY PLZ,11238,Brooklyn,,35,40.67015502,-73.96716708,POINT (-73.96716708 40.67015502),13829,13,2,48,50
X2429,ERS,RANDALL AVE & BARRETTO ST,10474,Bronx,BX02,17,40.81179892,-73.88864501,POINT (-73.88864501 40.81179892),12343,8,5,43,24
Q5084,BARS,104 AVES & 183 PL,11423,Queens,QN12,27,40.70523976,-73.77383483,POINT (-73.77383483 40.70523976),15312,41,3,6,61
Q9704,BARS,UTOPIA PWAY &JEWEL AVE/VAN ARSDALE AVE,11365,Queens,QN08,24,40.7311822,-73.79400987,POINT (-73.79400987 40.7311822),14507,25,3,24,65
X2386,ERS,SUMMIT AVE & W 161 ST,10452,Bronx,BX04,8,40.83084874,-73.93153255,POINT (-73.93153255 40.83084874),10930,50,5,35,27
Q7442,BARS,34 AVE & VERNON BLVD,11106,Queens,QN01,26,40.7655298,-73.94027215,POINT (-73.94027215 40.7655298),16863,39,3,33,72
M0391,ERS,WAVERLY PL BTW GROVE ST & GAY ST,10014,Manhattan,MN02,3,40.73347388,-74.00133072,POINT (-74.00133072 40.73347388),12077,57,4,10,3
Q7235,BARS,HUNTERS POINT AVE & 31 PL,11101,Queens,QN02,26,40.7400687,-73.93544794,POINT (-73.93544794 40.7400687),16858,53,3,33,66
Q7653,BARS,DITMARS BLVD & HAZEN ST,11370,Queens,QN01,22,40.76830444,-73.8996163,POINT (-73.8996163 40.76830444),14781,39,3,4,72
R1384,ERS,LOCKWOOD PL & NORTH AVE,10314,Staten Island,SI01,49,40.62206003,-74.13385829,POINT (-74.13385829 40.62206003),10700,4,1,14,75
X3307,ERS,ARTHUR AVE & E 183 ST,10457,Bronx,BX06,15,40.85317382,-73.88963328,POINT (-73.88963328 40.85317382),10935,35,5,22,31
M0922,ERS,1 AVE & E 58 ST,10022,Manhattan,MN06,5,40.75898065,-73.96243278,POINT (-73.96243278 40.75898065),12419,71,4,1,9
B1910,ERS,HEGEMAN AVE & BRADFORD ST,11207,Brooklyn,BK05,42,40.66133774,-73.88838556,POINT (-73.88838556 40.66133774),17214,45,2,25,47
Q1384,BARS,BEACH CHANNEL DR & BEACH 119 ST,11694,Queens,QN14,32,40.58163288,-73.84128872,POINT (-73.84128872 40.58163288),20532,51,3,41,58
M0439,ERS,E 7 ST & AVE C/LOISAIDA AVE,10009,Manhattan,MN03,2,40.72408181,-73.97885851,POINT (-73.97885851 40.72408181),11729,70,4,50,5
Q6265,BARS,28 AVE & 202 ST,11360,Queens,QN11,19,40.77303523,-73.78900506,POINT (-73.78900506 40.77303523),14195,26,3,20,69
X4907,ERS,BAINBRIDGE AVE & E 199 ST,10458,Bronx,BX07,11,40.86947535,-73.88625054,POINT (-73.88625054 40.86947535),10936,24,5,40,34
Q6379,BARS,DOUGLASTON PWAY & 43 AVE,11363,Queens,QN11,19,40.7674654,-73.74717974,POINT (-73.74717974 40.7674654),14505,26,3,20,69
R1531,BARS,MOUNTAINVIEW AVE & QUEEN ST,10314,Staten Island,SI02,50,40.60292165,-74.12541186,POINT (-74.12541186 40.60292165),10700,30,1,14,75
R3235,ERS,BARLOW AVE & ELTINGVILLE BLVD,10312,Staten Island,SI03,51,40.55725097,-74.16714373,POINT (-74.16714373 40.55725097),10699,15,1,9,76
Q5875,ERS,147 AVE & 182 ST,11413,Queens,QN13,31,40.66003673,-73.76530888,POINT (-73.76530888 40.66003673),15313,63,3,47,63
R2875,BARS,RICHMOND RD & MC KINLEY AVE/RVFD,10306,Staten Island,SI03,50,40.5724683,-74.14012349,POINT (-74.14012349 40.5724683),10693,15,1,14,76
R1029,ERS,WESER AVE & NARROWS RD N,10304,Staten Island,SI01,49,40.60717289,-74.08436867,POINT (-74.08436867 40.60717289),10691,4,1,13,74
Q3777,BARS,HARDING XWAY S & FRANCIS LEWIS BLVD,11364,Queens,QN08,23,40.74295028,-73.77536187,POINT (-73.77536187 40.74295028),14506,25,3,16,65
X3699,ERS,LACONIA AVE & E 226 ST,10466,Bronx,BX12,12,40.88491967,-73.84882044,POINT (-73.84882044 40.88491967),11275,29,5,2,30
M1568,ERS,AMSTERDAM AVE & W 136 ST,10031,Manhattan,MN09,7,40.81957262,-73.95174484,POINT (-73.95174484 40.81957262),12428,37,4,23,19
B1480,ERS,9 AVE & 49 ST,11220,Brooklyn,BK12,38,40.6403459,-74.00092542,POINT (-74.00092542 40.6403459),17621,2,2,7,39
Q7042,BARS,57 RD & 58 ST,11378,Queens,QN05,30,40.72232146,-73.91203522,POINT (-73.91203522 40.72232146),14788,54,3,34,62
R2259,BARS,BEACH AVE & 8 ST,10306,Staten Island,SI02,50,40.57046972,-74.11850994,POINT (-74.11850994 40.57046972),10693,30,1,14,76
X3864,ERS,ELY AVE & NEREID AVE,10466,Bronx,BX12,12,40.89866553,-73.84872177,POINT (-73.84872177 40.89866553),11275,29,5,2,30
Q9351,BARS,34 AVE & 103 ST,11368,Queens,QN03,21,40.75579973,-73.86534454,POINT (-73.86534454 40.75579973),14510,65,3,21,73
B3474,ERS,BATH AVE & 23 AVE,11214,Brooklyn,BK11,47,40.59709333,-73.99522559,POINT (-73.99522559 40.59709333),17616,1,2,45,37
B2634,ERS,6 AVE & 58 ST,11220,Brooklyn,BK07,38,40.63929563,-74.01277538,POINT (-74.01277538 40.63929563),18180,9,2,7,45
M1066,ERS,5 AVE & E 76 ST,10021,Manhattan,,6,40.77504423,-73.96514745,POINT (-73.96514745 40.77504423),12083,23,4,51,11
Q9606,ERS,92 AVE & 102 ST,11418,Queens,QN09,32,40.69115218,-73.84343536,POINT (-73.84343536 40.69115218),24014,46,3,41,60
R1747,BARS,MARTIN AVE & NORTH GANNON AVE,10314,Staten Island,SI01,50,40.60814639,-74.13997407,POINT (-74.13997407 40.60814639),10700,4,1,14,75
Q9650,ERS,89 AVE & 118 ST,11418,Queens,QN09,29,40.69708221,-73.8304718,POINT (-73.8304718 40.69708221),24014,46,3,28,60
X2245,ERS,RIVER AVE & E 151 ST,10451,Bronx,BX04,8,40.82283987,-73.92875517,POINT (-73.92875517 40.82283987),10929,50,5,35,27
Q4104,ERS,PUTNAM AVE & FAIRVIEW AVE,11385,Queens,QN05,30,40.70460819,-73.90229014,POINT (-73.90229014 40.70460819),15310,54,3,34,62
R3144,BARS,VICTORY BLVD & ALBERTA AVE/OVFD,10314,Staten Island,SI02,50,40.59062527,-74.19227862,POINT (-74.19227862 40.59062527),10700,30,1,14,75
B3057,ERS,AVENUE R & E 37 ST,11234,Brooklyn,BK18,46,40.61349744,-73.93423958,POINT (-73.93423958 40.61349744),13825,5,2,8,38
Q6902,BARS,NORTHERN BLVD & 195 ST,11358,Queens,QN11,19,40.75794746,-73.78670199,POINT (-73.78670199 40.75794746),14193,26,3,20,69
B2966,ERS,QUENTIN RD & W 1 ST,11223,Brooklyn,BK11,44,40.60645199,-73.97458573,POINT (-73.97458573 40.60645199),18183,1,2,18,37
Q7637,BARS,BERRIAN BLVD & STEINWAY ST,11105,Queens,QN01,22,40.78018068,-73.89711448,POINT (-73.89711448 40.78018068),16862,39,3,4,72
M1763,ERS,WADSWORTH AVE & W 186 ST,10033,Manhattan,MN12,10,40.85289747,-73.93272489,POINT (-73.93272489 40.85289747),13091,47,4,39,22
B1603,ERS,WINTHROP ST & E 49 ST,11203,Brooklyn,BK09,41,40.65823509,-73.93209048,POINT (-73.93209048 40.65823509),16866,17,2,17,44
R2974,ERS,N/E CORNER OF DEVON LOOP/RVFD,10314,Staten Island,SI02,51,40.58134389,-74.16001849,POINT (-74.16001849 40.58134389),10700,30,1,9,75
B0461,ERS,CLARK ST & MONROE PL,11201,Brooklyn,BK02,33,40.69722576,-73.99212342,POINT (-73.99212342 40.69722576),16865,68,2,38,54
Q7541,BARS,ASTORIA BLVD S & STEINWAY ST,11103,Queens,QN01,22,40.76885247,-73.91094175,POINT (-73.91094175 40.76885247),16860,39,3,4,72
Q4646,BARS,117 ST & 9 AVE,11356,Queens,QN07,19,40.78929965,-73.85063706,POINT (-73.85063706 40.78929965),14191,22,3,20,67
X4475,ERS,NEW ENG THWY S/B SR 300' N TILLOTSON AVE,10475,Bronx,BX12,12,40.88171664,-73.83072957,POINT (-73.83072957 40.88171664),12344,29,5,2,30
R8706,ERS,W SHORE XWAY S/B 2400' N BLOOMFIELD AVE,10314,Staten Island,SI02,50,40.6179668,-74.17771429,POINT (-74.17771429 40.6179668),10700,30,1,14,75
M0259,ERS,FORSYTH ST & GRAND ST,10002,Manhattan,MN03,1,40.71792248,-73.99309432,POINT (-73.99309432 40.71792248),11723,70,4,32,2
Q4953,ERS,75 AVE & 60 LA,11385,Queens,QN05,30,40.69858962,-73.89484995,POINT (-73.89484995 40.69858962),15310,54,3,34,62
Q9908,BARS,UNDERHILL AVE & 168 ST,11365,Queens,QN07,20,40.74675558,-73.80017472,POINT (-73.80017472 40.74675558),14507,22,3,3,67
Q7481,BARS,31 AVE & 50 ST,11377,Queens,QN01,26,40.75756516,-73.90906578,POINT (-73.90906578 40.75756516),14787,39,3,33,72
Q9816,ERS,91 AVE & 143 ST,11435,Queens,QN12,24,40.70052111,-73.81105508,POINT (-73.81105508 40.70052111),24670,41,3,24,61
Q9586,ERS,METROPOLITAN AVE & 72 AVE,11375,Queens,QN06,29,40.70994038,-73.8480614,POINT (-73.8480614 40.70994038),14786,40,3,28,70
X4357,ERS,HUTCH RIV PWAY E & BOLLER AVE/CO-OP CTY,10475,Bronx,BX10,12,40.86272153,-73.82579356,POINT (-73.82579356 40.86272153),12344,43,5,2,28
Q4177,ERS,PALMETTO & 64 ST,11385,Queens,QN05,30,40.70890227,-73.89575687,POINT (-73.89575687 40.70890227),15310,54,3,34,62
