BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Q4903,ERS,71 AVE 400' E OF KISSENA BLVD,11367,Queens,QN08,24,40.73046834,-73.81480926,POINT (-73.81480926 40.73046834),14509,25,3,24,65
R1632,BARS,WILLOW POND RD & BENEDICT RD,10304,Staten Island,SI02,50,40.59830715,-74.1086959,POINT (-74.1086959 40.59830715),10691,30,1,14,76
M0737,ERS,2 AVE & E 37 ST,10016,Manhattan,MN06,4,40.74668256,-73.97449588,POINT (-73.97449588 40.74668256),12078,71,4,51,9
Q3003,BARS,MIDTOWN XWAY N & 42 ST,11377,Queens,QN02,26,40.7358617,-73.92386413,POINT (-73.92386413 40.7358617),14787,53,3,33,66
Q9835,ERS,S/W CORNER OF ARCHER AVE & 150 ST,11435,Queens,QN12,27,40.70137846,-73.80420644,POINT (-73.80420644 40.70137846),24670,41,3,6,61
R4044,BARS,DRUMGOOLE RD W & ELLSWORTH AVE,10309,Staten Island,SI03,51,40.53516842,-74.19616558,POINT (-74.19616558 40.53516842),10699,15,1,9,77
R1242,BARS,MC CLEAN AVE & LINDWOOD AVE,10305,Staten Island,SI02,50,40.59599769,-74.07292171,POINT (-74.07292171 40.59599769),10692,30,1,14,76
Q7673,BARS,DITMARS BLVD & 81 ST,11370,Queens,QN01,22,40.76891624,-73.88872551,POINT (-73.88872551 40.76891624),14781,3,3,21,73
B1888,ERS,JAMAICA AVE & ASHFORD ST,11207,Brooklyn,BK05,37,40.6829501,-73.88735392,POINT (-73.88735392 40.6829501),17214,45,2,37,47
R4521,ERS,JOHNSON AVE & CRAIG AVE,10307,Staten Island,SI03,51,40.51107181,-74.2466825,POINT (-74.2466825 40.51107181),10694,15,1,9,77
Q6064,ERS,LIBERTY AVE & LIVERPOOL ST,11435,Queens,QN12,28,40.69474072,-73.80624271,POINT (-73.80624271 40.69474072),24670,41,3,46,61
Q5341,BARS,JAMAICA AVE & WOODHULL AVE NEAR 197 ST,11423,Queens,QN12,23,40.71347251,-73.76329339,POINT (-73.76329339 40.71347251),24332,41,3,16,61
R2379,ERS,RICHMOND AVE OPP ETON PL/OVFD,10314,Staten Island,SI02,50,40.60467096,-74.16259702,POINT (-74.16259702 40.60467096),10700,30,1,14,75
R1856,ERS,CAPODANNO BLVD & SLATER BLVD,10305,Staten Island,SI02,50,40.57610794,-74.08243931,POINT (-74.08243931 40.57610794),10692,30,1,14,76
R0585,ERS,GREENLEAF AVE & FLOYD ST,10310,Staten Island,SI01,49,40.62871999,-74.12705815,POINT (-74.12705815 40.62871999),10697,4,1,13,74
M0376,ERS,HUDSON ST & MORTON ST,10014,Manhattan,MN02,3,40.73094706,-74.00673713,POINT (-74.00673713 40.73094706),12077,57,4,10,3
Q4866,BARS,10 AVE & 162 ST,11357,Queens,QN07,19,40.79242749,-73.79985396,POINT (-73.79985396 40.79242749),14192,22,3,20,67
Q5541,BARS,91 AVE & 215 PL,11428,Queens,QN13,23,40.72298201,-73.74474805,POINT (-73.74474805 40.72298201),24337,63,3,16,63
M0463,ERS,3 AVE & E 12 ST,10003,Manhattan,MN03,2,40.73196521,-73.98815308,POINT (-73.98815308 40.73196521),11724,70,4,50,5
R3433,BARS,HYLAN BLVD & BAY TER,10306,Staten Island,SI03,51,40.55235618,-74.13316826,POINT (-74.13316826 40.55235618),,15,1,9,76
B1207,ERS,8 AVE & 15 ST,11215,Brooklyn,BK06,39,40.66214149,-73.98223034,POINT (-73.98223034 40.66214149),17617,9,2,27,45
B3397,ERS,CONEY ISLAND AVE & AVENUE Y,11235,Brooklyn,BK15,48,40.58945291,-73.96051667,POINT (-73.96051667 40.58945291),13826,32,2,15,36
M0128,ERS,400'S OF CATHERINE & 350' W OF SOUTH STS,10038,Manhattan,MN03,1,40.70972375,-73.99792599,POINT (-73.99792599 40.70972375),13096,70,4,32,2
R2788,ERS,RICHMOND AVE 500' N OF NOME AVE/OVFD,10314,Staten Island,SI02,51,40.5912856,-74.16461737,POINT (-74.16461737 40.5912856),10700,30,1,9,75
Q9667,BARS,85 AVE & 122 ST,11415,Queens,QN09,29,40.70346982,-73.82945842,POINT (-73.82945842 40.70346982),24011,46,3,28,60
M1715,ERS,AMSTERDAM AVE & W 172 ST,10032,Manhattan,MN12,10,40.84231167,-73.93514018,POINT (-73.93514018 40.84231167),13097,47,4,39,21
R0393,ERS,WEST RALEIGH AVE & FREEMAN PL,10310,Staten Island,SI01,49,40.62650805,-74.11655185,POINT (-74.11655185 40.62650805),10697,4,1,13,74
M0242,ERS,SOUTH ST & GOUVERNEUR SLIP,10002,Manhattan,MN03,2,40.7104635,-73.98302698,POINT (-73.98302698 40.7104635),11723,70,4,50,4
Q6272,BARS,12 RD & 160 ST,11357,Queens,QN07,19,40.79044187,-73.80192763,POINT (-73.80192763 40.79044187),14192,22,3,20,67
Q8803,ERS,109 AVE & 133 ST,11419,Queens,QN10,28,40.68602462,-73.81086182,POINT (-73.81086182 40.68602462),24015,62,3,46,64
X2932,ERS,GRAND AVE & W 174 ST,10453,Bronx,BX05,14,40.84727122,-73.91504409,POINT (-73.91504409 40.84727122),10931,6,5,29,29
R0294,ERS,GORDON ST & HUDSON ST,10304,Staten Island,SI01,49,40.62442223,-74.0826292,POINT (-74.0826292 40.62442223),10691,4,1,13,74
Q9395,BARS,43 AVE & 97 PL,11368,Queens,QN04,21,40.7460995,-73.86641372,POINT (-73.86641372 40.7460995),14510,66,3,21,68
R1338,BARS,GLASCOE AVE & COLUMBUS PL,10314,Staten Island,SI01,50,40.61715205,-74.14052839,POINT (-74.14052839 40.61715205),10700,4,1,14,75
B4266,ERS,KINGS HIGHWAY & E 8 ST,11223,Brooklyn,BK15,44,40.60647843,-73.96461753,POINT (-73.96461753 40.60647843),18183,32,2,18,36
B3522,ERS,SURF AVE & W 37 ST,11224,Brooklyn,BK13,47,40.57332704,-74.00254829,POINT (-74.00254829 40.57332704),18184,21,2,45,35
Q5192,ERS,PENELOPE AVE & 71 ST,11379,Queens,QN05,30,40.71618644,-73.88411234,POINT (-73.88411234 40.71618644),15309,54,3,34,62
Q9293,BARS,52 AVE & 90 ST,11373,Queens,QN04,25,40.73880273,-73.87383531,POINT (-73.87383531 40.73880273),14784,66,3,5,68
Q3154,ERS,77 RD & AUSTIN ST,11375,Queens,QN06,29,40.71413292,-73.83494127,POINT (-73.83494127 40.71413292),14786,40,3,28,70
B1646,ERS,HOWARD AVE & ST MARKS AVE,11233,Brooklyn,BK16,41,40.67354188,-73.91954093,POINT (-73.91954093 40.67354188),13516,55,2,17,46
X3472,ERS,COLDEN AVE & ADEE AVE,10469,Bronx,BX11,12,40.86956712,-73.85948361,POINT (-73.85948361 40.86956712),11607,29,5,2,30
Q8509,ERS,93 AVE & 75 ST,11421,Queens,QN09,30,40.68441169,-73.86490818,POINT (-73.86490818 40.68441169),24017,46,3,34,60
M0593,ERS,11 AVE & W 20 ST,10011,Manhattan,MN04,3,40.74681376,-74.00795844,POINT (-74.00795844 40.74681376),12074,12,4,10,6
R0569,ERS,DONGAN AVE & MANOR RD,10314,Staten Island,SI01,50,40.61463101,-74.12264687,POINT (-74.12264687 40.61463101),10700,4,1,14,74
B1670,ERS,BLAKE AVE 500' E OF ROCKAWAY AVE,11212,Brooklyn,BK16,41,40.66571252,-73.9087103,POINT (-73.9087103 40.66571252),17614,55,2,17,46
R4316,ERS,VETERANS RD E & CLAY PIT RD,10309,Staten Island,SI03,51,40.54018453,-74.2235783,POINT (-74.2235783 40.54018453),10696,15,1,9,77
B0375,ERS,PARK AVE & CLASSON AVE,11205,Brooklyn,BK03,33,40.69620749,-73.96158556,POINT (-73.96158556 40.69620749),17212,69,2,38,51
Q5655,BARS,116 RD & FRANCIS LEWIS BLVD,11411,Queens,QN12,27,40.69679987,-73.74649367,POINT (-73.74649367 40.69679987),15312,63,3,6,63
Q7766,BARS,31 AVE & 94 ST,11369,Queens,QN03,21,40.76041119,-73.8748411,POINT (-73.8748411 40.76041119),14511,65,3,21,73
B4236,ERS,DAHILL RD OPP 64 ST,11204,Brooklyn,BK11,44,40.61057921,-73.97439073,POINT (-73.97439073 40.61057921),16867,1,2,18,37
B1827,ERS,SUTTER AVE & MONTAUK AVE,11208,Brooklyn,BK05,42,40.67199721,-73.87741112,POINT (-73.87741112 40.67199721),17215,45,2,25,47
B2295,ERS,SEAVIEW AVE & REMSEN AVE,11236,Brooklyn,BK18,46,40.63038586,-73.89500062,POINT (-73.89500062 40.63038586),13827,5,2,8,42
Q1046,BARS,BEACH 6 ST & JARVIS AVE,11691,Queens,QN14,31,40.59867493,-73.74024581,POINT (-73.74024581 40.59867493),20529,51,3,47,59
M1287,ERS,LEXINGTON AVE & E 103 ST,10029,Manhattan,MN11,8,40.79031446,-73.94768749,POINT (-73.94768749 40.79031446),12426,7,4,35,14
Q5521,BARS,93 AVE & HOLLIS COURT BLVD,11428,Queens,QN13,23,40.71861021,-73.74912743,POINT (-73.74912743 40.71861021),24337,63,3,16,63
B2795,ERS,14 AVE & 67 ST,11219,Brooklyn,BK11,38,40.62348994,-74.00052988,POINT (-74.00052988 40.62348994),17621,10,2,44,41
X3738,ERS,JOHNSON AVE & W 232 ST,10463,Bronx,BX08,11,40.8835225,-73.91033844,POINT (-73.91033844 40.8835225),11272,48,5,40,33
Q7365,ERS,38 AVE & 22 ST,11101,Queens,QN01,26,40.75703086,-73.93811872,POINT (-73.93811872 40.75703086),16858,39,3,33,72
Q1275,ERS,DE COSTA AVE & BEACH 67 ST,11692,Queens,QN14,31,40.59835534,-73.7967224,POINT (-73.7967224 40.59835534),20530,51,3,47,58
R2212,ERS,BURBANK AVE & NORTH RAILROAD AVE,10306,Staten Island,SI02,50,40.57548283,-74.11488041,POINT (-74.11488041 40.57548283),10693,30,1,14,76
Q4464,ERS,37 AVE & MAIN ST,11354,Queens,QN07,20,40.76154814,-73.83111885,POINT (-73.83111885 40.76154814),13832,22,3,3,67
Q5524,BARS,93 AVE & 212 PL,11428,Queens,QN13,23,40.71895498,-73.74725149,POINT (-73.74725149 40.71895498),24337,63,3,16,63
M1246,ERS,LEXINGTON AVE & E 97 ST,10029,Manhattan,MN11,5,40.78654012,-73.95043455,POINT (-73.95043455 40.78654012),10099,7,4,1,14
M0188,ERS,GREENE ST & CANAL ST,10013,Manhattan,MN02,1,40.72037709,-74.00325955,POINT (-74.00325955 40.72037709),12076,56,4,32,1
R0832,ERS,OCEAN TERR & COVERLY AVE,10301,Staten Island,SI02,50,40.60444076,-74.10206195,POINT (-74.10206195 40.60444076),10691,30,1,14,76
R2172,ERS,SOUTH AVE & FAHY AVE,10314,Staten Island,SI02,50,40.62044326,-74.16909,POINT (-74.16909 40.62044326),10700,30,1,14,75
R0625,BARS,SCARBORO AVE & ABBOTT ST,10305,Staten Island,SI01,49,40.61337531,-74.06324871,POINT (-74.06324871 40.61337531),10692,4,1,13,74
R1214,ERS,CAPODANNO BLVD & WENTWORTH AVE,10305,Staten Island,SI02,50,40.58825507,-74.06874839,POINT (-74.06874839 40.58825507),10692,30,1,14,76
B0900,ERS,BROOKLYN AVE & HERKIMER ST,11216,Brooklyn,BK03,36,40.67933611,-73.94404799,POINT (-73.94404799 40.67933611),17618,69,2,49,51
X3546,ERS,PARKSIDE PL & E 207 ST,10467,Bronx,BX07,11,40.87475871,-73.873861,POINT (-73.873861 40.87475871),11605,24,5,40,34
R0729,ERS,POST AVE & DECKER AVE,10302,Staten Island,SI01,49,40.63212122,-74.13283281,POINT (-74.13283281 40.63212122),10370,4,1,13,75
Q8531,ERS,88 AVE & 80 ST,11421,Queens,QN09,30,40.69004699,-73.8616573,POINT (-73.8616573 40.69004699),24017,46,3,34,60
B1279,ERS,7 AVE & 14 ST,11215,Brooklyn,BK06,39,40.66388588,-73.9840888,POINT (-73.9840888 40.66388588),17617,14,2,27,50
Q4165,BARS,NURGE AVE & 54 PL,11378,Queens,QN05,30,40.71466746,-73.91149345,POINT (-73.91149345 40.71466746),14788,54,3,34,62
Q6854,BARS,118 AVE & 219 ST,11411,Queens,QN13,27,40.69383985,-73.74182287,POINT (-73.74182287 40.69383985),15311,63,3,6,63
B3720,ERS,SUTTER AVE & E 98 ST,11212,Brooklyn,BK16,41,40.66521004,-73.92314719,POINT (-73.92314719 40.66521004),17614,55,2,17,46
Q5169,BARS,COOLIDGE AVE & 150 ST,11435,Queens,QN08,24,40.7149992,-73.81020986,POINT (-73.81020986 40.7149992),24670,25,3,24,65
B1801,ERS,BLAKE AVE & LINWOOD ST,11208,Brooklyn,BK05,42,40.66980442,-73.88154455,POINT (-73.88154455 40.66980442),17215,45,2,25,47
B3724,ERS,REMSEN AVE & WINTHROP ST,11212,Brooklyn,BK17,41,40.65947395,-73.92719711,POINT (-73.92719711 40.65947395),17614,61,2,17,40
B2414,ERS,CLARENDON RD & E 39 ST,11203,Brooklyn,BK17,45,40.6437801,-73.9401583,POINT (-73.9401583 40.6437801),16866,61,2,26,40
R1842,BARS,BUEL AVE & RICHMOND RD,10304,Staten Island,SI02,50,40.58934426,-74.10149482,POINT (-74.10149482 40.58934426),10691,30,1,14,76
M1244,ERS,CENTRAL PARK W & W 97 ST,10025,Manhattan,,7,40.79236205,-73.96417599,POINT (-73.96417599 40.79236205),,20,4,23,15
Q4374,ERS,HILLSIDE AVE & PARSONS BLVD,11432,Queens,QN12,24,40.7077158,-73.80278721,POINT (-73.80278721 40.7077158),24340,41,3,24,61
R0325,ERS,LAWRENCE AVE & HARVEST AVE,10310,Staten Island,SI01,49,40.62767844,-74.10697483,POINT (-74.10697483 40.62767844),10697,4,1,13,74
Q2679,BARS,BAISLEY BLVD & SMITH ST,11434,Queens,QN12,28,40.67903088,-73.77841936,POINT (-73.77841936 40.67903088),24669,41,3,6,71
Q7557,BARS,DITMARS BLVD & 33 ST,11105,Queens,QN01,22,40.77536622,-73.90961676,POINT (-73.90961676 40.77536622),16862,39,3,4,72
Q1620,ERS,CROSS BAY BLVD 50' N OF 2 RD BROAD CHNL,11693,Queens,QN14,32,40.61440555,-73.82099393,POINT (-73.82099393 40.61440555),20531,51,3,41,58
Q5024,ERS,111 AVE & 177 ST,11433,Queens,QN12,27,40.69664765,-73.77627203,POINT (-73.77627203 40.69664765),24668,41,3,6,71
X4236,ERS,EDISON AVE & BAISLEY AVE,10461,Bronx,BX10,13,40.83582647,-73.82879835,POINT (-73.82879835 40.83582647),11270,43,5,12,28
Q6340,BARS,DOUGLASTON PWAY & 40 AVE,11363,Queens,QN11,19,40.7697944,-73.74956315,POINT (-73.74956315 40.7697944),14505,26,3,20,69
Q5501,BARS,HILLSIDE AVE & 208 ST,11427,Queens,QN08,23,40.72209073,-73.7579743,POINT (-73.7579743 40.72209073),24336,63,3,16,63
R3529,ERS,ARDEN AVE RD & ARTHUR KILL RD,10312,Staten Island,SI03,51,40.55886154,-74.19753735,POINT (-74.19753735 40.55886154),10699,15,1,9,77
B0024,BARS,FRANKLIN & DUPONT STS,11222,Brooklyn,BK01,33,40.73555242,-73.95852419,POINT (-73.95852419 40.73555242),18182,36,2,38,57
B1983,ERS,STANLEY AVE OPP LINCOLN AVE,11208,Brooklyn,BK05,42,40.66586559,-73.86476564,POINT (-73.86476564 40.66586559),17215,45,2,25,47
Q9682,ERS,JAMAICA AVE & LEFFERTS BLVD,11418,Queens,QN09,29,40.70000887,-73.8308864,POINT (-73.8308864 40.70000887),24014,46,3,28,60
Q6203,BARS,34 AVE & PARSONS BLVD,11354,Queens,QN07,20,40.7668872,-73.82395033,POINT (-73.82395033 40.7668872),13832,22,3,3,67
R2488,BARS,NEW DORP LA & 3 ST,10306,Staten Island,SI02,50,40.57502258,-74.11829687,POINT (-74.11829687 40.57502258),10693,30,1,14,76
R1155,BARS,HOLLAND AVE & RICHMOND TERR,10303,Staten Island,SI01,49,40.64051793,-74.17128737,POINT (-74.17128737 40.64051793),10371,4,1,13,75
Q7752,BARS,30 AVE & 93 ST,11369,Queens,QN03,21,40.76144373,-73.87601372,POINT (-73.87601372 40.76144373),14511,65,3,21,73
M0197,ERS,BAXTER ST & GRAND ST,10013,Manhattan,MN02,1,40.71958127,-73.99805387,POINT (-73.99805387 40.71958127),12076,57,4,32,2
Q5043,BARS,LIBERTY AVE & 185 ST,11412,Queens,QN12,27,40.70461711,-73.77178899,POINT (-73.77178899 40.70461711),15312,41,3,6,61
R1314,BARS,CASWELL AVE & BRYSON AVE,10314,Staten Island,SI01,50,40.61398123,-74.14456996,POINT (-74.14456996 40.61398123),10700,4,1,14,75
Q6140,BARS,39 AVE & CLEARVIEW XWAY E SVC RD,11361,Queens,QN11,19,40.76314252,-73.77870255,POINT (-73.77870255 40.76314252),14196,26,3,20,69
Q7509,BARS,27 AVE & 12 ST,11102,Queens,QN01,22,40.77360955,-73.92987945,POINT (-73.92987945 40.77360955),16859,39,3,4,72
Q1064,BARS,CORNAGA AVE & MOTT AVE,11691,Queens,QN14,31,40.60268742,-73.74954558,POINT (-73.74954558 40.60268742),20529,51,3,47,59
Q5572,BARS,94 RD & SPRINGFIELD BLVD,11428,Queens,QN13,23,40.72055737,-73.73602628,POINT (-73.73602628 40.72055737),24337,63,3,16,63
Q9871,BARS,GOETHALS AVE & PARSONS BLVD,11432,Queens,QN08,24,40.7184456,-73.80861284,POINT (-73.80861284 40.7184456),24340,25,3,24,65
Q0160,BARS,JFK - BLDG 261 LUFTHANSA CARGO,11430,Queens,JFK,28,40.66215305,-73.78734208,POINT (-73.78734208 40.66215305),24339,64,3,46,71
Q4592,ERS,FRESH POND RD & 60 DR,11378,Queens,QN05,30,40.71533785,-73.90126118,POINT (-73.90126118 40.71533785),14788,54,3,34,62
B1029,ERS,KINGSTON AVE & MAPLE ST,11203,Brooklyn,BK09,41,40.6613205,-73.9426882,POINT (-73.9426882 40.6613205),13509,17,2,11,44
M0095,ERS,CHURCH ST & BARCLAY ST,10007,Manhattan,MN01,1,40.71272457,-74.00966812,POINT (-74.00966812 40.71272457),11728,56,4,32,1
B1464,ERS,6 AVE & 48 ST,11220,Brooklyn,BK07,38,40.64489724,-74.00695079,POINT (-74.00695079 40.64489724),18180,9,2,7,45
R0754,BARS,PORT RICHMOND AVE & CASTLETON AVE,10302,Staten Island,SI01,49,40.63602507,-74.13476961,POINT (-74.13476961 40.63602507),10370,4,1,13,75
B0579,ERS,3 AVE & BUTLER ST,11217,Brooklyn,BK06,33,40.68088023,-73.9837114,POINT (-73.9837114 40.68088023),17619,14,2,38,50
Q9317,BARS,N/S ROOSEVELT AVE 1100' E OF 114 ST,11368,Queens,,21,40.753621,-73.84939934,POINT (-73.84939934 40.753621),14510,67,3,21,68
B0162,BARS,MONITOR ST & RICHARDSON ST,11211,Brooklyn,BK01,34,40.71911169,-73.94153959,POINT (-73.94153959 40.71911169),17613,36,2,30,57
B2577,ERS,DAHILL RD & CATON AVE,11218,Brooklyn,BK12,39,40.64718167,-73.98132888,POINT (-73.98132888 40.64718167),17620,2,2,27,39
Q7416,BARS,STEINWAY ST & BROADWAY,11103,Queens,QN01,26,40.75897381,-73.91899822,POINT (-73.91899822 40.75897381),16860,39,3,4,72
Q2934,BARS,W/S VAN WYCK XWAY 130' N OF 82 AVE,11415,Queens,QN09,29,40.71418296,-73.82510741,POINT (-73.82510741 40.71418296),24333,46,3,28,60
B2865,ERS,20 AVE & 71 ST,11204,Brooklyn,BK11,47,40.61312289,-73.98939734,POINT (-73.98939734 40.61312289),16867,1,2,45,37
B0309,ERS,BEDFORD AVE & TAYLOR ST,11211,Brooklyn,BK01,33,40.70589987,-73.96309795,POINT (-73.96309795 40.70589987),17613,36,2,38,56
B1850,ERS,EUCLID AVE & ETNA ST,11208,Brooklyn,BK05,37,40.68650686,-73.87495084,POINT (-73.87495084 40.68650686),17215,45,2,37,47
Q4217,ERS,PENELOPE AVE & 82 PL,11379,Queens,QN05,30,40.72052635,-73.8722723,POINT (-73.8722723 40.72052635),15309,54,3,34,62
Q6284,BARS,BELL BLVD & 28 AVE,11360,Queens,QN11,19,40.7770256,-73.77553732,POINT (-73.77553732 40.7770256),14195,26,3,20,69
X4691,ERS,SEMINOLE AVE & CHOCTAW PL,10461,Bronx,BX11,13,40.85581495,-73.84948236,POINT (-73.84948236 40.85581495),11270,59,5,12,32
Q9523,ERS,66 AVE & FITCHETT ST,11374,Queens,QN06,29,40.71917052,-73.86126794,POINT (-73.86126794 40.71917052),14785,40,3,28,70
X3145,ERS,PARK AVE & E 180 ST,10457,Bronx,BX06,15,40.85208808,-73.89710539,POINT (-73.89710539 40.85208808),10935,35,5,22,31
Q5152,ERS,DORAN AVE & 89 ST,11385,Queens,QN05,30,40.71042682,-73.86217795,POINT (-73.86217795 40.71042682),15310,54,3,34,62
B2592,ERS,12 AVE & 55 ST,11219,Brooklyn,BK12,44,40.63299552,-73.9978127,POINT (-73.9978127 40.63299552),17621,2,2,18,39
X3210,ERS,BOSTON RD & BX PARK E,10467,Bronx,BX11,15,40.85738597,-73.87093273,POINT (-73.87093273 40.85738597),11607,59,5,22,32
Q3698,BARS,HARDING XWAY N & UNDERHILL AVE,11365,Queens,QN11,20,40.74309984,-73.78006329,POINT (-73.78006329 40.74309984),14507,26,3,3,69
B3950,ERS,GREENE AVE & CARLTON AVE,11238,Brooklyn,BK02,35,40.68606458,-73.97143375,POINT (-73.97143375 40.68606458),13829,68,2,48,55
B1368,ERS,OTSEGO ST & DIKEMAN ST,11231,Brooklyn,BK06,38,40.67437488,-74.00998996,POINT (-74.00998996 40.67437488),13514,14,2,7,48
B0507,ERS,COLUMBIA ST & KANE ST,11201,Brooklyn,BK06,39,40.68775179,-74.00138866,POINT (-74.00138866 40.68775179),13514,14,2,27,48
R3949,BARS,S/S ARTHKILL RD & INDUST LOOP W/COKE ST,10309,Staten Island,SI03,51,40.54583095,-74.22982368,POINT (-74.22982368 40.54583095),10696,15,1,9,77
B1521,ERS,OCEAN PWAY & PARK CIRCLE,11218,Brooklyn,BK07,39,40.65108309,-73.97298199,POINT (-73.97298199 40.65108309),17620,9,2,27,45
Q7012,BARS,REVIEW AVE & LAUREL HILL BLVD,11101,Queens,QN02,26,40.72913196,-73.93100878,POINT (-73.93100878 40.72913196),14788,53,3,33,66
X4648,ERS,BRUCKNER BLVD S/B & CODDINGTON AVE,10461,Bronx,BX10,13,40.84129675,-73.82630353,POINT (-73.82630353 40.84129675),11270,43,5,12,28
B1033,ERS,KINGSTON AVE & PRESIDENT ST,11213,Brooklyn,BK09,35,40.66762256,-73.94236048,POINT (-73.94236048 40.66762256),17615,17,2,48,44
M1655,ERS,BRADHURST AVE & W 152 ST,10039,Manhattan,MN10,9,40.82765657,-73.93968953,POINT (-73.93968953 40.82765657),13097,18,4,36,20
Q3120,ERS,PENELOPE AVE & WOODHAVEN BLVD,11374,Queens,QN05,29,40.72266126,-73.86765927,POINT (-73.86765927 40.72266126),14785,40,3,28,70
R4809,ERS,JACOB ST & HAYWOOD ST,10307,Staten Island,SI03,51,40.51102918,-74.23270385,POINT (-74.23270385 40.51102918),10694,15,1,9,77
B0568,ERS,BOND ST & PACIFIC ST,11217,Brooklyn,BK02,33,40.68629411,-73.9852592,POINT (-73.9852592 40.68629411),17619,68,2,38,54
B0823,ERS,CENTRAL AVE & PUTNAM AVE,11221,Brooklyn,BK04,37,40.6921653,-73.91475403,POINT (-73.91475403 40.6921653),18181,42,2,37,53
X4288,ERS,CAMPBELL DRIVE & AGAR PL,10465,Bronx,BX10,13,40.83925204,-73.81738947,POINT (-73.81738947 40.83925204),11274,43,5,12,28
M0717,ERS,3 AVE & E 34 ST,10016,Manhattan,MN06,2,40.7457258,-73.97812128,POINT (-73.97812128 40.7457258),12078,71,4,50,9
B0665,ERS,NOSTRAND AVE & HART ST,11205,Brooklyn,BK03,36,40.69279366,-73.95205078,POINT (-73.95205078 40.69279366),17212,69,2,38,51
M1536,ERS,LEXINGTON AVE & E 131 ST,10037,Manhattan,MN11,9,40.80817513,-73.93466428,POINT (-73.93466428 40.80817513),13095,7,4,36,16
B3109,ERS,AVENUE M & E 48 ST,11234,Brooklyn,BK18,46,40.62123985,-73.9290765,POINT (-73.9290765 40.62123985),13825,5,2,8,38
Q6122,BARS,42 AVE & CLEARVIEW XWAY E SVC RD,11361,Queens,QN11,19,40.76132518,-73.77768883,POINT (-73.77768883 40.76132518),14196,26,3,20,69
X2205,ERS,ST ANNS AVE & E 146 ST,10454,Bronx,BX01,8,40.81230111,-73.91409757,POINT (-73.91409757 40.81230111),10933,49,5,35,23
R2671,BARS,GUYON AVE & PENDALE ST,10306,Staten Island,SI03,50,40.56086599,-74.12084284,POINT (-74.12084284 40.56086599),10693,15,1,14,76
B2339,ERS,CLARENDON RD & E 57 ST,11203,Brooklyn,BK17,45,40.64485405,-73.92284938,POINT (-73.92284938 40.64485405),16866,61,2,26,40
Q9125,ERS,MAIN ST & 79 AVE,11367,Queens,QN08,24,40.71869343,-73.81764807,POINT (-73.81764807 40.71869343),14509,25,3,24,65
Q6937,BARS,35 AVE & 165 ST,11358,Queens,QN07,19,40.76521152,-73.800495,POINT (-73.800495 40.76521152),14193,22,3,20,67
R2652,BARS,ISABELLA AVE & LEEDS ST,10306,Staten Island,SI03,50,40.5639654,-74.12355113,POINT (-74.12355113 40.5639654),10693,15,1,14,76
R0104,ERS,LAFAYETTE AVE & CHESTNUT PL,10301,Staten Island,SI01,49,40.63659955,-74.09338942,POINT (-74.09338942 40.63659955),10369,4,1,13,74
Q6546,ERS,E/S MAIN ST & HOOVER AVE,11435,Queens,QN08,24,40.71431158,-73.8162024,POINT (-73.8162024 40.71431158),24670,25,3,24,65
Q4240,ERS,58 AVE & 79 ST,11379,Queens,QN05,30,40.72686364,-73.88182559,POINT (-73.88182559 40.72686364),15309,54,3,34,62
B2055,ERS,PITKIN AVE & VERMONT ST,11207,Brooklyn,BK05,37,40.67217641,-73.89395536,POINT (-73.89395536 40.67217641),17214,45,2,37,47
Q0171,BARS,JFK - BLDG 66 S/S BRITISH AIRWAYS,11430,Queens,JFK,28,40.65805878,-73.7994334,POINT (-73.7994334 40.65805878),24339,64,3,46,71
M0492,ERS,E 20 ST 250' W OF FDR DR,10010,Manhattan,MN06,4,40.73321163,-73.97540652,POINT (-73.97540652 40.73321163),12073,71,4,51,7
B3966,ERS,N/S WORTMAN AVE 275' E OF VERMONT ST,11207,Brooklyn,BK05,42,40.65667679,-73.88593333,POINT (-73.88593333 40.65667679),17214,45,2,25,47
B1791,ERS,SUTTER AVE & ELTON ST,11208,Brooklyn,BK05,42,40.67122001,-73.88275459,POINT (-73.88275459 40.67122001),17215,45,2,25,47
Q2952,ERS,72 AVE & PARK DR E,11367,Queens,QN08,24,40.72496095,-73.82755528,POINT (-73.82755528 40.72496095),14509,25,3,24,65
Q7868,BARS,B'WAY & 61 ST,11377,Queens,QN02,26,40.75070188,-73.90119682,POINT (-73.90119682 40.75070188),14787,53,3,33,66
R1271,BARS,PARKINSON AVE & HYLAN BLVD,10305,Staten Island,SI02,50,40.59791241,-74.08360775,POINT (-74.08360775 40.59791241),10692,30,1,14,76
B0779,ERS,MYRTLE AVE & BROADWAY,11206,Brooklyn,BK03,34,40.69698654,-73.93522264,POINT (-73.93522264 40.69698654),17213,69,2,49,52
B1955,ERS,COZINE AVE & JEROME ST,11207,Brooklyn,BK05,42,40.65765395,-73.87916506,POINT (-73.87916506 40.65765395),17214,45,2,25,47
Q8995,ERS,165 AVE & 85 ST,11414,Queens,QN10,32,40.64807113,-73.8448243,POINT (-73.8448243 40.64807113),15314,62,3,41,64
