,total_housholds,family_housholds,nonfamily_housholds,householder_living_alone,householder_over65_living_alone,grandparents_responsible_for_grandchildren,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid
914,1058,949,109,92,79,9,3.37,10.302457466918714,8.695652173913043,7.466918714555766,0.8506616257088847,198,36059518800
915,2032,1568,464,387,197,13,3.31,22.83464566929134,19.04527559055118,9.69488188976378,0.639763779527559,988,36059518900
916,1952,1682,270,227,146,0,3.2,13.831967213114755,11.629098360655737,7.479508196721311,0.0,449,36059519500
917,1884,1439,445,402,247,3,2.86,23.61995753715499,21.337579617834397,13.1104033970276,0.15923566878980894,357,36059300500
918,715,605,110,85,51,0,2.86,15.384615384615385,11.888111888111888,7.1328671328671325,0.0,59,36059301400
919,1773,1303,470,448,186,37,2.65,26.50874224478285,25.267907501410043,10.490693739424705,2.086858432036097,349,36059301800
920,849,750,99,67,41,8,3.16,11.66077738515901,7.891637220259129,4.829210836277975,0.9422850412249705,143,36059302501
921,1363,1157,206,184,124,66,3.37,15.113719735876744,13.499633162142333,9.0975788701394,4.842259721203228,521,36059302700
922,2004,1744,260,247,225,0,3.3,12.974051896207584,12.325349301397205,11.22754491017964,0.0,421,36059302800
923,1423,1258,165,165,119,0,3.17,11.595221363316936,11.595221363316936,8.362614195361912,0.0,249,36059302900
924,2457,1691,766,563,264,40,2.69,31.176231176231177,22.914122914122913,10.744810744810746,1.6280016280016278,1407,36059301101
925,1883,1300,583,459,270,0,2.63,30.96123207647371,24.375995751460437,14.338821030270847,0.0,144,36111950100
926,1765,825,940,856,360,24,2.15,53.25779036827195,48.4985835694051,20.396600566572236,1.3597733711048159,132,36111950200
927,502,301,201,142,88,3,2.29,40.0398406374502,28.286852589641438,17.52988047808765,0.5976095617529881,23,36111950900
928,2412,1121,1291,935,238,0,2.2,53.524046434494196,38.76451077943615,9.867330016583747,0.0,484,36047015900
929,2138,1434,704,449,145,0,2.58,32.92797006548176,21.000935453695043,6.7820392890551915,0.0,388,36047016700
930,1073,500,573,464,212,11,1.95,53.40167753960857,43.24324324324324,19.757688723205966,1.0251630941286114,211,36047003100
931,1631,668,963,626,92,0,2.07,59.04353157572042,38.381361128142245,5.6407112201103615,0.0,266,36047004300
932,1084,680,404,294,49,0,2.57,37.269372693726936,27.121771217712176,4.520295202952029,0.0,148,36047005100
933,1698,788,910,562,69,0,2.1,53.592461719670204,33.09776207302709,4.063604240282685,0.0,241,36047006900
934,704,391,313,294,136,0,2.79,44.46022727272727,41.76136363636363,19.318181818181817,0.0,273,36047044800
935,138,99,39,34,12,4,3.89,28.26086956521739,24.637681159420293,8.695652173913043,2.898550724637681,13,36047045000
936,519,329,190,140,64,36,2.91,36.60886319845857,26.97495183044316,12.33140655105973,6.9364161849710975,70,36047045800
937,887,626,261,252,85,0,3.22,29.4250281848929,28.410372040586246,9.582863585118377,0.0,400,36047044000
938,1382,677,705,380,178,89,3.04,51.01302460202605,27.496382054992765,12.879884225759769,6.439942112879884,807,36047042100
939,1112,578,534,172,18,0,2.78,48.02158273381295,15.467625899280577,1.618705035971223,0.0,407,36047042500
940,1480,1062,418,373,167,26,2.92,28.243243243243242,25.2027027027027,11.283783783783784,1.7567567567567568,1095,36047043200
941,782,370,412,255,33,0,2.41,52.685421994884905,32.608695652173914,4.219948849104859,0.0,295,36047044700
942,761,545,216,212,123,0,3.11,28.383705650459923,27.8580814717477,16.16294349540079,0.0,599,36047045600
943,1319,576,743,732,282,18,1.91,56.33055344958302,55.49658832448825,21.37983320697498,1.3646702047005308,189,36047092200
944,1302,895,407,394,162,67,2.4,31.259600614439325,30.261136712749614,12.442396313364055,5.145929339477727,158,36047094402
945,654,466,188,180,62,37,2.7,28.74617737003058,27.522935779816514,9.480122324159021,5.657492354740061,268,36047096400
946,530,447,83,60,23,20,3.37,15.660377358490566,11.320754716981133,4.339622641509433,3.7735849056603774,447,36047101600
947,832,569,263,252,87,0,2.82,31.610576923076923,30.288461538461537,10.45673076923077,0.0,191,36047101800
948,671,534,137,130,40,6,3.46,20.417287630402384,19.374068554396423,5.961251862891207,0.8941877794336811,237,36047102000
949,1867,935,932,817,339,0,2.2,49.9196572040707,43.76004284949116,18.157471880021426,0.0,549,36047107800
950,1739,1079,660,650,183,67,2.3,37.95284646348476,37.37780333525014,10.523289246693503,3.8527889591719378,142,36047110600
951,2161,1580,581,540,209,42,2.86,26.88570106432207,24.988431281813973,9.671448403516889,1.9435446552521982,385,36047038200
952,1131,554,577,395,76,21,2.65,51.01679929266136,34.92484526967286,6.71971706454465,1.8567639257294428,540,36047038900
953,1243,921,322,293,41,23,2.73,25.905068382944492,23.572003218020917,3.2984714400643607,1.850362027353178,753,36047043400
954,1477,1030,447,233,57,63,3.32,30.264048747461068,15.775220040622884,3.859174001354096,4.265402843601896,1009,36047043500
955,1172,692,480,323,55,20,2.55,40.955631399317404,27.559726962457336,4.692832764505119,1.7064846416382253,390,36047031100
956,1963,1348,615,531,313,20,2.6,31.329597554763115,27.050433010697912,15.944982170147734,1.0188487009679064,683,36047031400
957,1101,591,510,407,99,10,2.39,46.321525885558586,36.96639418710264,8.991825613079019,0.9082652134423252,401,36047034100
958,907,699,208,179,37,35,3.15,22.932745314222714,19.735391400220507,4.0793825799338475,3.8588754134509373,303,36047118201
959,2028,980,1048,799,158,33,2.5,51.67652859960552,39.39842209072978,7.790927021696252,1.6272189349112427,587,36047035300
960,666,549,117,109,85,10,3.45,17.56756756756757,16.366366366366368,12.762762762762764,1.5015015015015014,58,36047064600
961,547,438,109,109,85,0,2.72,19.926873857404022,19.926873857404022,15.539305301645337,0.0,63,36047065400
962,1358,1030,328,309,73,29,3.34,24.153166421207658,22.754050073637703,5.375552282768778,2.1354933726067746,786,36047095600
963,0,0,0,0,0,0,-666666666,,,,,0,36047096000
964,974,798,176,133,58,47,3.04,18.069815195071868,13.655030800821354,5.95482546201232,4.825462012320329,411,36047098600
965,935,762,173,154,55,43,3.07,18.502673796791445,16.470588235294116,5.88235294117647,4.598930481283422,331,36047102600
966,1737,1041,696,678,211,77,2.39,40.06908462867012,39.03281519861831,12.147380541162924,4.4329303396660915,23,36047103400
967,885,574,311,288,44,0,2.22,35.14124293785311,32.54237288135593,4.971751412429379,0.0,53,36047107000
968,558,368,190,171,13,0,3.02,34.05017921146953,30.64516129032258,2.3297491039426523,0.0,342,36047114201
969,1375,748,627,448,83,38,2.39,45.6,32.581818181818186,6.036363636363636,2.7636363636363637,221,36047004100
970,1071,292,779,722,566,0,1.53,72.73576097105509,67.41363211951447,52.847805788982264,0.0,103,36047005201
971,1390,571,819,700,313,8,1.77,58.92086330935252,50.35971223021583,22.51798561151079,0.5755395683453237,221,36047005601
972,869,304,565,447,124,25,1.84,65.01726121979287,51.43843498273878,14.2692750287687,2.8768699654775602,179,36047005602
973,1374,774,600,496,123,0,2.25,43.66812227074236,36.098981077147016,8.951965065502183,0.0,533,36047005800
974,556,230,326,168,48,23,2.21,58.63309352517986,30.215827338129497,8.633093525179856,4.136690647482014,54,36047005900
975,1321,774,547,466,214,0,2.32,41.40802422407267,35.27630582891749,16.1998485995458,0.0,296,36047006400
976,1492,1198,294,205,116,143,3.51,19.70509383378016,13.739946380697052,7.774798927613941,9.584450402144771,2016,36047009400
977,1515,1199,316,228,51,144,3.54,20.85808580858086,15.049504950495049,3.3663366336633667,9.504950495049505,2451,36047010400
978,1689,1134,555,426,125,8,2.96,32.859680284191825,25.22202486678508,7.400828892835998,0.4736530491415038,739,36047013000
979,681,475,206,168,76,12,3.23,30.2496328928047,24.669603524229075,11.16005873715125,1.762114537444934,490,36047013200
980,854,663,191,171,84,2,2.82,22.365339578454332,20.02341920374707,9.836065573770492,0.234192037470726,379,36047020600
981,1336,993,343,286,74,95,3.11,25.673652694610777,21.407185628742514,5.538922155688622,7.110778443113773,1302,36047021000
982,1078,834,244,203,121,12,3.66,22.634508348794064,18.83116883116883,11.224489795918368,1.1131725417439702,253,36047022200
983,1645,716,929,597,94,11,2.2,56.474164133738604,36.29179331306991,5.714285714285714,0.668693009118541,315,36047022700
984,935,785,150,115,79,0,4.46,16.0427807486631,12.299465240641712,8.449197860962567,0.0,367,36047023000
985,803,651,152,131,71,37,3.42,18.929016189290163,16.313823163138235,8.84184308841843,4.60772104607721,771,36047024800
986,1869,1326,543,486,135,35,2.63,29.052969502407706,26.003210272873194,7.223113964686998,1.8726591760299627,1145,36047025200
987,650,397,253,135,59,43,3.01,38.92307692307692,20.76923076923077,9.076923076923077,6.615384615384616,293,36047025700
988,812,676,136,113,63,0,3.14,16.748768472906402,13.916256157635468,7.758620689655173,0.0,606,36047026200
989,1830,802,1028,715,247,9,2.18,56.17486338797815,39.07103825136612,13.497267759562842,0.49180327868852464,276,36047026700
990,1945,826,1119,667,276,96,2.17,57.53213367609254,34.29305912596401,14.190231362467868,4.93573264781491,641,36047051100
991,1106,442,664,360,33,0,2.07,60.03616636528029,32.5497287522604,2.9837251356238697,0.0,318,36047051500
992,2383,1584,799,417,150,40,2.71,33.52916491817037,17.498950902224088,6.294586655476291,1.6785564414603442,834,36047052700
993,957,819,138,96,56,0,3.8,14.420062695924765,10.031347962382444,5.851619644723093,0.0,184,36047052900
994,1633,1048,585,446,75,0,3.32,35.82363747703613,27.311696264543784,4.5927740355174524,0.0,425,36047054700
995,1261,785,476,394,146,20,2.89,37.74781919111816,31.245043616177636,11.578112609040444,1.5860428231562251,532,36047055600
996,959,685,274,225,89,0,2.63,28.57142857142857,23.46193952033368,9.280500521376434,0.0,182,36047056400
997,1411,828,583,547,305,38,2.37,41.31821403260099,38.76683203401843,21.615875265768956,2.6931254429482636,228,36047057000
998,478,185,293,140,24,15,2.07,61.29707112970711,29.288702928870293,5.02092050209205,3.1380753138075312,245,36047057900
999,1418,917,501,470,185,51,2.41,35.33145275035261,33.14527503526093,13.046544428772918,3.596614950634697,398,36047058400
1000,801,679,122,107,54,34,3.62,15.23096129837703,13.358302122347066,6.741573033707865,4.2446941323345815,498,36047058600
1001,361,264,97,82,19,0,3.35,26.869806094182824,22.71468144044321,5.263157894736842,0.0,314,36047000200
1002,1775,946,829,614,132,11,2.24,46.70422535211268,34.59154929577465,7.436619718309859,0.6197183098591549,258,36047000700
1003,1496,1102,394,272,72,21,3.14,26.336898395721924,18.181818181818183,4.81283422459893,1.4037433155080214,1699,36081023800
1004,824,659,165,97,39,6,3.88,20.024271844660195,11.771844660194175,4.733009708737864,0.7281553398058253,710,36081019800
1005,1832,921,911,803,216,9,2.19,49.72707423580786,43.83187772925764,11.790393013100436,0.49126637554585156,649,36081021600
1006,0,0,0,0,0,0,-666666666,,,,,0,36081021900
1007,2078,1424,654,508,135,22,2.94,31.472569778633304,24.446583253128008,6.496631376323387,1.0587102983638113,1521,36081024000
1008,0,0,0,0,0,0,-666666666,,,,,0,36081024600
1009,495,314,181,137,54,64,2.96,36.56565656565657,27.67676767676768,10.909090909090908,12.929292929292929,746,36081024700
1010,545,306,239,158,51,41,2.81,43.853211009174316,28.990825688073397,9.357798165137615,7.522935779816514,542,36081025700
1011,703,538,165,137,30,11,3.38,23.470839260312946,19.487908961593174,4.267425320056899,1.5647226173541962,327,36081026000
1012,2296,1496,800,685,213,146,2.89,34.84320557491289,29.834494773519165,9.277003484320558,6.358885017421604,3504,36081026100
1013,2406,1524,882,747,334,98,2.58,36.65835411471321,31.047381546134662,13.881961762261014,4.073150457190358,2318,36081027900
1014,479,343,136,124,32,22,3.67,28.39248434237996,25.887265135699373,6.6805845511482245,4.592901878914405,250,36081028000
1015,2676,1426,1250,911,345,31,2.33,46.71150971599402,34.04334828101644,12.892376681614351,1.1584454409566518,1907,36081028700
1016,845,737,108,108,41,47,3.93,12.781065088757396,12.781065088757396,4.85207100591716,5.562130177514793,663,36081032900
1017,716,512,204,137,116,37,3.58,28.49162011173184,19.134078212290504,16.201117318435752,5.167597765363128,760,36081035300
1018,933,790,143,85,44,12,4.44,15.326902465166132,9.110396570203644,4.715969989281887,1.2861736334405145,1679,36081037500
1019,741,621,120,90,24,14,3.87,16.194331983805668,12.145748987854251,3.2388663967611335,1.8893387314439947,1004,36081044800
1020,4726,3734,992,857,410,366,3.15,20.990266610241218,18.133728311468474,8.6754126110876,7.744392721117224,3530,36081045500
1021,1380,904,476,376,108,10,2.92,34.492753623188406,27.246376811594203,7.82608695652174,0.7246376811594203,1267,36081047500
1022,422,343,79,73,37,53,3.48,18.72037914691943,17.298578199052134,8.767772511848342,12.559241706161137,545,36081048900
1023,1335,984,351,257,100,0,3.12,26.29213483146067,19.250936329588015,7.490636704119851,0.0,653,36081050700
1024,426,283,143,140,57,25,3.1,33.568075117370896,32.863849765258216,13.380281690140844,5.868544600938967,130,36081052800
1025,416,321,95,59,14,0,3.11,22.83653846153846,14.182692307692307,3.3653846153846154,0.0,337,36081053500
1026,453,351,102,87,40,21,3.21,22.516556291390728,19.205298013245034,8.830022075055188,4.635761589403973,184,36081090700
1027,0,0,0,0,0,0,-666666666,,,,,0,36081091602
1028,1570,1144,426,267,110,115,3.15,27.133757961783438,17.00636942675159,7.006369426751593,7.32484076433121,1432,36081091900
1029,718,590,128,101,50,17,3.1,17.827298050139277,14.066852367688023,6.963788300835655,2.3676880222841223,396,36081094700
1030,1392,950,442,421,137,0,2.9,31.752873563218394,30.24425287356322,9.841954022988505,0.0,589,36081099200
1031,3325,2095,1230,1169,525,177,3.11,36.99248120300752,35.1578947368421,15.789473684210526,5.323308270676692,1033,36081101001
1032,1087,251,836,712,106,0,1.47,76.90892364305428,65.50137994480221,9.751609935602575,0.0,234,36061009200
1033,571,137,434,349,174,0,1.59,76.00700525394045,61.12084063047285,30.472854640980735,0.0,213,36061010400
1034,990,10,980,944,341,0,1.11,98.98989898989899,95.35353535353536,34.44444444444444,0.0,95,36061011900
1035,5483,2222,3261,2710,434,0,1.98,59.47474010578151,49.42549699069853,7.915374794820354,0.0,1572,36061013200
1036,6933,2317,4616,4168,970,0,1.74,66.58012404442522,60.11827491706332,13.991057262368384,0.0,1183,36061013400
1037,8235,3592,4643,3676,1484,0,1.94,56.381299332119006,44.63873709775349,18.02064359441409,0.0,1480,36061013600
1038,3787,1491,2296,1958,698,0,1.83,60.62846580406654,51.70319514127277,18.431476102455772,0.0,545,36061014402
1039,1516,825,691,601,325,0,2.07,45.58047493403694,39.64379947229551,21.437994722955146,0.0,209,36061014801
1040,5358,1933,3425,2882,695,0,1.75,63.92310563643151,53.78872713699141,12.971257932064203,0.0,1645,36061015700
1041,2478,1324,1154,967,245,0,1.96,46.56981436642453,39.023405972558514,9.887005649717514,0.0,439,36061015801
1042,3443,1191,2252,1829,525,0,1.8,65.40807435376126,53.12227708393843,15.248329944815566,0.0,618,36061016100
1043,3047,1663,1384,1172,406,136,2.39,45.42172628815228,38.46406301279948,13.324581555628487,4.463406629471612,1133,36061016400
1044,1629,591,1038,862,499,21,2.13,63.72007366482505,52.9158993247391,30.632289748311848,1.289134438305709,743,36061019600
1045,3104,1877,1227,1086,238,52,2.64,39.52963917525773,34.98711340206185,7.667525773195877,1.675257731958763,938,36061018000
1046,2533,1014,1519,1245,583,0,1.85,59.96841689696013,49.151204105803394,23.016186340307936,0.0,686,36061018500
1047,1555,809,746,581,187,0,2.25,47.97427652733119,37.363344051446944,12.02572347266881,0.0,256,36061019000
1048,2872,1945,927,725,201,55,2.65,32.27715877437326,25.24373259052925,6.9986072423398324,1.915041782729805,662,36061022400
1049,3969,1630,2339,1479,559,28,2.39,58.93172083648274,37.26379440665155,14.084152179390275,0.7054673721340388,1443,36061019300
1050,2602,1240,1362,1214,350,53,2.4,52.34435049961568,46.656418139892395,13.45119139123751,2.0368946963873946,907,36061019400
1051,2548,675,1873,1705,786,0,1.6,73.50863422291994,66.91522762951334,30.847723704866564,0.0,317,36061021200
1052,3298,1936,1362,1092,226,115,2.7,41.29775621588841,33.110976349302604,6.852637962401456,3.4869617950272893,1482,36061023200
1053,1215,649,566,397,214,83,2.63,46.584362139917694,32.67489711934156,17.613168724279834,6.831275720164609,771,36061023900
1054,3365,1610,1755,1351,736,60,2.43,52.15453194650818,40.14858841010401,21.87221396731055,1.7830609212481425,2018,36061024100
1055,3076,2097,979,863,295,27,2.88,31.82704811443433,28.055916775032507,9.59037711313394,0.8777633289986996,2360,36061029300
1056,0,0,0,0,0,0,-666666666,,,,,5,36061029700
1057,1119,401,718,451,161,0,2.29,64.1644325290438,40.303842716711344,14.387846291331547,0.0,280,36061019702
1058,1771,1492,279,234,100,79,4.02,15.753811405985319,13.2128740824393,5.646527385657821,4.4607566346696785,1260,36087011504
1059,1231,910,321,236,55,0,3.03,26.07636068237206,19.17140536149472,4.467912266450041,0.0,1172,36087010703
1060,1554,1233,321,278,143,4,3.12,20.656370656370658,17.88931788931789,9.202059202059203,0.2574002574002574,107,36087010901
1061,1087,800,287,227,100,16,2.86,26.402943882244713,20.883164673413063,9.19963201471941,1.4719411223551058,244,36087011700
1062,779,582,197,132,53,0,2.93,25.288831835686775,16.944801026957638,6.8035943517329915,0.0,76,36087010503
1063,2116,1504,612,524,303,26,3.11,28.92249527410208,24.763705103969755,14.319470699432893,1.2287334593572778,1088,36087010602
1064,1458,1064,394,348,88,0,2.78,27.023319615912207,23.868312757201647,6.035665294924554,0.0,436,36087010902
1065,1997,1831,166,132,72,12,3.89,8.312468703054583,6.609914872308463,3.6054081121682526,0.6009013520280421,228,36087011501
1066,295,222,73,55,22,6,3.37,24.74576271186441,18.64406779661017,7.457627118644068,2.0338983050847457,155,36087011800
1067,1732,1682,50,50,8,13,5.5,2.886836027713626,2.886836027713626,0.4618937644341801,0.7505773672055427,380,36087012102
1068,1028,632,396,376,301,10,2.29,38.52140077821012,36.57587548638132,29.28015564202335,0.9727626459143969,69,36087013003
1069,1532,1102,430,360,210,0,2.94,28.067885117493475,23.49869451697128,13.707571801566578,0.0,259,36087010200
1070,2448,1320,1128,959,494,73,2.54,46.07843137254902,39.17483660130719,20.179738562091504,2.9820261437908497,535,36087011102
1071,2277,1784,493,392,280,52,2.85,21.651295564339044,17.215634606938952,12.296881862099253,2.2837066315327186,131,36087011200
1072,1737,1361,376,351,223,0,2.95,21.646516983304547,20.207253886010363,12.838226827864133,0.0,460,36087011603
1073,1300,1042,258,244,110,0,2.94,19.846153846153847,18.76923076923077,8.461538461538462,0.0,120,36087010804
1074,2218,1467,751,619,376,0,2.56,33.85933273219116,27.908025247971146,16.952209197475206,0.0,410,36087011303
1075,1378,1160,218,180,93,0,3.08,15.820029027576195,13.062409288824384,6.748911465892599,0.0,70,36087011401
1076,1182,1106,76,53,53,0,5.22,6.429780033840947,4.483925549915398,4.483925549915398,0.0,415,36087012101
1077,1289,1151,138,128,96,22,3.95,10.705973622963539,9.930178432893715,7.447633824670287,1.7067494181536074,331,36087012501
1078,2340,1927,413,397,230,32,2.82,17.64957264957265,16.965811965811966,9.82905982905983,1.3675213675213675,192,36087012800
1079,1184,652,532,435,92,0,2.14,44.932432432432435,36.73986486486486,7.77027027027027,0.0,90,36087013300
1080,2648,1787,861,699,221,0,2.6,32.51510574018127,26.397280966767372,8.345921450151057,0.0,813,36087010502
1081,1171,895,276,184,93,17,3.33,23.569598633646454,15.713065755764305,7.941929974380871,1.4517506404782237,426,36087010601
1082,1286,862,424,361,180,63,3.37,32.97045101088647,28.071539657853812,13.996889580093313,4.89891135303266,517,36087010701
1083,1755,1340,415,377,245,19,2.75,23.646723646723647,21.48148148148148,13.96011396011396,1.0826210826210827,174,36087010102
1084,1929,1455,474,425,318,50,2.75,24.57231726283048,22.032141005702435,16.485225505443236,2.5920165889061693,213,36087010803
1085,2394,1627,767,565,291,61,3.19,32.03842940685046,23.60066833751044,12.155388471177945,2.5480367585630743,1575,36087011301
1086,1870,1648,222,222,103,37,3.92,11.871657754010695,11.871657754010695,5.508021390374331,1.9786096256684493,325,36087011502
1087,1769,1003,766,725,296,23,2.11,43.301300169587336,40.98360655737705,16.732617297908423,1.3001695873374788,96,36087012000
1088,2107,1492,615,587,245,45,3.01,29.188419553868062,27.85951589938301,11.627906976744185,2.1357380161366875,1510,36087012202
1089,2931,1287,1644,1274,479,63,2.14,56.09007164790174,43.466393722279086,16.342545206414194,2.1494370522006143,872,36087013100
1090,1163,686,477,353,131,7,2.43,41.0146173688736,30.352536543422183,11.263972484952708,0.6018916595012898,242,36087013200
1091,1929,1568,361,242,56,7,3.11,18.71435977190254,12.545360290305856,2.903058579574909,0.36288232244686364,200,36087010101
1092,1519,1330,189,147,57,34,3.41,12.442396313364055,9.67741935483871,3.7524687294272545,2.238314680710994,235,36087010501
1093,464,351,113,93,61,24,3.04,24.353448275862068,20.04310344827586,13.14655172413793,5.172413793103448,214,36081072900
1094,784,568,216,193,115,0,2.55,27.55102040816326,24.617346938775512,14.668367346938776,0.0,53,36087011000
1095,967,714,253,184,94,0,2.56,26.163391933815927,19.027921406411583,9.720785935884178,0.0,233,36081070700
1096,1045,614,431,352,106,0,2.61,41.24401913875598,33.68421052631579,10.143540669856458,0.0,377,36081070900
1097,959,458,501,425,122,19,2.49,52.24191866527633,44.316996871741395,12.721584984358708,1.981230448383733,245,36081077500
1098,679,483,196,144,72,98,3.55,28.865979381443296,21.207658321060382,10.603829160530191,14.432989690721648,432,36081079200
1099,0,0,0,0,0,0,-666666666,,,,,0,36081079300
1100,1130,873,257,210,99,74,3.43,22.74336283185841,18.58407079646018,8.761061946902656,6.548672566371681,1280,36081080301
1101,780,563,217,181,75,0,2.61,27.82051282051282,23.205128205128204,9.615384615384617,0.0,578,36081086100
1102,794,646,148,131,24,62,3.43,18.639798488664987,16.49874055415617,3.022670025188917,7.8085642317380355,554,36081086400
1103,1238,1091,147,129,101,10,2.83,11.873990306946688,10.420032310177705,8.15831987075929,0.8077544426494345,56,36081092800
1104,1622,1300,322,225,127,84,3.17,19.852034525277436,13.871763255240444,7.829839704069051,5.178791615289765,753,36081093900
1105,1163,970,193,193,113,0,3.23,16.59501289767842,16.59501289767842,9.716251074806536,0.0,415,36081094500
1106,834,586,248,209,100,3,2.83,29.73621103117506,25.059952038369303,11.990407673860911,0.3597122302158274,95,36081098700
1107,0,0,0,0,0,0,-666666666,,,,,0,36081099900
1108,784,590,194,165,81,45,3.22,24.744897959183675,21.04591836734694,10.331632653061225,5.7397959183673475,190,36081111300
1109,825,677,148,102,83,17,3.08,17.939393939393938,12.363636363636363,10.06060606060606,2.0606060606060606,211,36081114100
1110,673,534,139,106,54,44,3.36,20.65378900445765,15.75037147102526,8.023774145616642,6.537890044576524,663,36081115500
1111,1232,860,372,284,185,47,2.66,30.1948051948052,23.051948051948052,15.016233766233766,3.8149350649350646,951,36081115700
1112,675,519,156,116,36,34,3.16,23.11111111111111,17.185185185185183,5.333333333333334,5.037037037037037,800,36081118500
1113,744,556,188,143,60,39,3.22,25.268817204301076,19.22043010752688,8.064516129032258,5.241935483870968,794,36081118700
1114,410,359,51,43,24,38,3.29,12.439024390243903,10.487804878048781,5.853658536585367,9.268292682926829,260,36081119500
1115,4443,3111,1332,1219,481,36,2.72,29.9797434166104,27.436416835471526,10.8260184559982,0.8102633355840648,1535,36081122701
1116,0,0,0,0,0,0,-666666666,,,,,0,36081128300
1117,1479,1243,236,220,110,62,3.22,15.956727518593643,14.874915483434753,7.437457741717377,4.192021636240703,748,36081138501
1118,1169,930,239,172,141,80,3,20.444824636441403,14.713430282292558,12.061591103507272,6.8434559452523525,552,36081142900
1119,734,647,87,70,48,0,3.14,11.852861035422343,9.536784741144414,6.539509536784741,0.0,344,36081143500
1120,406,324,82,72,49,7,2.96,20.19704433497537,17.733990147783253,12.068965517241379,1.7241379310344827,215,36081145101
1121,1271,612,659,564,103,0,2.07,51.84893784421715,44.374508261211645,8.103855232100708,0.0,490,36081146700
1122,416,293,123,117,71,5,3.69,29.567307692307693,28.125,17.067307692307693,1.201923076923077,180,36081027600
1123,530,414,116,92,54,0,3.68,21.88679245283019,17.358490566037734,10.18867924528302,0.0,191,36081028200
1124,3172,1700,1472,1151,362,45,2.39,46.406052963430014,36.28625472887768,11.41235813366961,1.4186633039092056,2602,36081028300
1125,2089,1196,893,731,277,0,2.35,42.747726184777406,34.99281953087602,13.259932982288175,0.0,951,36081028500
1126,2072,1163,909,657,177,75,2.5,43.87065637065637,31.70849420849421,8.542471042471043,3.6196911196911192,1717,36081028900
1127,628,467,161,145,91,0,2.8,25.636942675159236,23.089171974522294,14.490445859872612,0.0,238,36081113300
1128,772,559,213,207,49,6,2.91,27.590673575129532,26.813471502590673,6.347150259067358,0.7772020725388601,0,36081107201
1129,971,649,322,281,115,28,2.64,33.161688980432544,28.939237899073124,11.84346035015448,2.883625128733265,10,36101962200
1130,1789,936,853,637,206,79,2.16,47.68026830631638,35.606484069312465,11.514812744550028,4.415874790385691,14,36101961100
1131,3449,2267,1182,1083,508,10,2.37,34.27080313134242,31.4004059147579,14.728906929544797,0.2899391127863149,545,36101962300
1132,1322,781,541,468,119,5,2.16,40.922844175491676,35.400907715582456,9.001512859304086,0.37821482602118006,61,36101962400
1133,1755,1137,618,517,256,47,2.25,35.21367521367522,29.458689458689456,14.586894586894585,2.678062678062678,10,36101960400
1134,1749,836,913,754,409,17,1.95,52.20125786163522,43.110348770726134,23.38479130931961,0.9719839908519153,64,36101961200
1135,1820,883,937,720,216,10,2.21,51.48351648351648,39.56043956043956,11.868131868131867,0.5494505494505495,476,36081010300
1136,678,234,444,251,66,0,2.11,65.48672566371681,37.02064896755162,9.734513274336283,0.0,149,36081011900
1137,587,389,198,190,46,15,2.56,33.73083475298126,32.36797274275979,7.836456558773425,2.555366269165247,91,36081013500
1138,773,520,253,125,30,7,2.95,32.72962483829237,16.170763260025872,3.8809831824062093,0.9055627425614489,540,36081016100
1139,843,360,483,395,139,29,2.31,57.29537366548043,46.8564650059312,16.488730723606167,3.4400948991696323,160,36081013600
1140,665,359,306,189,41,12,2.68,46.015037593984964,28.421052631578945,6.165413533834586,1.8045112781954888,376,36081014100
1141,881,493,388,287,109,14,2.6,44.04086265607264,32.576617480136214,12.372304199772985,1.5891032917139614,439,36081014500
1142,1731,967,764,749,366,43,2.02,44.13633737723859,43.26978625072213,21.143847487001732,2.484113229347198,558,36081016300
1143,322,253,69,63,27,40,3.76,21.428571428571427,19.565217391304348,8.385093167701864,12.422360248447205,175,36081018000
1144,492,459,33,33,10,0,4.07,6.707317073170732,6.707317073170732,2.0325203252032518,0.0,797,36081020600
1145,1789,1271,518,429,136,57,2.93,28.954723309111234,23.97987702627166,7.602012297372834,3.186137506987144,1005,36081023200
1146,752,631,121,97,18,33,3.87,16.090425531914892,12.898936170212766,2.393617021276596,4.388297872340425,826,36081012601
1147,634,493,141,127,31,0,3.43,22.239747634069403,20.031545741324923,4.889589905362776,0.0,337,36081013200
1148,862,603,259,253,162,63,2.64,30.046403712296982,29.350348027842227,18.793503480278424,7.308584686774942,378,36047064200
1149,640,515,125,47,14,80,3.58,19.53125,7.34375,2.1875,12.5,506,36047068000
1150,651,485,166,160,81,7,2.81,25.49923195084485,24.577572964669738,12.442396313364055,1.0752688172043012,184,36047072400
1151,1521,950,571,519,250,85,2.51,37.54109138724523,34.12228796844182,16.43655489809336,5.588428665351743,388,36047072800
1152,853,616,237,203,66,0,3.17,27.784290738569755,23.798358733880423,7.737397420867527,0.0,307,36047075000
1153,1062,697,365,310,169,11,2.93,34.36911487758945,29.19020715630885,15.913370998116761,1.0357815442561207,285,36047076000
1154,933,646,287,255,118,8,2.73,30.760986066452308,27.331189710610932,12.64737406216506,0.857449088960343,581,36047081600
1155,1365,884,481,403,97,26,2.92,35.23809523809524,29.523809523809526,7.106227106227106,1.9047619047619049,765,36047082800
