,total_housholds,family_housholds,nonfamily_housholds,householder_living_alone,householder_over65_living_alone,grandparents_responsible_for_grandchildren,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid
46,853,742,111,86,66,0,3.44,13.012895662368113,10.082063305978899,7.737397420867527,0.0,72,36103111803
47,1711,1356,355,216,98,0,3.03,20.74810052600818,12.624196376388078,5.727644652250146,0.0,313,36103112001
48,1385,1233,152,113,77,0,3.32,10.974729241877256,8.158844765342959,5.55956678700361,0.0,119,36103112211
49,1549,1478,71,65,46,0,3.49,4.583602324080052,4.196255648805681,2.9696578437701744,0.0,159,36103112213
50,1418,1023,395,296,96,53,2.74,27.856135401974612,20.87447108603667,6.770098730606488,3.7376586741889986,200,36103159204
51,1551,1141,410,363,115,11,3.06,26.434558349451965,23.404255319148938,7.414571244358478,0.7092198581560284,203,36103159406
52,2528,1936,592,349,122,197,3.44,23.417721518987342,13.805379746835442,4.825949367088608,7.792721518987341,573,36103159505
53,1802,1062,740,613,377,0,2.34,41.06548279689235,34.01775804661487,20.921198668146506,0.0,164,36103147901
54,1289,990,299,212,69,15,3.42,23.196276183087665,16.446858029480218,5.352986811481769,1.1636927851047323,407,36103158103
55,504,397,107,103,67,18,2.92,21.23015873015873,20.436507936507937,13.293650793650794,3.571428571428571,54,36103158203
56,1626,1155,471,376,102,17,3.05,28.96678966789668,23.124231242312423,6.273062730627306,1.045510455104551,352,36103158309
57,1395,1134,261,129,75,22,3.15,18.70967741935484,9.247311827956988,5.376344086021505,1.5770609318996418,97,36103158402
58,812,479,333,292,91,10,2.53,41.00985221674877,35.960591133004925,11.206896551724139,1.2315270935960592,61,36103158403
59,1561,1231,330,233,109,0,3.18,21.14029468289558,14.92632927610506,6.982703395259449,0.0,292,36103158509
60,1498,1290,208,164,37,32,3.35,13.885180240320427,10.947930574098798,2.469959946595461,2.1361815754339117,174,36103158605
61,3607,2048,1559,1402,665,55,2.47,43.22151372331577,38.868866093706686,18.436373717771,1.524812863875797,793,36103158704
62,1197,980,217,167,53,13,3.01,18.128654970760234,13.951545530492899,4.427736006683375,1.086048454469507,83,36103158710
63,2587,1786,801,625,302,46,2.79,30.962504831851568,24.159257827599536,11.673753382296095,1.778121376111326,785,36103159105
64,2478,1691,787,660,90,28,2.68,31.75948345439871,26.634382566585955,3.631961259079903,1.1299435028248588,599,36103159404
65,1224,963,261,197,49,74,3.25,21.323529411764707,16.094771241830067,4.003267973856209,6.045751633986928,309,36103159408
66,1309,840,469,422,249,0,2.49,35.82887700534759,32.23834988540871,19.022154316271962,0.0,473,36103201003
67,2628,1900,728,536,391,0,2.45,27.701674277016743,20.395738203957382,14.878234398782345,0.0,161,36103170201
68,2609,2250,359,323,107,115,3.52,13.760061326178613,12.38022230739747,4.101188194710617,4.407819087773094,822,36103159506
69,2759,2371,388,352,195,94,2.98,14.063066328379847,12.758245741210583,7.067778180500181,3.40703153316419,244,36103169701
70,1012,630,382,321,150,4,2.47,37.74703557312253,31.719367588932805,14.82213438735178,0.3952569169960474,209,36103190502
71,1770,1034,736,588,206,19,2.4,41.5819209039548,33.220338983050844,11.638418079096045,1.0734463276836157,468,36029005600
72,0,0,0,0,0,0,-666666666,,,,,142,36029006201
73,2224,1151,1073,993,400,45,1.94,48.24640287769784,44.64928057553957,17.985611510791365,2.023381294964029,87,36029007700
74,2570,1233,1337,1294,1080,12,1.9,52.02334630350195,50.35019455252918,42.023346303501945,0.4669260700389105,304,36029009008
75,2584,2042,542,378,253,0,2.66,20.975232198142415,14.628482972136222,9.791021671826625,0.0,179,36029009113
76,2229,1420,809,560,162,27,2.42,36.29430237774787,25.123373710183937,7.267833109017497,1.2113055181695829,898,36029009301
77,1267,838,429,364,155,0,2.36,33.859510655090766,28.7292817679558,12.233622730860299,0.0,65,36029009701
78,1416,1064,352,322,189,36,2.4,24.858757062146893,22.74011299435028,13.347457627118645,2.5423728813559325,8,36029012002
79,1309,673,636,579,231,48,2.25,48.586707410236826,44.232238349885414,17.647058823529413,3.6669213139801378,174,36029012300
80,2050,1247,803,724,262,50,2.34,39.170731707317074,35.3170731707317,12.78048780487805,2.4390243902439024,25,36029000600
81,1094,700,394,240,88,0,2.34,36.0146252285192,21.937842778793417,8.043875685557587,0.0,93,36029000900
82,1218,689,529,495,197,29,2.19,43.43185550082102,40.64039408866995,16.174055829228244,2.380952380952381,0,36029003400
83,1108,788,320,258,44,99,2.79,28.880866425992778,23.28519855595668,3.9711191335740073,8.935018050541517,7,36029003800
84,2481,1369,1112,754,205,99,2.32,44.82063683998388,30.390971382507054,8.26279725916969,3.990326481257558,334,36029004700
85,1086,385,701,442,79,28,2.05,64.548802946593,40.699815837937386,7.274401473296501,2.578268876611418,64,36029005000
86,1854,895,959,716,157,24,2.13,51.7259978425027,38.61920172599784,8.468176914778857,1.2944983818770228,141,36029005400
87,3114,1504,1610,1076,22,18,2.07,51.70199100834939,34.55362877328195,0.7064868336544637,0.5780346820809248,1070,36047055500
88,1049,371,678,376,65,24,2.11,64.63298379408961,35.843660629170635,6.196377502383222,2.2878932316491896,283,36047055700
89,789,252,537,335,55,0,1.94,68.06083650190115,42.458808618504435,6.970849176172369,0.0,238,36047056900
90,2307,1630,677,677,325,62,2.41,29.34547030775899,29.34547030775899,14.087559601213698,2.6874729085392284,578,36047057200
91,1071,493,578,290,69,0,2.42,53.96825396825397,27.07749766573296,6.442577030812324,0.0,259,36047057300
92,2112,750,1362,1024,161,0,1.85,64.48863636363636,48.484848484848484,7.6231060606060606,0.0,609,36047057500
93,944,661,283,277,150,0,2.98,29.97881355932203,29.343220338983052,15.889830508474576,0.0,818,36047058200
94,1259,846,413,339,142,8,2.69,32.80381254964257,26.92613185067514,11.278792692613186,0.6354249404289118,630,36047059800
95,1574,760,814,652,201,33,2.18,51.715374841168995,41.42312579415502,12.770012706480305,2.096569250317662,918,36047060800
96,617,373,244,196,122,0,2.55,39.546191247974065,31.766612641815232,19.773095623987032,0.0,46,36047063200
97,845,674,171,143,20,27,3.58,20.236686390532544,16.923076923076923,2.366863905325444,3.195266272189349,203,36047064400
98,716,502,214,202,107,53,2.78,29.88826815642458,28.212290502793298,14.94413407821229,7.402234636871509,166,36047065800
99,710,557,153,126,93,19,3.23,21.549295774647888,17.74647887323944,13.098591549295774,2.676056338028169,80,36047066000
100,948,679,269,232,118,11,3.06,28.375527426160335,24.47257383966245,12.447257383966246,1.160337552742616,355,36047067000
101,630,507,123,91,34,5,3.54,19.523809523809526,14.444444444444443,5.396825396825397,0.7936507936507936,157,36047069000
102,811,719,92,78,28,40,3.7,11.344019728729963,9.617755856966708,3.45252774352651,4.932182490752158,378,36047069200
103,2184,1384,800,748,316,13,2.28,36.63003663003663,34.24908424908425,14.46886446886447,0.5952380952380952,747,36047035900
104,1661,847,814,781,577,18,1.86,49.00662251655629,47.019867549668874,34.73810957254666,1.0836845273931366,622,36047036001
105,1126,559,567,508,219,21,2.42,50.35523978685613,45.11545293072824,19.449378330373,1.8650088809946712,408,36047036100
106,1695,1061,634,623,254,147,2.55,37.40412979351033,36.75516224188791,14.985250737463126,8.672566371681416,654,36047036300
107,1913,1697,216,185,130,20,3.28,11.291165708311553,9.67067433350758,6.7956089911134345,1.0454783063251438,525,36059519200
108,1199,1032,167,145,93,0,2.79,13.928273561301086,12.093411175979982,7.756463719766472,0.0,142,36059519703
109,811,631,180,142,89,0,3.13,22.19482120838471,17.50924784217016,10.974106041923552,0.0,169,36059519801
110,1438,1148,290,235,148,9,3.02,20.166898470097358,16.342141863699585,10.292072322670375,0.6258692628650904,231,36059520002
111,1253,1018,235,179,118,23,3.09,18.754988028731045,14.285714285714285,9.417398244213887,1.8355945730247407,54,36059520800
112,962,758,204,142,67,21,3.17,21.205821205821206,14.760914760914762,6.964656964656965,2.182952182952183,21,36059521200
113,1594,1298,296,254,241,0,3.02,18.569636135508155,15.934755332496863,15.119196988707653,0.0,92,36059521700
114,1217,1032,185,146,99,32,3.16,15.201314708299096,11.99671322925226,8.134757600657354,2.629416598192276,174,36059521801
115,3419,1386,2033,1937,1124,0,1.77,59.46183094472068,56.65399239543726,32.87510968119333,0.0,699,36059300700
116,1920,1225,695,635,296,5,2.41,36.19791666666667,33.07291666666667,15.416666666666668,0.26041666666666663,268,36059302000
117,1782,1398,384,330,187,9,2.97,21.548821548821547,18.51851851851852,10.493827160493826,0.5050505050505051,190,36059302400
118,1765,1469,296,256,51,0,3.3,16.770538243626063,14.504249291784701,2.8895184135977336,0.0,793,36059303000
119,1243,1068,175,134,98,18,3.46,14.07884151246983,10.780370072405471,7.884151246983105,1.4481094127111827,222,36059303900
120,1379,1157,222,199,111,12,3.13,16.09862218999275,14.430746918056563,8.049311094996375,0.8701957940536621,43,36059404600
121,1464,1268,196,179,48,53,3.86,13.387978142076504,12.226775956284152,3.278688524590164,3.6202185792349724,911,36059404901
122,1445,1162,283,241,144,9,3.36,19.58477508650519,16.67820069204152,9.965397923875432,0.6228373702422145,430,36059406001
123,2308,1778,530,434,235,66,2.93,22.96360485268631,18.80415944540728,10.181975736568457,2.859618717504333,504,36059518501
124,2669,1444,1225,1141,579,18,2.29,45.89733982765081,42.75009366804046,21.69351817159985,0.674409891345073,334,36059518000
125,1410,1232,178,169,129,31,3.08,12.624113475177303,11.98581560283688,9.148936170212766,2.198581560283688,325,36059518400
126,1398,1102,296,248,188,34,3.08,21.17310443490701,17.739628040057227,13.447782546494993,2.432045779685265,291,36059519400
127,2218,1667,551,497,412,5,2.6,24.84220018034265,22.40757439134355,18.575293056807933,0.2254283137962128,231,36059301000
128,2211,1663,548,465,302,1,2.79,24.78516508367255,21.031207598371775,13.658977838082315,0.045228403437358664,686,36059301200
129,784,726,58,54,47,0,3.49,7.3979591836734695,6.887755102040815,5.994897959183673,0.0,129,36059301700
130,1029,814,215,180,111,35,3.04,20.89407191448008,17.49271137026239,10.787172011661808,3.4013605442176873,289,36059303301
131,805,687,118,114,74,0,3.21,14.658385093167702,14.161490683229813,9.192546583850932,0.0,79,36059303400
132,3094,1904,1190,1065,398,56,2.36,38.46153846153847,34.421460892049126,12.863606981254039,1.809954751131222,935,36059303600
133,1644,1013,631,519,185,0,2.5,38.38199513381995,31.569343065693428,11.253041362530414,0.0,264,36059404500
134,1513,1145,368,340,78,53,3.41,24.322538003965633,22.47191011235955,5.155320555188368,3.502974223397224,2455,36059407201
135,1672,879,793,662,375,0,1.96,47.42822966507177,39.593301435406694,22.42822966507177,0.0,604,36059407301
136,1491,1230,261,243,90,36,3.54,17.50503018108652,16.297786720321934,6.036217303822937,2.414486921529175,460,36059410400
137,1385,1186,199,153,122,38,4.08,14.368231046931406,11.046931407942239,8.808664259927799,2.743682310469314,1127,36059407502
138,2233,1852,381,272,202,0,3.13,17.062248096730855,12.180922525750113,9.046126287505597,0.0,373,36059408800
139,1613,1115,498,442,282,20,2.62,30.87414755114693,27.40235585864848,17.48295102293862,1.2399256044637323,53,36059409700
140,896,510,386,350,184,0,2.06,43.080357142857146,39.0625,20.535714285714285,0.0,27,36065022701
141,2011,933,1078,942,321,0,2.02,53.60517155643958,46.84236698160119,15.96220785678767,0.0,17,36065023200
142,1758,1181,577,533,227,39,2.5,32.821387940841866,30.318543799772467,12.91240045506257,2.218430034129693,10,36065024200
143,2876,1973,903,759,355,9,2.42,31.397774687065365,26.39082058414465,12.343532684283726,0.3129346314325452,123,36065025300
144,799,329,470,432,163,14,2.16,58.82352941176471,54.06758448060075,20.40050062578223,1.7521902377972465,215,36065021000
145,1159,720,439,369,241,46,2.33,37.87748058671268,31.837791199309752,20.79378774805867,3.968938740293356,327,36065021301
146,765,405,360,236,95,42,2.66,47.05882352941176,30.84967320261438,12.418300653594772,5.490196078431373,55,36065021402
147,1559,758,801,710,314,0,2.11,51.37908915971777,45.54201411161001,20.141116100064142,0.0,76,36065022400
148,1247,899,348,319,216,0,2.47,27.906976744186046,25.581395348837212,17.321571772253407,0.0,0,36065024301
149,2153,1488,665,461,167,26,2.5,30.887134231305158,21.411983279145378,7.756618671620993,1.207617278216442,66,36065024900
150,1734,1209,525,452,175,8,2.48,30.276816608996537,26.066897347174162,10.092272202998846,0.461361014994233,67,36065025500
151,2472,1731,741,544,351,33,2.46,29.975728155339805,22.006472491909385,14.199029126213592,1.3349514563106795,12,36065023000
152,1503,867,636,471,207,87,2.66,42.315369261477045,31.3373253493014,13.77245508982036,5.788423153692615,576,36065021302
153,1473,755,718,696,290,26,1.84,48.74405974202308,47.25050916496945,19.687712152070606,1.7651052274270198,69,36065021701
154,1744,1200,544,454,197,15,2.6,31.19266055045872,26.03211009174312,11.295871559633028,0.8600917431192661,4,36065024000
155,2226,1549,677,596,276,0,2.45,30.413297394429474,26.774483378256964,12.398921832884097,0.0,108,36065025400
156,542,379,163,135,48,12,2.6,30.073800738007378,24.907749077490777,8.856088560885608,2.214022140221402,14,36065025800
157,620,269,351,296,143,8,1.98,56.612903225806456,47.74193548387097,23.06451612903226,1.2903225806451613,28,36065021103
158,1048,529,519,441,357,18,1.98,49.52290076335878,42.08015267175573,34.06488549618321,1.717557251908397,65,36065021602
159,1116,502,614,555,228,37,2.12,55.017921146953405,49.73118279569893,20.43010752688172,3.315412186379928,95,36065021702
160,1035,733,302,237,62,0,2.47,29.178743961352655,22.89855072463768,5.990338164251208,0.0,28,36065022100
161,827,508,319,286,167,0,2.28,38.57315598548972,34.582829504232166,20.19347037484885,0.0,28,36065025100
162,1047,661,386,309,147,7,2.3,36.867239732569246,29.512893982808023,14.040114613180515,0.6685768863419294,0,36065025700
163,1841,1217,624,587,277,25,2.47,33.89462248777838,31.884845192829985,15.046170559478544,1.3579576317218904,26,36065023502
164,824,550,274,209,45,19,2.98,33.25242718446602,25.364077669902912,5.461165048543689,2.3058252427184467,421,36065020803
165,1053,680,373,257,105,36,2.49,35.42260208926876,24.406457739791072,9.971509971509972,3.418803418803419,19,36065023300
166,2154,1034,1120,988,637,24,2,51.99628597957289,45.868152274837506,29.57288765088208,1.1142061281337048,47,36065025200
167,395,204,191,154,34,10,2.56,48.35443037974684,38.9873417721519,8.60759493670886,2.5316455696202533,132,36065021101
168,1824,535,1289,802,164,0,2.15,70.66885964912281,43.969298245614034,8.991228070175438,0.0,313,36001001600
169,1081,454,627,432,42,17,2.46,58.0018501387604,39.962997224791856,3.885291396854764,1.572617946345976,603,36001002100
170,743,601,142,126,66,33,2.82,19.11170928667564,16.95827725437416,8.882907133243608,4.441453566621804,78,36001013706
171,592,472,120,86,35,0,2.83,20.27027027027027,14.527027027027026,5.912162162162162,0.0,33,36001013703
172,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0,36003940200
173,1630,934,696,625,241,33,2.08,42.69938650306748,38.34355828220859,14.785276073619633,2.024539877300614,4,36003950700
174,1292,938,354,280,182,39,2.49,27.39938080495356,21.671826625387,14.086687306501547,3.018575851393189,0,36003951000
175,1579,1036,543,456,187,31,2.3,34.3888537048765,28.87903736542115,11.842938568714375,1.9632678910702976,4,36003950500
176,1602,935,667,554,231,28,2.22,41.6354556803995,34.581772784019975,14.41947565543071,1.7478152309612984,39,36003950600
177,1427,996,431,341,152,13,2.55,30.203223545900492,23.896285914505956,10.651716888577436,0.9110021023125439,21,36003950400
178,1945,1335,610,540,295,40,2.45,31.362467866323907,27.76349614395887,15.167095115681233,2.056555269922879,40,36003951200
179,1020,703,317,264,112,11,2.49,31.07843137254902,25.882352941176475,10.980392156862745,1.0784313725490196,38,36003950100
180,1198,684,514,362,146,18,2.19,42.904841402337226,30.217028380634392,12.186978297161936,1.5025041736227045,267,36003950800
181,1676,1150,526,432,239,29,2.23,31.38424821002387,25.775656324582343,14.260143198090692,1.7303102625298328,2,36003951100
182,1619,1007,612,542,302,15,2.24,37.80111179740581,33.47745521927116,18.65348980852378,0.9264978381717109,37,36003950900
183,1574,1025,549,454,190,51,2.48,34.87928843710292,28.843710292249046,12.07115628970775,3.2401524777636594,150,36003950300
184,2255,1654,601,464,192,33,2.7,26.65188470066519,20.57649667405765,8.51441241685144,1.4634146341463417,22,36007012500
185,2030,1484,546,399,158,52,2.61,26.89655172413793,19.655172413793103,7.783251231527094,2.561576354679803,0,36007012701
186,1543,765,778,666,290,0,2.09,50.42125729099157,43.16267012313675,18.79455605962411,0.0,126,36007013800
187,1325,696,629,556,371,16,2.04,47.471698113207545,41.9622641509434,28.000000000000004,1.2075471698113207,192,36007014200
188,1509,894,615,541,355,0,2.06,40.75546719681908,35.85155732273029,23.525513585155732,0.0,7,36007013202
189,1140,740,400,376,167,37,2.96,35.08771929824561,32.98245614035088,14.649122807017545,3.245614035087719,547,36005008900
190,1738,1261,477,409,129,0,2.97,27.445339470655927,23.532796317606444,7.422324510932106,0.0,490,36005009800
191,1402,1113,289,227,60,22,3.21,20.613409415121257,16.191155492154067,4.279600570613409,1.5691868758915835,1003,36005012500
192,1534,892,642,596,137,99,2.73,41.851368970013034,38.85267275097783,8.930899608865712,6.453715775749674,966,36005014900
193,2235,1613,622,530,276,30,3.35,27.829977628635348,23.713646532438478,12.348993288590604,1.342281879194631,2488,36005019700
194,691,417,274,229,61,11,3.01,39.65267727930535,33.140376266280754,8.827785817655572,1.5918958031837915,763,36005022000
195,566,373,193,178,75,8,2.71,34.09893992932862,31.448763250883395,13.250883392226148,1.4134275618374559,354,36005022702
196,464,302,162,128,53,23,2.95,34.91379310344828,27.586206896551722,11.422413793103448,4.956896551724138,368,36005023100
197,1080,725,355,282,55,23,3,32.870370370370374,26.111111111111114,5.092592592592593,2.1296296296296298,1095,36005023501
198,1962,1470,492,483,300,0,2.99,25.076452599388375,24.617737003058103,15.29051987767584,0.0,1097,36005001600
199,28,28,0,0,0,0,4.64,0.0,0.0,0.0,0.0,70,36005002400
200,1802,1598,204,129,74,0,3.19,11.320754716981133,7.158712541620421,4.1065482796892345,0.0,26,36059413400
201,844,731,113,70,52,7,3.11,13.38862559241706,8.293838862559241,6.161137440758294,0.8293838862559242,48,36059415500
202,1138,651,487,432,297,0,2.69,42.79437609841828,37.96133567662566,26.098418277680143,0.0,473,36059517301
203,1915,1590,325,277,162,0,3.17,16.971279373368144,14.464751958224543,8.45953002610966,0.0,151,36059520300
204,1521,1242,279,213,125,23,4.24,18.34319526627219,14.003944773175542,8.21827744904668,1.5121630506245891,1429,36059407102
205,1089,731,358,258,111,0,2.46,32.87419651056015,23.69146005509642,10.192837465564738,0.0,30,36065024303
206,1648,1254,394,374,221,12,2.88,23.90776699029126,22.694174757281555,13.410194174757281,0.7281553398058253,93,36103147702
207,2256,1577,679,614,562,38,3.12,30.097517730496453,27.21631205673759,24.911347517730498,1.6843971631205674,143,36103158115
208,1798,1323,475,410,199,0,2.52,26.418242491657395,22.803114571746384,11.067853170189098,0.0,224,36103158207
209,2308,1771,537,379,129,0,3.08,23.26689774696707,16.421143847487002,5.589254766031196,0.0,105,36103158304
210,1635,666,969,908,670,9,2.11,59.26605504587156,55.535168195718654,40.97859327217125,0.5504587155963303,98,36103158502
211,1163,774,389,286,119,54,3.16,33.44797936371453,24.59157351676698,10.232158211521925,4.643164230438521,253,36103158608
212,1609,1224,385,317,187,27,2.92,23.927905531385953,19.701678060907398,11.622125543816034,1.6780609073958979,28,36103158802
213,1611,1368,243,223,27,59,3.59,15.083798882681565,13.842333954065797,1.675977653631285,3.662321539416512,932,36103159103
214,1972,1426,546,436,96,21,3.14,27.687626774847867,22.10953346855984,4.86815415821501,1.0649087221095335,695,36103159106
215,853,582,271,231,112,25,2.4,31.770222743259087,27.080890973036343,13.130128956623683,2.9308323563892147,75,36103159300
216,2275,1799,476,408,239,0,2.77,20.923076923076923,17.934065934065934,10.505494505494505,0.0,89,36103159601
217,2033,1199,834,733,319,0,2.9,41.02311854402361,36.05509099852435,15.691096901131333,0.0,1424,36103169800
218,829,491,338,273,119,0,2.32,40.77201447527141,32.93124246079614,14.354644149577805,0.0,128,36103170101
219,2117,1208,909,693,355,0,3.13,42.93811998110534,32.735002361832784,16.769012753897027,0.0,1442,36103190401
220,1992,1295,697,447,248,18,2.59,34.98995983935743,22.439759036144576,12.449799196787147,0.9036144578313252,578,36103190707
221,909,715,194,180,106,19,2.62,21.342134213421343,19.801980198019802,11.66116611661166,2.0902090209020905,51,36103110401
222,3024,2008,1016,839,407,0,2.43,33.5978835978836,27.744708994708994,13.458994708994709,0.0,168,36103110600
223,2199,1584,615,556,265,77,3.7,27.967257844474762,25.284220100045474,12.050932241928148,3.5015916325602547,1313,36103111100
224,1505,958,547,525,444,21,2.88,36.34551495016611,34.883720930232556,29.501661129568106,1.3953488372093024,125,36103111503
225,1307,1055,252,252,143,0,3.03,19.28079571537873,19.28079571537873,10.941086457536343,0.0,159,36103135301
226,1218,904,314,261,167,0,2.65,25.779967159277504,21.428571428571427,13.711001642036125,0.0,12,36103135304
227,1479,1321,158,113,47,11,4.49,10.68289384719405,7.6402974983096685,3.1778228532792427,0.7437457741717377,1389,36103145602
228,1663,1136,527,364,89,3,3.08,31.689717378232114,21.888153938665063,5.3517739025856885,0.1803968731208659,1710,36029006100
229,1333,401,932,804,372,0,1.66,69.91747936984247,60.31507876969242,27.906976744186046,0.0,118,36029006602
230,1704,1251,453,364,186,10,2.54,26.58450704225352,21.36150234741784,10.915492957746478,0.5868544600938966,67,36029009104
231,2200,1218,982,839,503,9,2.01,44.63636363636363,38.13636363636363,22.863636363636363,0.4090909090909091,107,36029010002
232,1237,644,593,454,70,9,2.22,47.93856103476152,36.70169765561843,5.6588520614389655,0.7275666936135812,34,36029005201
233,968,455,513,430,169,0,1.89,52.99586776859504,44.421487603305785,17.458677685950413,0.0,114,36029007202
234,3206,2155,1051,918,446,14,2.55,32.782283218964444,28.63381160324392,13.911416094822208,0.43668122270742354,244,36029007302
235,2984,1265,1719,1505,614,59,1.93,57.607238605898125,50.43565683646113,20.576407506702413,1.9772117962466487,63,36029008101
236,1870,1086,784,654,330,11,2.2,41.92513368983957,34.973262032085564,17.647058823529413,0.5882352941176471,114,36029008900
237,2771,1762,1009,898,419,0,2.31,36.412847347527965,32.40707325875135,15.120894983760374,0.0,113,36029009502
238,1622,927,695,585,224,3,2.23,42.84833538840937,36.066584463625155,13.81011097410604,0.18495684340320592,168,36029009900
