,incident_year,incident_month,geoid,gas_leaks,gas_leaks_per_person,total_population
17059,2014,10,36081018200,1,0.00044169611307420494,2264.0
17060,2014,10,36081018300,1,0.00016553550736633007,6041.0
17061,2014,10,36081018402,1,0.0004302925989672978,2324.0
17062,2014,10,36081018700,1,0.00035549235691432633,2813.0
17063,2014,10,36081018900,1,0.0002933411557641537,3409.0
17064,2014,10,36081020500,1,0.0009775171065493646,1023.0
17065,2014,10,36081020800,1,0.00038774718883288094,2579.0
17066,2014,10,36081021200,1,0.0004405286343612335,2270.0
17067,2014,10,36081021400,1,0.00015733165512901197,6356.0
17068,2014,10,36081021600,1,0.00023315458148752622,4289.0
17069,2014,10,36081022002,1,0.0001608234158893535,6218.0
17070,2014,10,36081023200,1,0.0001763668430335097,5670.0
17071,2014,10,36081023600,1,0.00039416633819471815,2537.0
17072,2014,10,36081024300,1,0.00016815200941651252,5947.0
17073,2014,10,36081024500,1,0.0001549666821633349,6453.0
17075,2014,10,36081025100,1,0.00017985611510791367,5560.0
17076,2014,10,36081025301,2,0.0004939491232403062,4049.0
17077,2014,10,36081025302,1,0.0003718854592785422,2689.0
17078,2014,10,36081025400,1,7.897022822395957e-05,12663.0
17079,2014,10,36081025700,1,0.0008264462809917355,1210.0
17080,2014,10,36081026100,1,0.0001392951664577239,7179.0
17081,2014,10,36081026200,3,0.0023455824863174357,1279.0
17082,2014,10,36081026300,1,0.0001545595054095827,6470.0
17083,2014,10,36081026700,2,0.0003116721209287829,6417.0
17084,2014,10,36081026901,1,0.0002030456852791878,4925.0
17085,2014,10,36081027000,1,0.000546448087431694,1830.0
17086,2014,10,36081027700,1,0.00012830382345393893,7794.0
17087,2014,10,36081027900,1,0.00016622340425531914,6016.0
17088,2014,10,36081028100,4,0.0008485362749257531,4714.0
17089,2014,10,36081028300,4,0.0006043208943949237,6619.0
17090,2014,10,36081028700,1,0.00016396130513198886,6099.0
17091,2014,10,36081028800,2,0.00047961630695443646,4170.0
17092,2014,10,36081028900,2,0.0003621876131836291,5522.0
17093,2014,10,36081029300,3,0.002577319587628866,1164.0
17094,2014,10,36081029400,4,0.0005349023803155924,7478.0
17095,2014,10,36081029500,1,0.0002588661661920787,3863.0
17096,2014,10,36081030902,1,0.00011983223487118035,8345.0
17097,2014,10,36081030903,1,0.0001559332605644784,6413.0
17098,2014,10,36081032700,1,0.0002564102564102564,3900.0
17099,2014,10,36081032900,1,0.00020610057708161583,4852.0
17100,2014,10,36081033000,1,0.000142025280499929,7041.0
17101,2014,10,36081033402,1,7.765783955890347e-05,12877.0
17102,2014,10,36081034700,1,0.00031036623215394165,3222.0
17103,2014,10,36081035300,1,0.00042625745950554135,2346.0
17104,2014,10,36081035700,1,0.0002544529262086514,3930.0
17105,2014,10,36081036500,1,0.00023860653781913624,4191.0
17106,2014,10,36081036600,2,0.0006718172657037286,2977.0
17107,2014,10,36081036700,1,0.0003792188092529389,2637.0
17108,2014,10,36081036800,2,0.0008038585209003215,2488.0
17109,2014,10,36081037900,1,0.0001405283867341203,7116.0
17110,2014,10,36081039400,2,0.0006770480704129993,2954.0
17111,2014,10,36081040000,1,0.000859106529209622,1164.0
17112,2014,10,36081040300,1,0.00013793103448275863,7250.0
17113,2014,10,36081040500,1,0.0002725538293813028,3669.0
17114,2014,10,36081041300,1,0.00020815986677768527,4804.0
17115,2014,10,36081041500,1,0.00027917364600781687,3582.0
17116,2014,10,36081042400,1,0.00038925652004671076,2569.0
17117,2014,10,36081042700,1,0.00019466614755693986,5137.0
17118,2014,10,36081043701,1,0.0002671653753673524,3743.0
17119,2014,10,36081044000,1,0.0002587991718426501,3864.0
17120,2014,10,36081044302,1,0.00020889910173386254,4787.0
17121,2014,10,36081044400,1,0.00035174111853675694,2843.0
17122,2014,10,36081044602,1,0.00019968051118210862,5008.0
17123,2014,10,36081044800,1,0.00038095238095238096,2625.0
17124,2014,10,36081045500,1,7.705347511172754e-05,12978.0
17125,2014,10,36081045700,1,0.0003237293622531564,3089.0
17126,2014,10,36081045800,1,0.00048216007714561236,2074.0
17127,2014,10,36081046200,1,0.00011791062374719962,8481.0
17128,2014,10,36081047800,1,0.0001781895937277263,5612.0
17129,2014,10,36081048000,1,0.0003475842891901286,2877.0
17130,2014,10,36081048400,1,0.00020751193193608634,4819.0
17131,2014,10,36081048500,1,0.00021920210434020167,4562.0
17132,2014,10,36081049200,1,0.00022456770716370987,4453.0
17133,2014,10,36081049302,1,0.0004374453193350831,2286.0
17134,2014,10,36081050000,3,0.0006683002895967921,4489.0
17135,2014,10,36081051200,1,0.0003259452411994785,3068.0
17136,2014,10,36081051500,2,0.0008247422680412372,2425.0
17137,2014,10,36081053000,1,0.0004716981132075472,2120.0
17138,2014,10,36081053800,1,0.0005787037037037037,1728.0
17139,2014,10,36081054800,1,0.0004095004095004095,2442.0
17140,2014,10,36081055100,1,0.00019474196689386563,5135.0
17141,2014,10,36081055200,2,0.0006186204763377668,3233.0
17142,2014,10,36081056700,1,0.00023963575365444525,4173.0
17143,2014,10,36081056800,1,0.00020491803278688525,4880.0
17144,2014,10,36081058500,2,0.00043196544276457883,4630.0
17145,2014,10,36081059300,1,0.0002533569799847986,3947.0
17146,2014,10,36081060000,1,0.0009832841691248771,1017.0
17147,2014,10,36081061302,1,0.07142857142857142,14.0
17148,2014,10,36081061800,1,0.0005359056806002144,1866.0
17150,2014,10,36081062700,1,0.00034614053305642093,2889.0
17151,2014,10,36081063302,1,0.0006609385327164573,1513.0
17152,2014,10,36081063800,1,0.00025451768897938407,3929.0
17153,2014,10,36081065703,1,0.0003498950314905528,2858.0
17154,2014,10,36081065900,1,0.000552791597567717,1809.0
17155,2014,10,36081066100,1,0.0006706908115358819,1491.0
17156,2014,10,36081067100,1,0.00048216007714561236,2074.0
17157,2014,10,36081067900,1,0.0002745744096650192,3642.0
17158,2014,10,36081068000,1,0.00019376089905057158,5161.0
17159,2014,10,36081068700,1,0.00021649707728945658,4619.0
17160,2014,10,36081069500,1,0.0005422993492407809,1844.0
17161,2014,10,36081069702,2,0.0005715918833952558,3499.0
17162,2014,10,36081071303,1,0.00019080328181644724,5241.0
17163,2014,10,36081071304,1,0.0001618384851917786,6179.0
17164,2014,10,36081071305,1,0.00019896538002387584,5026.0
17165,2014,10,36081071306,1,0.0001595405232929164,6268.0
17166,2014,10,36081072100,2,0.00044023772837332157,4543.0
17167,2014,10,36081073900,1,0.00018467220683287164,5415.0
17168,2014,10,36081074100,1,0.0003324468085106383,3008.0
17169,2014,10,36081074500,1,0.0002572678157962439,3887.0
17170,2014,10,36081074700,1,0.00031318509238960227,3193.0
17171,2014,10,36081076901,2,0.0005151983513652757,3882.0
17172,2014,10,36081077902,2,0.0003829216925138809,5223.0
17173,2014,10,36081077903,1,0.0003380662609871535,2958.0
17174,2014,10,36081077904,6,0.0009507209633972429,6311.0
17175,2014,10,36081077907,3,0.000952683391552874,3149.0
17176,2014,10,36081077908,2,0.000487685930260912,4101.0
17177,2014,10,36081079900,1,0.00027739251040221914,3605.0
17178,2014,10,36081080900,2,0.00026333113890717575,7595.0
17179,2014,10,36081081400,1,0.00025926886180969663,3857.0
17180,2014,10,36081083700,2,0.0003546728143287817,5639.0
17181,2014,10,36081084602,2,0.0017528483786152498,1141.0
17182,2014,10,36081084900,2,0.00025409731927328164,7871.0
17183,2014,10,36081085500,2,0.0003065134099616858,6525.0
17184,2014,10,36081087100,4,0.00175054704595186,2285.0
17185,2014,10,36081088400,2,0.0002666666666666667,7500.0
17186,2014,10,36081088901,2,0.0001885902876001886,10605.0
17187,2014,10,36081089200,2,0.00024177949709864604,8272.0
17188,2014,10,36081092800,1,0.00028595939376608524,3497.0
17189,2014,10,36081092900,1,0.00016059097478721696,6227.0
17190,2014,10,36081093401,1,0.00027464982147761604,3641.0
17191,2014,10,36081093402,1,0.00024648755237860487,4057.0
17192,2014,10,36081093800,1,0.00017316017316017316,5775.0
17193,2014,10,36081094201,2,0.0005312084993359894,3765.0
17194,2014,10,36081094202,2,0.0004268032437046522,4686.0
17195,2014,10,36081094203,1,0.00018532246108228317,5396.0
17196,2014,10,36081094500,1,0.0002538715410002539,3939.0
17197,2014,10,36081095400,1,0.00019735543714229328,5067.0
17198,2014,10,36081096400,1,0.0002447980416156671,4085.0
17199,2014,10,36081097203,1,0.0001414027149321267,7072.0
17200,2014,10,36081099100,1,0.00015686274509803922,6375.0
17201,2014,10,36081099200,4,0.0010042681395932714,3983.0
17202,2014,10,36081099704,2,0.0002883506343713956,6936.0
17203,2014,10,36081100801,1,0.00043346337234503684,2307.0
17204,2014,10,36081100802,2,0.00023215322112594313,8615.0
17205,2014,10,36081101001,1,9.8833761612967e-05,10118.0
17206,2014,10,36081103201,1,0.00013869625520110957,7210.0
17207,2014,10,36081103300,1,0.00024703557312252963,4048.0
17208,2014,10,36081103900,1,0.0001456664238892935,6865.0
17209,2014,10,36081109300,1,0.00030193236714975844,3312.0
17210,2014,10,36081111300,1,0.00038284839203675346,2612.0
17211,2014,10,36081112300,3,0.00129366106080207,2319.0
17212,2014,10,36081112900,1,0.0004640371229698376,2155.0
17213,2014,10,36081114100,5,0.002297794117647059,2176.0
17214,2014,10,36081115100,3,0.0026086956521739132,1150.0
17215,2014,10,36081115700,2,0.0005777007510109763,3462.0
17216,2014,10,36081115900,1,0.00022841480127912289,4378.0
17217,2014,10,36081116100,1,0.00021829294913774285,4581.0
17218,2014,10,36081117100,1,0.0003447087211306446,2901.0
17219,2014,10,36081118500,1,0.000471253534401508,2122.0
17220,2014,10,36081119100,1,0.0002981514609421586,3354.0
17221,2014,10,36081119300,1,0.00045934772622875517,2177.0
17222,2014,10,36081120700,1,0.00035829451809387314,2791.0
17223,2014,10,36081122300,1,0.0002627430373095113,3806.0
17224,2014,10,36081122702,3,0.0004697776385844034,6386.0
17225,2014,10,36081124100,2,0.000588235294117647,3400.0
17226,2014,10,36081126500,1,0.0006337135614702154,1578.0
17227,2014,10,36081128300,1,0.01694915254237288,59.0
17228,2014,10,36081129102,1,0.000297000297000297,3367.0
17229,2014,10,36081129103,2,0.0005485463521667581,3646.0
17230,2014,10,36081129104,1,0.00024894199651481205,4017.0
17231,2014,10,36081130100,1,0.0002598077422707197,3849.0
17232,2014,10,36081133300,1,0.0002727024815925825,3667.0
17233,2014,10,36081133900,1,0.0007137758743754461,1401.0
17234,2014,10,36081137700,4,0.0006276478895339715,6373.0
17235,2014,10,36081138501,1,0.00022079929344226098,4529.0
17237,2014,10,36081139900,2,0.0011261261261261261,1776.0
17238,2014,10,36081140902,1,0.00032797638570022957,3049.0
17239,2014,10,36081141700,2,0.0004322455154527772,4627.0
17240,2014,10,36081144100,1,0.00031220730565095225,3203.0
17241,2014,10,36081145101,2,0.0012143290831815423,1647.0
17242,2014,10,36081146300,2,0.0006538084341288003,3059.0
17243,2014,10,36081146700,1,0.0002994908655286014,3339.0
17244,2014,10,36081150701,2,0.0006594131223211342,3033.0
17245,2014,10,36081150702,1,0.00032499187520311994,3077.0
17246,2014,10,36081152901,2,0.0003009328919650918,6646.0
17247,2014,10,36081152902,2,0.00039769337840524953,5029.0
17248,2014,10,36081157101,2,0.00026246719160104987,7620.0
17249,2014,10,36081157102,2,0.001002004008016032,1996.0
17250,2014,10,36081157901,2,0.0004017677782241864,4978.0
17251,2014,10,36081157902,2,0.0005125576627370579,3902.0
17252,2014,10,36081157903,4,0.0010825439783491205,3695.0
17253,2014,10,36085002100,1,0.0002550369803621525,3921.0
17254,2014,10,36085002900,1,0.00017155601303825698,5829.0
17255,2014,10,36085004000,3,0.00023540489642184556,12744.0
17256,2014,10,36085005000,1,0.0002771618625277162,3608.0
17257,2014,10,36085006700,1,0.0003875968992248062,2580.0
17258,2014,10,36085007000,1,0.00011069293779056896,9034.0
17259,2014,10,36085007500,1,0.00021208907741251324,4715.0
17260,2014,10,36085008100,1,0.00024857071836937607,4023.0
17261,2014,10,36085009602,1,0.0003029385034837928,3301.0
17262,2014,10,36085009700,1,0.0002466091245376079,4055.0
17263,2014,10,36085011201,1,0.00017211703958691912,5810.0
17264,2014,10,36085011202,1,0.00016880486158001352,5924.0
17265,2014,10,36085011401,1,0.00033288948069241014,3004.0
17266,2014,10,36085012200,1,0.000278473962684489,3591.0
17267,2014,10,36085013302,2,0.0005446623093681918,3672.0
17268,2014,10,36085013400,1,0.00026838432635534085,3726.0
17269,2014,10,36085013800,2,0.00032056419297964416,6239.0
17270,2014,10,36085014605,1,0.0002860411899313501,3496.0
17271,2014,10,36085015100,2,0.00039315903282877927,5087.0
17272,2014,10,36085015601,1,0.0001601281024819856,6245.0
17273,2014,10,36085016901,1,0.0003179650238473768,3145.0
17274,2014,10,36085017005,1,0.00021079258010118043,4744.0
17275,2014,10,36085017007,1,0.0001908761213972132,5239.0
17276,2014,10,36085017008,1,0.0001374570446735395,7275.0
17277,2014,10,36085017009,1,0.00024009603841536616,4165.0
17278,2014,10,36085017010,1,0.0001120699316373417,8923.0
17279,2014,10,36085017011,3,0.0006446067898581865,4654.0
17280,2014,10,36085017012,1,0.0002209456473707468,4526.0
17281,2014,10,36085017300,3,0.0012254901960784314,2448.0
17282,2014,10,36085017600,1,0.0002044153720359771,4892.0
17283,2014,10,36085018901,1,0.00018375597206909226,5442.0
17284,2014,10,36085019700,1,0.0005678591709256105,1761.0
17285,2014,10,36085020804,3,0.0005373455131649651,5583.0
17286,2014,10,36085021300,2,0.0003873716831299632,5163.0
17287,2014,10,36085022600,2,0.00022004620970403785,9089.0
17288,2014,10,36085023100,1,0.0002390628735357399,4183.0
17289,2014,10,36085024401,1,0.00016131634134537829,6199.0
17290,2014,10,36085024800,1,0.00020576131687242798,4860.0
17291,2014,10,36085025100,1,0.0001725327812284334,5796.0
17292,2014,10,36085027702,1,0.0001640150893882237,6097.0
17293,2014,10,36085030301,1,0.00019758940920766647,5061.0
17294,2014,10,36085031901,2,0.0006858710562414266,2916.0
17295,2014,11,36005001600,2,0.0003695491500369549,5412.0
17296,2014,11,36005002000,4,0.00044647840160732226,8959.0
17297,2014,11,36005002701,1,0.00031525851197982345,3172.0
17298,2014,11,36005003100,1,0.0006501950585175553,1538.0
17299,2014,11,36005003700,1,0.005025125628140704,199.0
17300,2014,11,36005003900,1,0.00015197568389057752,6580.0
17301,2014,11,36005004100,1,0.00015424957581366652,6483.0
17302,2014,11,36005004200,2,0.0002631925253322806,7599.0
17303,2014,11,36005004300,1,0.0001712035610340695,5841.0
17304,2014,11,36005004400,2,0.00041407867494824016,4830.0
17305,2014,11,36005004600,2,0.0012055455093429777,1659.0
17306,2014,11,36005004800,1,0.00024850894632206757,4024.0
17307,2014,11,36005005001,4,0.0007936507936507937,5040.0
17308,2014,11,36005005200,1,0.00046992481203007516,2128.0
17309,2014,11,36005006200,1,0.00013017443374121324,7682.0
17310,2014,11,36005006500,1,0.0001710278775440397,5847.0
17311,2014,11,36005006700,2,0.00025700334104343357,7782.0
17312,2014,11,36005006900,1,0.00012871669455528383,7769.0
17313,2014,11,36005007300,1,0.0002677376171352075,3735.0
17314,2014,11,36005007400,1,0.0002685284640171858,3724.0
17315,2014,11,36005007500,4,0.0008110300081103001,4932.0
17316,2014,11,36005007900,3,0.0004918839153959665,6099.0
17317,2014,11,36005008300,1,0.00016739203213927018,5974.0
17318,2014,11,36005008500,1,0.00015812776723592663,6324.0
17319,2014,11,36005008600,1,0.0002553626149131767,3916.0
17320,2014,11,36005008700,2,0.00031220730565095225,6406.0
17321,2014,11,36005008900,1,0.0002824858757062147,3540.0
17322,2014,11,36005009800,1,0.0002031694433157253,4922.0
17323,2014,11,36005011700,1,0.0006613756613756613,1512.0
17324,2014,11,36005012101,1,0.00033178500331785003,3014.0
17325,2014,11,36005012300,1,0.00024131274131274132,4144.0
17326,2014,11,36005012500,1,0.00024160425223483932,4139.0
17327,2014,11,36005012701,1,0.0004723665564478035,2117.0
17328,2014,11,36005012901,1,0.00026123301985370953,3828.0
17329,2014,11,36005013100,2,0.00040766408479412964,4906.0
17330,2014,11,36005013200,3,0.0004195804195804196,7150.0
17331,2014,11,36005013300,2,0.0002830055186076129,7067.0
17332,2014,11,36005013500,4,0.0010108668182966893,3957.0
17333,2014,11,36005013800,1,0.0003029385034837928,3301.0
17334,2014,11,36005014100,1,0.00021645021645021645,4620.0
17335,2014,11,36005014400,1,0.0001649620587264929,6062.0
17336,2014,11,36005014500,2,0.0002959893443836022,6757.0
17337,2014,11,36005014900,2,0.0004414036636504083,4531.0
17338,2014,11,36005015100,1,0.00017661603673613564,5662.0
17339,2014,11,36005016000,1,0.00022578460149017836,4429.0
17340,2014,11,36005016400,1,0.0011025358324145535,907.0
17341,2014,11,36005016900,1,0.0006675567423230974,1498.0
17342,2014,11,36005017300,2,0.00029864118261908315,6697.0
17343,2014,11,36005017500,4,0.0005697194131890044,7021.0
17344,2014,11,36005017701,3,0.0006727965911639381,4459.0
17345,2014,11,36005017702,1,0.00018328445747800586,5456.0
17346,2014,11,36005018101,2,0.0006788866259334691,2946.0
17347,2014,11,36005018500,2,0.00028968713789107763,6904.0
17348,2014,11,36005020000,1,0.00021404109589041095,4672.0
17349,2014,11,36005020400,1,0.00031152647975077883,3210.0
17350,2014,11,36005021001,1,0.00010996261271167803,9094.0
17351,2014,11,36005021002,1,0.000164446637066272,6081.0
17352,2014,11,36005021601,2,0.0005037783375314861,3970.0
17353,2014,11,36005021602,1,0.00016504373659019642,6059.0
17354,2014,11,36005021800,3,0.00042559228259327563,7049.0
17355,2014,11,36005022000,1,0.0004830917874396135,2070.0
17356,2014,11,36005022200,1,0.0003372681281618887,2965.0
17357,2014,11,36005022401,2,0.0007698229407236335,2598.0
17358,2014,11,36005022403,1,0.0003022061045633122,3309.0
17359,2014,11,36005022500,3,0.00037170115227357206,8071.0
17360,2014,11,36005022800,1,0.00016244314489928524,6156.0
17361,2014,11,36005022902,2,0.0006131207847946045,3262.0
17362,2014,11,36005023000,2,0.0005988023952095808,3340.0
17363,2014,11,36005023502,1,0.00021496130696474635,4652.0
17364,2014,11,36005023800,2,0.00076103500761035,2628.0
17365,2014,11,36005023900,1,0.00011980352222355337,8347.0
17366,2014,11,36005024400,1,0.0003863987635239567,2588.0
17367,2014,11,36005024600,2,0.0009099181073703367,2198.0
17368,2014,11,36005025200,4,0.001569242840329541,2549.0
17369,2014,11,36005025400,2,0.0010209290454313426,1959.0
17370,2014,11,36005026400,1,0.0001691761123329386,5911.0
17371,2014,11,36005026601,2,0.0006870491240123669,2911.0
17372,2014,11,36005026701,1,0.0002907822041291073,3439.0
17373,2014,11,36005026702,2,0.0003222687721559781,6206.0
17374,2014,11,36005027401,1,0.00021172983273343214,4723.0
17375,2014,11,36005027700,2,0.0003577177606868181,5591.0
17376,2014,11,36005027900,1,0.00014316392269148176,6985.0
17377,2014,11,36005028700,2,0.0005732301519059903,3489.0
17378,2014,11,36005028800,1,0.0002860411899313501,3496.0
17379,2014,11,36005029500,2,0.00043449923962633063,4603.0
17380,2014,11,36005029700,2,0.000503651473180559,3971.0
17381,2014,11,36005030000,5,0.000869414014953921,5751.0
17382,2014,11,36005030200,6,0.0006052047609441194,9914.0
17383,2014,11,36005030900,1,0.00025348542458808617,3945.0
17384,2014,11,36005032300,1,0.00022276676319893073,4489.0
17385,2014,11,36005032400,2,0.0007147962830593281,2798.0
17386,2014,11,36005032800,1,0.00022967386311437759,4354.0
17387,2014,11,36005033000,1,0.00017409470752089137,5744.0
17388,2014,11,36005033400,2,0.0015048908954100827,1329.0
17389,2014,11,36005033500,2,0.0008609556607834697,2323.0
17390,2014,11,36005033600,1,0.0001518141794443601,6587.0
17391,2014,11,36005034000,3,0.0006727965911639381,4459.0
17392,2014,11,36005034200,1,0.0005136106831022085,1947.0
17393,2014,11,36005034300,1,0.0005892751915144372,1697.0
17394,2014,11,36005034800,3,0.00040777490825064566,7357.0
17395,2014,11,36005035100,1,0.0003123048094940662,3202.0
17396,2014,11,36005035600,1,0.0004127115146512588,2423.0
17397,2014,11,36005035800,1,0.0001232589670898558,8113.0
17398,2014,11,36005036300,2,0.0002546148949713558,7855.0
17399,2014,11,36005036501,1,0.00026932399676811203,3713.0
17400,2014,11,36005036700,1,0.0003912363067292645,2556.0
17401,2014,11,36005037000,2,0.0008041817450743868,2487.0
17402,2014,11,36005037100,1,0.0002654632333421821,3767.0
17403,2014,11,36005037200,1,0.0004385964912280702,2280.0
17404,2014,11,36005037300,4,0.0007849293563579278,5096.0
17405,2014,11,36005037400,1,0.00028368794326241134,3525.0
17406,2014,11,36005037800,2,0.0006531678641410843,3062.0
17407,2014,11,36005037900,2,0.0003827751196172249,5225.0
17408,2014,11,36005038100,1,0.00016273393002441008,6145.0
17409,2014,11,36005038301,7,0.0016010978956999085,4372.0
17410,2014,11,36005038500,1,0.00019880715705765408,5030.0
17411,2014,11,36005038600,1,0.0001342642320085929,7448.0
17412,2014,11,36005038900,2,0.000361794500723589,5528.0
17413,2014,11,36005039100,1,0.00013886960144424384,7201.0
17414,2014,11,36005039200,1,0.0005830903790087463,1715.0
17415,2014,11,36005039300,1,0.00012851818532322323,7781.0
17416,2014,11,36005039400,1,0.0002126754572522331,4702.0
17417,2014,11,36005039500,4,0.0010274852298998202,3893.0
17418,2014,11,36005039600,2,0.0005742176284811944,3483.0
17419,2014,11,36005039800,1,0.00034494653328734045,2899.0
17420,2014,11,36005039901,2,0.00037965072133637056,5268.0
17421,2014,11,36005039902,2,0.0004178854993731718,4786.0
17422,2014,11,36005040303,1,0.00022197558268590456,4505.0
17423,2014,11,36005040304,1,0.000254323499491353,3932.0
17424,2014,11,36005040400,1,0.00034818941504178273,2872.0
17425,2014,11,36005040501,1,0.0002553626149131767,3916.0
17426,2014,11,36005040502,2,0.0003575259206292456,5594.0
17427,2014,11,36005040702,2,0.00029244041526538966,6839.0
17428,2014,11,36005040900,1,0.00028571428571428574,3500.0
17429,2014,11,36005041500,1,0.00018351991191044228,5449.0
17430,2014,11,36005041900,2,0.0002871500358937545,6965.0
17431,2014,11,36005042000,1,0.00029437739181630853,3397.0
17432,2014,11,36005042100,2,0.00034983382893125764,5717.0
17433,2014,11,36005042200,2,0.000608457560085184,3287.0
17434,2014,11,36005042400,1,0.0003459010722933241,2891.0
17435,2014,11,36005042500,1,0.00015067048365225252,6637.0
17436,2014,11,36005042600,2,0.0002778549597110308,7198.0
17437,2014,11,36005042901,1,0.00026476039184537993,3777.0
17438,2014,11,36005043400,1,0.00026961445133459155,3709.0
17439,2014,11,36005043500,4,0.07272727272727272,55.0
17440,2014,11,36005044200,2,0.0004868549172346641,4108.0
17441,2014,11,36005044400,4,0.001105888858169754,3617.0
17442,2014,11,36005044901,1,0.0005991611743559018,1669.0
17443,2014,11,36005045102,1,0.0005414185165132648,1847.0
17444,2014,11,36005045600,1,0.00029976019184652276,3336.0
17445,2014,11,36005045800,1,0.00018914318138831096,5287.0
17446,2014,11,36005046000,2,0.0007668711656441718,2608.0
17447,2014,11,36005046201,11,0.0003815867069067194,28827.0
17448,2014,11,36005046202,2,0.00022985863693828295,8701.0
17449,2014,11,36005048400,3,0.0007938608097380259,3779.0
17450,2014,11,36005051600,1,0.00023062730627306272,4336.0
17451,2014,11,36047000301,1,0.0002535496957403651,3944.0
17452,2014,11,36047000501,1,0.00021454623471358077,4661.0
17453,2014,11,36047000900,2,0.00048042277203939464,4163.0
17455,2014,11,36047002000,1,0.000757002271006813,1321.0
17456,2014,11,36047002100,3,0.0007898894154818325,3798.0
17457,2014,11,36047002300,3,0.0006864988558352403,4370.0
17458,2014,11,36047002901,3,0.0008800234672924611,3409.0
17459,2014,11,36047003000,1,0.0005347593582887701,1870.0
17460,2014,11,36047003100,2,0.0007285974499089253,2745.0
17461,2014,11,36047003600,2,0.0004432624113475177,4512.0
17462,2014,11,36047003900,1,0.00040032025620496394,2498.0
17463,2014,11,36047004100,2,0.0005575689991636465,3587.0
17464,2014,11,36047004300,1,0.000321853878339234,3107.0
17465,2014,11,36047004400,2,0.0008396305625524769,2382.0
17466,2014,11,36047004500,1,0.00029086678301337986,3438.0
17467,2014,11,36047005300,2,0.0007980845969672786,2506.0
17468,2014,11,36047005601,1,0.00038138825324180017,2622.0
17469,2014,11,36047005900,4,0.003125,1280.0
17471,2014,11,36047006500,1,0.00018800526414739614,5319.0
17472,2014,11,36047006800,3,0.0005754843660080568,5213.0
17473,2014,11,36047007100,2,0.0004136504653567735,4835.0
17474,2014,11,36047007700,1,0.00022977941176470588,4352.0
17475,2014,11,36047007800,1,0.00017914725904693657,5582.0
17476,2014,11,36047008200,1,0.00023234200743494423,4304.0
17477,2014,11,36047008500,6,0.0009017132551848512,6654.0
17478,2014,11,36047009400,2,0.0003348961821835231,5972.0
17479,2014,11,36047009800,1,0.0001313370107696349,7614.0
17480,2014,11,36047010000,1,0.0001559332605644784,6413.0
17481,2014,11,36047010200,1,0.00019022256039566293,5257.0
17482,2014,11,36047010800,2,0.00042909246942716153,4661.0
17483,2014,11,36047011200,2,0.00030755036137167463,6503.0
17484,2014,11,36047011600,2,0.00044218439089100157,4523.0
17485,2014,11,36047012100,1,0.0005482456140350877,1824.0
17486,2014,11,36047012600,1,0.0003598416696653472,2779.0
17487,2014,11,36047013000,2,0.0004023335345001006,4971.0
17488,2014,11,36047013300,2,0.00044218439089100157,4523.0
17489,2014,11,36047013500,2,0.000535475234270415,3735.0
17490,2014,11,36047013600,1,0.0002620545073375262,3816.0
17491,2014,11,36047013700,1,0.0003022974607013301,3308.0
17492,2014,11,36047014000,1,0.0005370569280343716,1862.0
17493,2014,11,36047014100,2,0.0005025125628140704,3980.0
17494,2014,11,36047015700,3,0.0006822833750284285,4397.0
17495,2014,11,36047015900,2,0.0003885003885003885,5148.0
17496,2014,11,36047016200,1,0.0003885003885003885,2574.0
17497,2014,11,36047016300,1,0.000326797385620915,3060.0
17498,2014,11,36047016500,1,0.000177367860943597,5638.0
17499,2014,11,36047017200,3,0.00073117231294175,4103.0
17501,2014,11,36047017800,1,0.00032362459546925567,3090.0
17502,2014,11,36047017900,3,0.0007038948850305022,4262.0
17503,2014,11,36047018501,1,0.00022241992882562276,4496.0
17504,2014,11,36047019100,1,0.0003495281370150297,2861.0
17505,2014,11,36047019200,1,0.00030637254901960784,3264.0
17506,2014,11,36047019500,2,0.0005002501250625312,3998.0
17507,2014,11,36047019700,1,0.0002986857825567503,3348.0
17508,2014,11,36047019900,1,0.00034782608695652176,2875.0
17509,2014,11,36047020100,1,0.00026219192448872575,3814.0
17510,2014,11,36047020300,1,0.0006157635467980296,1624.0
17511,2014,11,36047020500,1,0.0003832886163280951,2609.0
17512,2014,11,36047020700,2,0.00045433893684688776,4402.0
17513,2014,11,36047021000,1,0.000196078431372549,5100.0
17514,2014,11,36047022200,1,0.00022366360993066427,4471.0
17515,2014,11,36047022900,1,0.0002671653753673524,3743.0
17516,2014,11,36047023100,2,0.0005824111822947001,3434.0
17517,2014,11,36047023200,1,0.00016281341582546403,6142.0
17518,2014,11,36047023300,2,0.00041684035014589413,4798.0
17519,2014,11,36047024000,1,0.00022619316896629722,4421.0
17520,2014,11,36047024300,2,0.00047214353163361664,4236.0
17521,2014,11,36047024700,3,0.0015007503751875938,1999.0
17522,2014,11,36047025100,2,0.0006142506142506142,3256.0
17523,2014,11,36047025300,1,0.00042625745950554135,2346.0
17524,2014,11,36047025500,3,0.0005658242172764995,5302.0
17525,2014,11,36047025700,1,0.000500751126690035,1997.0
17526,2014,11,36047025901,1,0.0006353240152477764,1574.0
17527,2014,11,36047025902,2,0.000556947925368978,3591.0
17528,2014,11,36047026000,1,0.0002770083102493075,3610.0
17529,2014,11,36047026100,2,0.0003951007506914263,5062.0
17530,2014,11,36047026700,2,0.0005887547836326171,3397.0
