,White,Black | Afr American,American Indian|Alaska Native,Asian,Native Hawaiian,Other race,Hispanic|Latino (any race),Asian:Asian Indian,Asian:Chinese,Asian:Filipino,Asian:Japanese,Asian:Korean,Asian:Vietnamese,Asian:Other Asian,Hispanic|Latino: Mexican,Hispanic|Latino: Puerto Rican,Hispanic|Latino: Cuban,total_population,geoid,incident_year,Two races,gas_leaks,gas_leaks_per_person
464,1960.0,13.0,0.0,1562.0,0.0,15.0,597.0,111.0,769.0,172.0,0.0,0.0,62.0,448.0,452.0,83.0,0.0,3581.0,36047058000,2013,31.0,3,0.0008377548170901983
465,1595.0,0.0,0.0,1191.0,0.0,0.0,254.0,199.0,766.0,0.0,0.0,0.0,35.0,191.0,254.0,0.0,0.0,2892.0,36047058200,2013,106.0,7,0.0024204702627939143
466,2762.0,62.0,0.0,640.0,0.0,17.0,114.0,0.0,314.0,262.0,0.0,0.0,9.0,55.0,43.0,65.0,0.0,3494.0,36047058400,2013,13.0,2,0.0005724098454493417
467,1059.0,125.0,11.0,1378.0,0.0,16.0,328.0,29.0,1202.0,0.0,0.0,19.0,30.0,98.0,169.0,32.0,0.0,2621.0,36047058600,2013,32.0,1,0.00038153376573826786
468,2688.0,86.0,0.0,547.0,0.0,86.0,395.0,20.0,439.0,0.0,0.0,18.0,0.0,70.0,36.0,92.0,0.0,3581.0,36047058800,2013,174.0,4,0.001117006422786931
469,1585.0,2.0,0.0,227.0,0.0,30.0,43.0,40.0,40.0,0.0,0.0,122.0,18.0,7.0,16.0,0.0,0.0,1868.0,36047058900,2013,24.0,3,0.0016059957173447537
470,545.0,188.0,0.0,1017.0,0.0,44.0,92.0,40.0,637.0,50.0,0.0,0.0,0.0,290.0,17.0,23.0,0.0,1799.0,36047059000,2013,5.0,4,0.0022234574763757642
471,3324.0,0.0,0.0,82.0,0.0,124.0,513.0,0.0,0.0,0.0,31.0,31.0,0.0,20.0,76.0,151.0,9.0,3642.0,36047059100,2013,112.0,2,0.0005491488193300384
472,2640.0,89.0,0.0,1414.0,0.0,0.0,135.0,33.0,1123.0,18.0,0.0,0.0,0.0,240.0,72.0,63.0,0.0,4166.0,36047059200,2013,23.0,3,0.0007201152184349496
473,1531.0,0.0,3.0,31.0,0.0,125.0,272.0,7.0,0.0,6.0,8.0,10.0,0.0,0.0,51.0,130.0,0.0,1717.0,36047059300,2013,27.0,2,0.0011648223645894002
474,4883.0,100.0,28.0,2566.0,0.0,39.0,101.0,0.0,2285.0,0.0,0.0,0.0,254.0,27.0,10.0,91.0,0.0,7642.0,36047059401,2013,26.0,3,0.0003925673907354096
475,3687.0,40.0,0.0,758.0,99.0,0.0,168.0,74.0,645.0,0.0,0.0,9.0,0.0,30.0,62.0,35.0,14.0,4584.0,36047059402,2013,0.0,11,0.002399650959860384
476,2257.0,25.0,0.0,56.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,17.0,0.0,39.0,0.0,14.0,0.0,2338.0,36047059600,2013,0.0,6,0.0025662959794696323
477,2692.0,399.0,0.0,151.0,0.0,15.0,33.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,3284.0,36047059800,2013,27.0,1,0.0003045066991473812
478,4918.0,144.0,0.0,421.0,0.0,1.0,503.0,0.0,411.0,5.0,0.0,0.0,5.0,0.0,133.0,216.0,30.0,5484.0,36047060000,2013,0.0,9,0.0016411378555798686
479,1955.0,65.0,0.0,522.0,0.0,74.0,267.0,36.0,220.0,0.0,0.0,0.0,53.0,213.0,189.0,10.0,0.0,2616.0,36047060600,2013,0.0,1,0.00038226299694189603
480,2802.0,153.0,0.0,75.0,0.0,0.0,123.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,13.0,45.0,3048.0,36047060800,2013,18.0,4,0.0013123359580052493
481,905.0,129.0,0.0,647.0,0.0,0.0,261.0,258.0,288.0,20.0,0.0,0.0,0.0,81.0,100.0,0.0,0.0,1804.0,36047061003,2013,123.0,2,0.0011086474501108647
482,5481.0,151.0,0.0,252.0,0.0,0.0,387.0,26.0,32.0,0.0,0.0,0.0,35.0,159.0,0.0,71.0,0.0,5884.0,36047061004,2013,0.0,8,0.0013596193065941536
483,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,36047061200,2013,0.0,8,0.00796812749003984
484,1642.0,75.0,0.0,0.0,0.0,10.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1727.0,36047061600,2013,0.0,1,0.0005790387955993051
485,2073.0,0.0,0.0,22.0,0.0,0.0,28.0,1.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,2095.0,36047062000,2013,0.0,3,0.001431980906921241
486,2860.0,186.0,0.0,0.0,0.0,42.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,185.0,6.0,3142.0,36047062200,2013,54.0,7,0.0022278803309993636
487,1722.0,51.0,0.0,564.0,0.0,106.0,352.0,0.0,207.0,8.0,0.0,0.0,0.0,349.0,0.0,97.0,0.0,2651.0,36047062600,2013,208.0,5,0.001886080724254998
488,5212.0,20.0,0.0,46.0,0.0,22.0,395.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,5359.0,36047062800,2013,59.0,13,0.0024258257137525657
489,1277.0,11.0,0.0,108.0,0.0,60.0,151.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,50.0,73.0,0.0,1456.0,36047063200,2013,0.0,1,0.0006868131868131869
490,1121.0,0.0,17.0,17.0,0.0,47.0,136.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,1202.0,36047063600,2013,0.0,1,0.0008319467554076539
491,1280.0,2.0,0.0,393.0,0.0,0.0,64.0,33.0,255.0,29.0,0.0,0.0,0.0,76.0,0.0,55.0,9.0,1695.0,36047063800,2013,20.0,2,0.0011799410029498525
492,1721.0,0.0,0.0,300.0,0.0,0.0,103.0,233.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,2021.0,36047064000,2013,0.0,2,0.0009896091044037606
493,2459.0,0.0,0.0,117.0,0.0,37.0,81.0,7.0,55.0,55.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,2632.0,36047064200,2013,19.0,3,0.0011398176291793312
494,2143.0,12.0,0.0,349.0,0.0,30.0,296.0,53.0,123.0,0.0,0.0,0.0,24.0,149.0,113.0,111.0,0.0,2534.0,36047064400,2013,0.0,2,0.0007892659826361484
495,2107.0,184.0,0.0,79.0,0.0,15.0,446.0,8.0,25.0,25.0,0.0,0.0,0.0,21.0,5.0,311.0,7.0,2405.0,36047064600,2013,20.0,2,0.0008316008316008316
496,579.0,687.0,15.0,143.0,0.0,114.0,139.0,44.0,25.0,0.0,0.0,0.0,0.0,74.0,59.0,54.0,0.0,1538.0,36047065000,2013,0.0,2,0.0013003901170351106
497,1030.0,48.0,0.0,182.0,0.0,22.0,19.0,91.0,47.0,0.0,0.0,10.0,22.0,12.0,0.0,12.0,0.0,1327.0,36047065200,2013,45.0,4,0.003014318010550113
498,1456.0,0.0,0.0,145.0,0.0,21.0,100.0,0.0,125.0,5.0,0.0,15.0,0.0,0.0,0.0,87.0,0.0,1622.0,36047065400,2013,0.0,2,0.0012330456226880395
499,1476.0,26.0,0.0,136.0,0.0,108.0,200.0,20.0,75.0,21.0,0.0,0.0,20.0,0.0,0.0,137.0,0.0,1855.0,36047065600,2013,109.0,1,0.0005390835579514825
500,1919.0,4.0,0.0,205.0,0.0,16.0,99.0,0.0,118.0,13.0,0.0,48.0,0.0,26.0,37.0,24.0,0.0,2157.0,36047065800,2013,13.0,1,0.0004636068613815484
501,1692.0,7.0,26.0,165.0,0.0,0.0,305.0,7.0,131.0,0.0,0.0,0.0,0.0,27.0,28.0,32.0,0.0,1890.0,36047066000,2013,0.0,1,0.0005291005291005291
502,1044.0,1.0,0.0,232.0,191.0,141.0,197.0,53.0,97.0,49.0,8.0,9.0,0.0,16.0,9.0,55.0,0.0,1625.0,36047066200,2013,16.0,1,0.0006153846153846154
503,820.0,1609.0,0.0,40.0,0.0,339.0,533.0,0.0,35.0,5.0,0.0,0.0,0.0,0.0,81.0,227.0,49.0,2831.0,36047067000,2013,23.0,3,0.0010596962204168139
504,610.0,887.0,0.0,172.0,0.0,250.0,478.0,53.0,67.0,45.0,0.0,0.0,0.0,7.0,236.0,184.0,13.0,1936.0,36047067400,2013,17.0,1,0.0005165289256198347
505,347.0,1676.0,0.0,26.0,0.0,0.0,207.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,97.0,105.0,0.0,2049.0,36047067600,2013,0.0,4,0.0019521717911176184
506,377.0,2130.0,0.0,1.0,0.0,38.0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,2546.0,36047067800,2013,0.0,6,0.002356637863315004
507,325.0,1380.0,0.0,89.0,0.0,213.0,483.0,0.0,0.0,28.0,0.0,0.0,0.0,61.0,166.0,34.0,0.0,2007.0,36047068000,2013,0.0,2,0.000996512207274539
508,594.0,1915.0,0.0,72.0,0.0,203.0,260.0,14.0,25.0,28.0,0.0,0.0,0.0,5.0,110.0,150.0,0.0,2784.0,36047068200,2013,0.0,2,0.0007183908045977011
509,748.0,458.0,0.0,153.0,0.0,8.0,60.0,0.0,46.0,12.0,0.0,0.0,43.0,52.0,28.0,32.0,0.0,1454.0,36047068600,2013,87.0,2,0.001375515818431912
510,444.0,1102.0,0.0,17.0,0.0,19.0,233.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,1.0,58.0,0.0,1582.0,36047069000,2013,0.0,3,0.0018963337547408343
511,382.0,1895.0,0.0,48.0,0.0,42.0,215.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,2400.0,36047069200,2013,33.0,4,0.0016666666666666668
512,2525.0,1407.0,0.0,13.0,0.0,64.0,319.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,70.0,9.0,4069.0,36047069601,2013,60.0,13,0.003194888178913738
513,4383.0,1234.0,0.0,215.0,0.0,399.0,967.0,0.0,198.0,17.0,0.0,0.0,0.0,0.0,32.0,511.0,0.0,6274.0,36047069602,2013,43.0,10,0.0015938795027095952
514,1393.0,0.0,0.0,70.0,0.0,0.0,81.0,0.0,42.0,0.0,0.0,23.0,0.0,5.0,0.0,54.0,0.0,1474.0,36047069800,2013,11.0,2,0.0013568521031207597
515,5984.0,215.0,0.0,29.0,0.0,12.0,188.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,6240.0,36047070201,2013,0.0,4,0.000641025641025641
516,2735.0,44.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,120.0,8.0,2785.0,36047070600,2013,6.0,1,0.0003590664272890485
517,55.0,2881.0,0.0,36.0,0.0,12.0,82.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,36.0,33.0,0.0,2996.0,36047072200,2013,12.0,17,0.005674232309746329
518,87.0,2309.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,2414.0,36047072600,2013,0.0,2,0.0008285004142502071
519,309.0,3065.0,0.0,69.0,0.0,24.0,245.0,11.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,31.0,3548.0,36047072800,2013,81.0,1,0.0002818489289740699
520,153.0,2228.0,0.0,49.0,0.0,113.0,139.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,2550.0,36047073000,2013,7.0,1,0.000392156862745098
521,168.0,2682.0,14.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2864.0,36047073200,2013,0.0,1,0.00034916201117318437
522,65.0,1987.0,0.0,0.0,0.0,226.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,2287.0,36047073400,2013,9.0,5,0.0021862702229995625
523,487.0,2440.0,0.0,526.0,0.0,16.0,260.0,280.0,71.0,0.0,0.0,0.0,0.0,175.0,11.0,31.0,0.0,3502.0,36047073600,2013,33.0,5,0.0014277555682467161
524,1440.0,1896.0,0.0,11.0,0.0,177.0,294.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,138.0,0.0,3538.0,36047073800,2013,14.0,1,0.0002826455624646693
525,533.0,2504.0,0.0,368.0,0.0,58.0,382.0,6.0,0.0,10.0,0.0,0.0,0.0,352.0,124.0,68.0,0.0,3510.0,36047074000,2013,47.0,5,0.0014245014245014246
526,1874.0,1436.0,11.0,139.0,0.0,105.0,296.0,18.0,98.0,0.0,0.0,0.0,0.0,23.0,57.0,148.0,0.0,3575.0,36047074200,2013,10.0,3,0.0008391608391608392
527,2277.0,144.0,0.0,98.0,0.0,62.0,73.0,0.0,0.0,44.0,0.0,0.0,0.0,54.0,0.0,62.0,0.0,2597.0,36047074400,2013,16.0,3,0.0011551790527531767
528,1383.0,449.0,0.0,0.0,0.0,57.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.0,36047074800,2013,0.0,4,0.0021175224986765486
529,2670.0,453.0,0.0,90.0,0.0,5.0,129.0,0.0,64.0,0.0,0.0,26.0,0.0,0.0,81.0,28.0,0.0,3218.0,36047075000,2013,0.0,5,0.0015537600994406464
530,958.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.0,36047075200,2013,0.0,1,0.0010204081632653062
531,1453.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1459.0,36047075400,2013,0.0,3,0.00205620287868403
532,1672.0,105.0,0.0,188.0,0.0,0.0,54.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1973.0,36047075600,2013,8.0,1,0.0005068423720223011
533,2165.0,25.0,0.0,222.0,0.0,64.0,182.0,0.0,0.0,5.0,0.0,0.0,19.0,198.0,0.0,90.0,0.0,2476.0,36047076000,2013,0.0,5,0.0020193861066235864
534,2536.0,482.0,0.0,842.0,0.0,681.0,968.0,198.0,155.0,0.0,0.0,0.0,0.0,489.0,669.0,264.0,0.0,4588.0,36047076200,2013,47.0,2,0.00043591979075850045
846,1209.0,1535.0,0.0,151.0,0.0,792.0,915.0,0.0,0.0,0.0,12.0,0.0,0.0,139.0,588.0,38.0,22.0,3687.0,36047076400,2013,0.0,1,0.00027122321670735016
847,300.0,1755.0,0.0,78.0,0.0,199.0,265.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,18.0,23.0,14.0,2341.0,36047076600,2013,9.0,3,0.0012815036309269544
848,2756.0,70.0,12.0,361.0,0.0,236.0,374.0,14.0,206.0,0.0,0.0,0.0,0.0,141.0,156.0,56.0,0.0,3458.0,36047076800,2013,23.0,1,0.0002891844997108155
849,411.0,2120.0,0.0,110.0,0.0,39.0,146.0,6.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,19.0,2706.0,36047077000,2013,26.0,1,0.0003695491500369549
850,1740.0,1624.0,0.0,16.0,0.0,197.0,283.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,58.0,31.0,3626.0,36047077200,2013,49.0,6,0.001654715940430226
851,739.0,1608.0,0.0,308.0,43.0,93.0,438.0,78.0,0.0,10.0,0.0,8.0,0.0,212.0,39.0,156.0,24.0,2808.0,36047077400,2013,17.0,1,0.00035612535612535614
852,227.0,3483.0,0.0,52.0,0.0,91.0,292.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,3921.0,36047077600,2013,68.0,1,0.0002550369803621525
853,60.0,2242.0,0.0,0.0,0.0,22.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2328.0,36047078000,2013,4.0,3,0.001288659793814433
854,35.0,3795.0,0.0,70.0,0.0,90.0,90.0,18.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,32.0,0.0,4003.0,36047078200,2013,13.0,19,0.004746440169872595
855,90.0,2382.0,0.0,8.0,0.0,105.0,114.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2634.0,36047078400,2013,49.0,5,0.0018982536066818527
856,261.0,3405.0,0.0,384.0,0.0,631.0,695.0,32.0,192.0,0.0,0.0,0.0,21.0,139.0,279.0,172.0,0.0,4692.0,36047078600,2013,11.0,4,0.0008525149190110827
857,152.0,2984.0,0.0,7.0,0.0,263.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,155.0,43.0,3406.0,36047078800,2013,0.0,2,0.0005871990604815032
858,167.0,4357.0,1.0,409.0,0.0,210.0,360.0,0.0,7.0,0.0,0.0,0.0,0.0,402.0,85.0,151.0,0.0,5179.0,36047079000,2013,35.0,16,0.0030893994979725816
859,44.0,3559.0,0.0,0.0,0.0,242.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,118.0,8.0,3855.0,36047079200,2013,10.0,11,0.0028534370946822307
860,37.0,1749.0,0.0,9.0,0.0,78.0,124.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1884.0,36047079400,2013,11.0,4,0.0021231422505307855
861,798.0,3145.0,0.0,34.0,0.0,261.0,423.0,12.0,0.0,8.0,0.0,0.0,0.0,14.0,67.0,171.0,0.0,4406.0,36047079601,2013,168.0,5,0.0011348161597821154
862,625.0,2331.0,0.0,156.0,0.0,49.0,244.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0,11.0,3195.0,36047079801,2013,34.0,5,0.001564945226917058
863,913.0,3991.0,0.0,185.0,0.0,118.0,355.0,0.0,0.0,93.0,16.0,39.0,0.0,37.0,0.0,15.0,0.0,5295.0,36047079802,2013,88.0,5,0.0009442870632672333
864,688.0,2820.0,0.0,132.0,0.0,71.0,139.0,19.0,76.0,36.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,3783.0,36047080000,2013,72.0,2,0.000528680941052075
865,412.0,3664.0,8.0,98.0,0.0,589.0,795.0,86.0,0.0,0.0,0.0,0.0,0.0,12.0,378.0,52.0,0.0,4793.0,36047080200,2013,22.0,8,0.001669100771959107
866,395.0,2119.0,0.0,238.0,0.0,162.0,329.0,45.0,88.0,81.0,0.0,0.0,0.0,24.0,48.0,26.0,22.0,2925.0,36047080400,2013,11.0,5,0.0017094017094017094
867,1272.0,2372.0,0.0,109.0,0.0,24.0,129.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,3783.0,36047080600,2013,6.0,11,0.002907745175786413
868,101.0,690.0,0.0,158.0,0.0,227.0,221.0,6.0,145.0,0.0,0.0,0.0,0.0,7.0,5.0,153.0,0.0,1182.0,36047080800,2013,6.0,2,0.001692047377326565
869,63.0,1923.0,16.0,66.0,0.0,72.0,109.0,37.0,10.0,14.0,0.0,5.0,0.0,0.0,0.0,39.0,0.0,2173.0,36047081000,2013,33.0,5,0.002300966405890474
870,4.0,2180.0,0.0,70.0,12.0,74.0,175.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,2359.0,36047081400,2013,19.0,4,0.001695633743111488
871,42.0,2511.0,0.0,50.0,0.0,176.0,255.0,0.0,2.0,46.0,2.0,0.0,0.0,0.0,77.0,78.0,0.0,2793.0,36047081600,2013,14.0,2,0.0007160759040458289
872,492.0,3769.0,0.0,147.0,0.0,270.0,1006.0,67.0,52.0,24.0,0.0,0.0,0.0,4.0,501.0,15.0,21.0,4697.0,36047081800,2013,19.0,6,0.0012774111134766872
873,150.0,4507.0,0.0,66.0,0.0,167.0,507.0,32.0,16.0,0.0,0.0,0.0,0.0,18.0,0.0,77.0,7.0,4900.0,36047082000,2013,10.0,20,0.004081632653061225
874,556.0,5736.0,0.0,55.0,0.0,368.0,848.0,17.0,0.0,0.0,0.0,0.0,14.0,24.0,0.0,370.0,0.0,6794.0,36047082200,2013,79.0,14,0.0020606417427141595
875,203.0,3641.0,0.0,0.0,0.0,252.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,38.0,0.0,4096.0,36047082400,2013,0.0,10,0.00244140625
876,92.0,5335.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,5477.0,36047082600,2013,50.0,6,0.0010954902318787657
877,188.0,3073.0,0.0,144.0,0.0,29.0,235.0,52.0,67.0,0.0,0.0,0.0,0.0,25.0,0.0,185.0,8.0,3434.0,36047082800,2013,0.0,1,0.00029120559114735004
878,112.0,5713.0,0.0,7.0,0.0,233.0,401.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,200.0,0.0,6110.0,36047083000,2013,45.0,8,0.001309328968903437
879,177.0,1956.0,14.0,61.0,0.0,38.0,118.0,10.0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,70.0,0.0,2246.0,36047083200,2013,0.0,1,0.0004452359750667854
880,123.0,1657.0,0.0,6.0,0.0,21.0,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807.0,36047083400,2013,0.0,2,0.0011068068622025456
881,35.0,2027.0,0.0,15.0,0.0,7.0,18.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,11.0,2127.0,36047083600,2013,43.0,2,0.0009402914903620122
882,82.0,2791.0,0.0,0.0,0.0,1.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,2874.0,36047083800,2013,0.0,1,0.0003479471120389701
883,92.0,2226.0,0.0,0.0,0.0,142.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2460.0,36047084000,2013,0.0,1,0.0004065040650406504
884,62.0,1573.0,13.0,0.0,0.0,27.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1680.0,36047084600,2013,5.0,5,0.002976190476190476
885,3.0,1809.0,26.0,44.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,5.0,1886.0,36047084800,2013,0.0,2,0.0010604453870625664
886,23.0,1528.0,0.0,0.0,8.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,36047085000,2013,28.0,1,0.000630119722747322
887,31.0,1811.0,0.0,10.0,0.0,34.0,103.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,36047085400,2013,10.0,4,0.002109704641350211
888,63.0,3574.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,33.0,3659.0,36047085600,2013,22.0,6,0.001639792292976223
889,66.0,2382.0,0.0,66.0,0.0,47.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,36.0,0.0,2589.0,36047085800,2013,28.0,3,0.0011587485515643105
890,8.0,3488.0,0.0,78.0,0.0,41.0,171.0,0.0,0.0,59.0,0.0,19.0,0.0,0.0,0.0,40.0,21.0,3616.0,36047086000,2013,1.0,9,0.002488938053097345
891,0.0,2613.0,0.0,0.0,0.0,133.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746.0,36047086200,2013,0.0,9,0.0032774945375091042
892,0.0,2211.0,38.0,16.0,0.0,79.0,81.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,11.0,46.0,2344.0,36047086400,2013,0.0,1,0.0004266211604095563
893,76.0,3110.0,0.0,0.0,0.0,48.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,3234.0,36047086600,2013,0.0,7,0.0021645021645021645
894,215.0,3143.0,0.0,6.0,0.0,0.0,125.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,3364.0,36047086800,2013,0.0,4,0.0011890606420927466
895,3.0,2972.0,0.0,0.0,0.0,203.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,7.0,3178.0,36047087000,2013,0.0,3,0.0009439899307740718
896,22.0,2374.0,0.0,56.0,0.0,88.0,219.0,38.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,118.0,0.0,2556.0,36047087200,2013,16.0,5,0.0019561815336463224
897,315.0,3121.0,0.0,41.0,0.0,160.0,377.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,3672.0,36047087401,2013,35.0,23,0.006263616557734205
898,374.0,1217.0,0.0,0.0,0.0,16.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,2.0,1725.0,36047087600,2013,118.0,3,0.0017391304347826088
899,92.0,3355.0,0.0,37.0,0.0,104.0,265.0,0.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,36.0,6.0,3588.0,36047087800,2013,0.0,2,0.0005574136008918618
900,173.0,2738.0,0.0,0.0,0.0,33.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2944.0,36047088000,2013,0.0,4,0.001358695652173913
901,142.0,6080.0,0.0,139.0,0.0,51.0,227.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,50.0,15.0,6567.0,36047088200,2013,155.0,21,0.0031978072179077205
902,105.0,4693.0,0.0,101.0,0.0,103.0,303.0,11.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,101.0,9.0,5042.0,36047088400,2013,40.0,9,0.0017850059500198333
903,21.0,4198.0,10.0,0.0,0.0,51.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,4306.0,36047088600,2013,26.0,20,0.004644681839294009
904,70.0,3546.0,0.0,0.0,0.0,318.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,200.0,8.0,3934.0,36047088800,2013,0.0,2,0.0005083884087442806
905,184.0,6140.0,0.0,56.0,0.0,304.0,647.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,224.0,0.0,6696.0,36047089000,2013,12.0,9,0.0013440860215053765
906,81.0,3573.0,44.0,0.0,0.0,28.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,3735.0,36047089200,2013,9.0,15,0.004016064257028112
907,221.0,3452.0,0.0,51.0,9.0,158.0,387.0,0.0,21.0,0.0,0.0,0.0,0.0,30.0,0.0,223.0,0.0,3891.0,36047089400,2013,0.0,9,0.002313030069390902
908,46.0,2792.0,0.0,138.0,0.0,119.0,163.0,46.0,39.0,0.0,0.0,0.0,0.0,53.0,0.0,119.0,0.0,3095.0,36047089600,2013,0.0,3,0.0009693053311793214
909,120.0,1817.0,0.0,0.0,0.0,57.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,2040.0,36047089800,2013,46.0,4,0.00196078431372549
910,242.0,4591.0,0.0,0.0,0.0,743.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,31.0,5576.0,36047090000,2013,0.0,30,0.005380200860832138
911,197.0,3342.0,0.0,65.0,0.0,425.0,879.0,7.0,46.0,0.0,0.0,0.0,0.0,12.0,156.0,340.0,8.0,4040.0,36047090200,2013,11.0,8,0.0019801980198019802
912,372.0,3031.0,51.0,38.0,0.0,875.0,1346.0,0.0,0.0,0.0,0.0,29.0,0.0,9.0,219.0,452.0,0.0,4367.0,36047090600,2013,0.0,11,0.0025188916876574307
