,geoid,White,Black | Afr American,American Indian|Alaska Native,Asian,Native Hawaiian,Other race,Hispanic|Latino (any race),Asian:Asian Indian,Asian:Chinese,Asian:Filipino,Asian:Japanese,Asian:Korean,Asian:Vietnamese,Asian:Other Asian,Hispanic|Latino: Mexican,Hispanic|Latino: Puerto Rican,Hispanic|Latino: Cuban,total_population,incident_year,Two races,gas_leaks,gas_leaks_per_person
0,36005000200,12373.0,7868.0,51.0,1225.0,0.0,7467.0,22067.0,152.0,0.0,0.0,67.0,341.0,0.0,665.0,1117.0,11535.0,142.0,30061.0,12093,1077.0,38,0.0012640963374471908
1,36005000400,12926.0,11356.0,109.0,527.0,0.0,8663.0,22427.0,174.0,183.0,124.0,0.0,9.0,37.0,0.0,423.0,14239.0,559.0,34056.0,12093,475.0,49,0.001438806671364811
2,36005001600,13395.0,12661.0,0.0,24.0,0.0,7860.0,22732.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,356.0,11263.0,459.0,34158.0,12093,218.0,99,0.0028982961531705603
3,36005001900,3873.0,5447.0,0.0,349.0,0.0,5666.0,8878.0,164.0,39.0,15.0,70.0,47.0,0.0,14.0,1612.0,3175.0,33.0,15487.0,12093,152.0,38,0.002453670820688319
4,36005002000,15636.0,23951.0,1060.0,1141.0,0.0,10602.0,33119.0,628.0,0.0,0.0,0.0,0.0,419.0,94.0,2088.0,18786.0,175.0,52625.0,12093,235.0,314,0.005966745843230404
5,36005002400,265.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,12093,0.0,60,0.10695187165775401
6,36005002500,7112.0,7198.0,49.0,1085.0,34.0,16495.0,25563.0,213.0,582.0,0.0,0.0,20.0,0.0,270.0,5988.0,9210.0,0.0,32044.0,12093,71.0,172,0.005367619523155661
7,36005002701,2993.0,6922.0,0.0,0.0,0.0,7968.0,12350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227.0,5758.0,259.0,17939.0,12093,56.0,87,0.004849768660460449
8,36005002702,4721.0,10282.0,271.0,0.0,0.0,12021.0,18819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3001.0,8961.0,154.0,27587.0,12093,292.0,58,0.002102439554862798
9,36005002800,2726.0,23133.0,0.0,290.0,0.0,4412.0,10775.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,251.0,6452.0,63.0,31201.0,12093,640.0,72,0.002307618345565847
10,36005003100,1972.0,3231.0,0.0,200.0,0.0,3577.0,6384.0,0.0,95.0,77.0,0.0,0.0,0.0,28.0,1502.0,1826.0,49.0,9379.0,12093,399.0,42,0.004478089348544621
11,36005003300,4117.0,8521.0,373.0,0.0,0.0,9353.0,14877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.0,6174.0,47.0,22735.0,12093,371.0,32,0.0014075214427094788
12,36005003500,2627.0,7370.0,175.0,0.0,0.0,12083.0,16561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.0,6176.0,22.0,22512.0,12093,257.0,71,0.003153873489694385
13,36005003700,479.0,350.0,0.0,0.0,0.0,698.0,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,641.0,0.0,1527.0,12093,0.0,61,0.03994760969220694
14,36005003800,2847.0,3232.0,12.0,83.0,0.0,1622.0,4549.0,54.0,29.0,0.0,0.0,0.0,0.0,0.0,72.0,3423.0,13.0,7841.0,12093,45.0,34,0.004336181609488586
15,36005003900,8347.0,7578.0,313.0,163.0,0.0,22544.0,30747.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,12821.0,9180.0,181.0,38945.0,12093,0.0,49,0.0012581846193349595
16,36005004001,2269.0,1276.0,0.0,1627.0,0.0,3011.0,4408.0,99.0,614.0,0.0,53.0,0.0,0.0,861.0,252.0,2326.0,29.0,8629.0,12093,446.0,18,0.002085989106501333
17,36005004100,7154.0,10795.0,82.0,223.0,0.0,16833.0,28388.0,83.0,140.0,0.0,0.0,0.0,0.0,0.0,2987.0,15465.0,501.0,36165.0,12093,1078.0,125,0.003456380478363058
18,36005004200,11892.0,23299.0,324.0,785.0,0.0,7854.0,21866.0,404.0,276.0,62.0,43.0,0.0,0.0,0.0,361.0,15084.0,0.0,44578.0,12093,424.0,272,0.00610166449818296
19,36005004300,5110.0,11296.0,391.0,138.0,28.0,17319.0,26285.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,13786.0,27.0,35089.0,12093,807.0,190,0.0054148023597138705
20,36005004400,3782.0,11693.0,95.0,1029.0,0.0,10297.0,16718.0,608.0,204.0,31.0,0.0,0.0,0.0,186.0,718.0,10719.0,167.0,27060.0,12093,164.0,84,0.0031042128603104213
21,36005004600,3878.0,4147.0,38.0,0.0,0.0,2398.0,6593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,4205.0,0.0,10522.0,12093,61.0,194,0.018437559399353733
22,36005004800,3295.0,6347.0,222.0,469.0,0.0,13265.0,19016.0,134.0,178.0,0.0,0.0,0.0,157.0,0.0,3368.0,4574.0,75.0,24672.0,12093,1074.0,21,0.0008511673151750973
23,36005005001,3082.0,10930.0,205.0,122.0,0.0,13522.0,19535.0,30.0,0.0,0.0,0.0,0.0,0.0,92.0,3206.0,8118.0,182.0,28132.0,12093,271.0,89,0.0031636570453576
24,36005005002,5590.0,7470.0,625.0,555.0,0.0,18138.0,25065.0,192.0,0.0,39.0,0.0,0.0,0.0,324.0,8123.0,5022.0,67.0,32942.0,12093,564.0,52,0.0015785319652722968
25,36005005100,2317.0,7381.0,317.0,84.0,0.0,11938.0,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1052.0,7605.0,54.0,22096.0,8066,59.0,8,0.0003620564808110065
26,36005005200,2203.0,3763.0,121.0,204.0,0.0,5725.0,9109.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,2497.0,75.0,12075.0,12093,59.0,65,0.005383022774327122
27,36005005400,6157.0,9735.0,943.0,778.0,0.0,16561.0,27506.0,276.0,330.0,0.0,0.0,0.0,30.0,142.0,6127.0,8811.0,492.0,34418.0,12093,244.0,104,0.0030216747050961705
28,36005005600,2253.0,4095.0,66.0,222.0,0.0,7293.0,9943.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,3863.0,12.0,13965.0,12093,36.0,60,0.004296455424274973
29,36005006000,1150.0,1596.0,0.0,176.0,0.0,4789.0,5948.0,15.0,101.0,39.0,0.0,0.0,0.0,21.0,117.0,2278.0,0.0,7711.0,12093,0.0,79,0.01024510439631695
30,36005006100,1261.0,18295.0,0.0,75.0,0.0,2391.0,4212.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,112.0,1739.0,64.0,22450.0,12093,428.0,168,0.0074832962138084635
31,36005006200,4994.0,17826.0,323.0,553.0,0.0,18336.0,30151.0,334.0,72.0,0.0,0.0,0.0,0.0,147.0,1126.0,12212.0,28.0,42639.0,12093,607.0,204,0.004784352353479209
32,36005006400,3775.0,8136.0,152.0,864.0,0.0,7118.0,11320.0,225.0,131.0,0.0,0.0,150.0,0.0,358.0,818.0,5095.0,91.0,20754.0,12093,709.0,62,0.002987375927532042
33,36005006500,4884.0,11562.0,0.0,485.0,0.0,15772.0,20633.0,78.0,35.0,132.0,0.0,55.0,0.0,185.0,7300.0,8164.0,0.0,32822.0,12093,119.0,92,0.0028029979891536164
34,36005006700,4632.0,15593.0,679.0,33.0,322.0,22664.0,30381.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,7954.0,7172.0,752.0,44283.0,12093,360.0,144,0.003251812207844997
35,36005006800,1838.0,7150.0,129.0,1389.0,0.0,7087.0,10279.0,382.0,144.0,51.0,0.0,271.0,0.0,541.0,1556.0,3337.0,406.0,18103.0,12093,510.0,62,0.003424846710489974
36,36005006900,5700.0,20454.0,278.0,642.0,0.0,20057.0,28236.0,76.0,75.0,0.0,9.0,0.0,0.0,482.0,2110.0,11196.0,114.0,48013.0,12093,882.0,97,0.0020202861724949494
37,36005007000,6124.0,7330.0,285.0,2424.0,0.0,11392.0,17343.0,593.0,244.0,0.0,0.0,0.0,0.0,1587.0,2023.0,5850.0,109.0,28150.0,12093,595.0,38,0.001349911190053286
38,36005007100,1942.0,6326.0,75.0,174.0,0.0,6216.0,9428.0,22.0,72.0,21.0,8.0,0.0,0.0,51.0,424.0,4050.0,66.0,14968.0,12093,235.0,54,0.0036076964190272583
39,36005007200,5982.0,6357.0,270.0,8371.0,0.0,10620.0,16899.0,2642.0,871.0,30.0,0.0,89.0,0.0,4739.0,2860.0,6025.0,138.0,33451.0,12093,1851.0,48,0.0014349346805775612
40,36005007300,3032.0,8325.0,17.0,0.0,241.0,11596.0,15075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3526.0,5202.0,68.0,23435.0,12093,224.0,51,0.0021762321314273522
41,36005007400,7271.0,6909.0,0.0,62.0,0.0,6903.0,14580.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,142.0,8615.0,0.0,21432.0,12093,287.0,51,0.002379619260918253
42,36005007500,3675.0,14678.0,488.0,53.0,0.0,13326.0,20435.0,40.0,0.0,0.0,13.0,0.0,0.0,0.0,1006.0,11547.0,261.0,32442.0,12093,222.0,254,0.007829357006349794
43,36005007600,6943.0,8403.0,313.0,2485.0,0.0,12878.0,21264.0,1243.0,0.0,7.0,0.0,0.0,0.0,1235.0,5573.0,6795.0,161.0,31739.0,12093,717.0,57,0.0017958977913607864
44,36005007700,1739.0,3360.0,91.0,14.0,0.0,6352.0,8694.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,1001.0,3446.0,29.0,11583.0,12093,27.0,87,0.007511007511007511
45,36005007800,9238.0,8786.0,0.0,3798.0,0.0,17468.0,27479.0,1198.0,1386.0,0.0,0.0,0.0,646.0,568.0,5216.0,12442.0,184.0,39510.0,12093,220.0,47,0.0011895722601872943
46,36005007900,5466.0,12041.0,0.0,0.0,124.0,21106.0,29426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4235.0,11569.0,2.0,39030.0,12093,293.0,108,0.0027671022290545735
47,36005008300,4291.0,10049.0,95.0,1209.0,56.0,21486.0,30180.0,0.0,1152.0,0.0,57.0,0.0,0.0,0.0,4191.0,14059.0,86.0,37559.0,12093,373.0,133,0.0035410953433265
48,36005008400,3960.0,5565.0,348.0,762.0,0.0,4163.0,9336.0,279.0,52.0,0.0,0.0,0.0,70.0,361.0,457.0,6180.0,269.0,15132.0,12093,334.0,32,0.0021147237642083
49,36005008500,3495.0,8815.0,69.0,268.0,38.0,23706.0,29069.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,1944.0,11349.0,243.0,36691.0,12093,300.0,123,0.003352320732604726
50,36005008600,8002.0,7108.0,0.0,621.0,0.0,6578.0,16019.0,56.0,0.0,0.0,0.0,63.0,502.0,0.0,981.0,9935.0,66.0,22567.0,12093,258.0,265,0.011742810298223069
51,36005008700,4950.0,9632.0,216.0,46.0,0.0,21737.0,28242.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,3153.0,9439.0,32.0,36898.0,12093,317.0,71,0.0019242235351509566
52,36005008900,3060.0,5333.0,205.0,104.0,0.0,10813.0,16110.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,2095.0,7451.0,13.0,20045.0,12093,530.0,35,0.001746071339486156
53,36005009000,8720.0,7286.0,75.0,787.0,0.0,5255.0,15198.0,529.0,139.0,18.0,0.0,62.0,0.0,39.0,0.0,8182.0,0.0,22278.0,12093,155.0,32,0.001436394649429931
54,36005009200,6071.0,5986.0,33.0,5219.0,0.0,15147.0,20532.0,1946.0,626.0,296.0,7.0,0.0,0.0,2344.0,2463.0,10635.0,263.0,33220.0,12093,764.0,63,0.0018964479229379892
55,36005009300,6249.0,11976.0,158.0,4.0,0.0,18780.0,27123.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1978.0,11439.0,237.0,37658.0,12093,491.0,163,0.0043284295501619845
56,36005009600,2918.0,3542.0,63.0,2662.0,0.0,5891.0,8583.0,1156.0,17.0,237.0,0.0,43.0,0.0,1209.0,167.0,4908.0,122.0,15191.0,12093,115.0,27,0.0017773681785267592
57,36005009800,11556.0,8991.0,0.0,1100.0,0.0,7724.0,20862.0,246.0,189.0,15.0,59.0,227.0,0.0,364.0,809.0,13822.0,973.0,29826.0,12093,455.0,41,0.001374639576208677
58,36005011000,0.0,0.0,0.0,0.0,0.0,762.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,404.0,0.0,762.0,12093,0.0,51,0.06692913385826772
59,36005011502,4930.0,10231.0,44.0,175.0,244.0,10607.0,18319.0,0.0,148.0,27.0,0.0,0.0,0.0,0.0,1629.0,7779.0,200.0,26612.0,12093,381.0,64,0.0024049301067187736
60,36005011700,1843.0,3323.0,58.0,52.0,0.0,3844.0,6503.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,189.0,4070.0,133.0,9364.0,12093,244.0,33,0.0035241349850491242
61,36005011800,25466.0,858.0,0.0,1372.0,22.0,3069.0,6540.0,176.0,210.0,413.0,0.0,146.0,70.0,357.0,18.0,3532.0,228.0,31080.0,12093,293.0,34,0.001093951093951094
62,36005011900,3799.0,11050.0,157.0,129.0,11.0,16813.0,22558.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1895.0,8055.0,49.0,32797.0,12093,838.0,50,0.00152452968259292
63,36005012101,2515.0,5484.0,23.0,229.0,0.0,9110.0,12478.0,53.0,0.0,0.0,0.0,0.0,0.0,176.0,2323.0,4205.0,122.0,17635.0,12093,274.0,66,0.0037425574142330594
64,36005012102,1435.0,1931.0,0.0,26.0,0.0,5975.0,8106.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,126.0,4294.0,40.0,9446.0,12093,79.0,29,0.003070082574634766
65,36005012300,1823.0,8168.0,192.0,174.0,0.0,12997.0,16412.0,120.0,0.0,0.0,54.0,0.0,0.0,0.0,691.0,5900.0,114.0,23433.0,12093,79.0,97,0.0041394614432637734
66,36005012500,2778.0,7841.0,359.0,361.0,0.0,12564.0,16741.0,0.0,145.0,0.0,0.0,80.0,136.0,0.0,1110.0,7839.0,305.0,24321.0,12093,418.0,45,0.0018502528678919453
67,36005012701,2536.0,2935.0,90.0,318.0,0.0,5848.0,9172.0,103.0,79.0,0.0,0.0,16.0,100.0,20.0,197.0,4726.0,32.0,11812.0,12093,85.0,52,0.0044023027429732475
68,36005012901,2865.0,10209.0,41.0,725.0,30.0,10194.0,14622.0,389.0,46.0,12.0,0.0,0.0,0.0,278.0,693.0,7757.0,132.0,24129.0,12093,65.0,67,0.002776741680135936
69,36005013000,1021.0,162.0,0.0,0.0,0.0,240.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,567.0,30.0,1453.0,2017,30.0,2,0.0013764624913971094
70,36005013100,3052.0,10808.0,21.0,228.0,0.0,15211.0,20164.0,23.0,205.0,0.0,0.0,0.0,0.0,0.0,976.0,8816.0,47.0,29621.0,12093,301.0,78,0.0026332669389959825
71,36005013200,22528.0,7056.0,12.0,1893.0,0.0,11430.0,22230.0,257.0,334.0,29.0,0.0,0.0,60.0,1213.0,148.0,15413.0,35.0,43150.0,12093,231.0,98,0.002271147161066049
72,36005013300,3348.0,14903.0,472.0,594.0,0.0,18993.0,24320.0,0.0,103.0,0.0,0.0,0.0,0.0,491.0,0.0,9067.0,557.0,38378.0,12093,68.0,176,0.0045859607066548545
73,36005013500,2351.0,8743.0,94.0,0.0,236.0,9402.0,13989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.0,4757.0,50.0,21151.0,12093,325.0,259,0.012245283910926196
74,36005013800,12845.0,810.0,0.0,782.0,0.0,2604.0,4709.0,16.0,664.0,0.0,0.0,0.0,27.0,75.0,22.0,2794.0,214.0,17197.0,12093,156.0,40,0.002325987090771646
75,36005014100,4555.0,12527.0,324.0,304.0,0.0,12743.0,19061.0,0.0,43.0,52.0,0.0,209.0,0.0,0.0,2075.0,7638.0,40.0,30757.0,12093,304.0,90,0.0029261631498520664
76,36005014300,635.0,3052.0,66.0,159.0,0.0,1551.0,2368.0,0.0,146.0,0.0,0.0,0.0,0.0,13.0,0.0,756.0,49.0,5509.0,10080,46.0,11,0.0019967326193501543
77,36005014400,7750.0,14768.0,409.0,772.0,0.0,9750.0,21280.0,108.0,360.0,133.0,0.0,0.0,108.0,63.0,59.0,14744.0,290.0,33851.0,12093,402.0,255,0.007533012318690733
78,36005014500,3115.0,19128.0,365.0,55.0,0.0,20062.0,26024.0,28.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,12377.0,1592.0,43725.0,12093,1000.0,161,0.00368210405946255
79,36005014701,3976.0,23107.0,0.0,47.0,0.0,14817.0,22028.0,0.0,44.0,3.0,0.0,0.0,0.0,0.0,220.0,7993.0,170.0,42365.0,12093,418.0,195,0.004602856131240411
80,36005014702,1623.0,9561.0,81.0,0.0,0.0,8966.0,11701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4813.0,210.0,20290.0,8060,59.0,7,0.0003449975357318876
81,36005014900,2852.0,10599.0,0.0,45.0,0.0,11428.0,16096.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,4639.0,99.0,25712.0,12093,788.0,72,0.0028002489110143126
82,36005015100,3215.0,14631.0,0.0,0.0,116.0,13553.0,18242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,6475.0,32.0,31732.0,12093,217.0,98,0.003088365057355351
83,36005015200,7111.0,2095.0,133.0,739.0,0.0,5964.0,9880.0,394.0,129.0,216.0,0.0,0.0,0.0,0.0,29.0,5347.0,79.0,16238.0,12093,196.0,30,0.0018475181672619782
84,36005015300,2433.0,14277.0,158.0,291.0,82.0,9400.0,14667.0,79.0,0.0,0.0,0.0,38.0,0.0,174.0,220.0,5396.0,94.0,26960.0,12093,319.0,61,0.002262611275964392
85,36005015500,1825.0,4008.0,71.0,186.0,0.0,11850.0,14577.0,13.0,86.0,0.0,0.0,0.0,0.0,87.0,645.0,4269.0,51.0,18120.0,12093,180.0,31,0.0017108167770419427
86,36005015700,2657.0,7505.0,225.0,342.0,0.0,13338.0,16997.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,665.0,5827.0,136.0,24103.0,12093,36.0,77,0.0031946230759656476
87,36005015800,2618.0,329.0,0.0,148.0,0.0,1269.0,2356.0,51.0,97.0,0.0,0.0,0.0,0.0,0.0,158.0,1498.0,0.0,4573.0,8061,209.0,12,0.002624097966324076
88,36005015900,2171.0,889.0,80.0,84.0,0.0,7458.0,10218.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0,2381.0,4197.0,0.0,10728.0,12093,46.0,17,0.0015846383296047725
89,36005016000,18852.0,282.0,0.0,660.0,0.0,4317.0,6655.0,66.0,154.0,0.0,0.0,0.0,440.0,0.0,0.0,3188.0,0.0,24394.0,12093,283.0,46,0.001885709600721489
90,36005016100,2857.0,7915.0,0.0,124.0,22.0,14381.0,18592.0,0.0,0.0,0.0,55.0,37.0,0.0,32.0,326.0,5688.0,0.0,25335.0,12093,36.0,50,0.0019735543714229325
91,36005016200,3643.0,365.0,129.0,30.0,0.0,1539.0,2857.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,260.0,1972.0,125.0,5810.0,6048,104.0,6,0.0010327022375215145
92,36005016300,0.0,122.0,0.0,0.0,0.0,86.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,208.0,12093,0.0,103,0.4951923076923077
93,36005016400,3882.0,340.0,0.0,0.0,0.0,538.0,1469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,908.0,34.0,4771.0,10080,11.0,9,0.0018863969817648292
94,36005016500,600.0,3603.0,0.0,37.0,0.0,2218.0,3595.0,0.0,0.0,0.0,13.0,24.0,0.0,0.0,129.0,2150.0,37.0,6462.0,12093,4.0,15,0.002321262766945218
95,36005016600,6870.0,1229.0,0.0,1066.0,0.0,3918.0,7399.0,445.0,196.0,161.0,0.0,8.0,0.0,256.0,371.0,4189.0,107.0,13353.0,12093,270.0,21,0.0015726802965625702
96,36005016700,1524.0,9049.0,65.0,0.0,0.0,5939.0,8627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,3081.0,174.0,16757.0,12093,180.0,50,0.0029838276541146983
97,36005016900,996.0,5006.0,16.0,12.0,0.0,2575.0,3981.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,34.0,1188.0,174.0,8761.0,12093,156.0,67,0.007647528820910855
98,36005017100,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,12093,0.0,21,7.0
99,36005017300,5027.0,11211.0,571.0,2153.0,0.0,15404.0,23707.0,1568.0,141.0,0.0,144.0,87.0,191.0,22.0,1622.0,7496.0,147.0,34799.0,12093,433.0,219,0.006293284289778442
100,36005017500,3186.0,18147.0,1470.0,47.0,0.0,17209.0,25613.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,199.0,9459.0,507.0,40626.0,12093,567.0,169,0.0041598976025205535
101,36005017701,2296.0,9082.0,0.0,43.0,0.0,16667.0,19178.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,5175.0,6489.0,8.0,28205.0,12093,117.0,164,0.0058145718844176564
102,36005017702,3442.0,11099.0,0.0,563.0,0.0,16155.0,20883.0,134.0,0.0,0.0,0.0,0.0,0.0,429.0,2146.0,5135.0,497.0,31709.0,12093,450.0,217,0.006843482922829481
103,36005018101,1604.0,9019.0,313.0,0.0,0.0,7026.0,9997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,3831.0,23.0,17962.0,12093,0.0,42,0.002338269680436477
104,36005018302,3096.0,7525.0,132.0,249.0,0.0,11327.0,15439.0,39.0,0.0,57.0,0.0,0.0,0.0,153.0,1798.0,2969.0,70.0,22971.0,12093,642.0,31,0.001349527665317139
105,36005018400,15684.0,907.0,0.0,351.0,35.0,5140.0,8988.0,242.0,33.0,76.0,0.0,0.0,0.0,0.0,53.0,5773.0,18.0,22334.0,12093,217.0,34,0.0015223426166383093
106,36005018500,3705.0,20995.0,357.0,7.0,0.0,18404.0,24607.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,246.0,9448.0,160.0,44281.0,12093,813.0,230,0.005194101307558547
107,36005019400,4621.0,1943.0,64.0,301.0,12.0,5424.0,7956.0,93.0,0.0,208.0,0.0,0.0,0.0,0.0,911.0,5431.0,8.0,12782.0,12093,417.0,38,0.0029729306837740573
108,36005020000,4574.0,2116.0,191.0,7891.0,36.0,10855.0,16086.0,2650.0,459.0,320.0,0.0,30.0,61.0,4371.0,3380.0,6652.0,8.0,26743.0,12093,1080.0,68,0.0025427214598212618
109,36005020200,2820.0,2338.0,171.0,2326.0,0.0,5288.0,7816.0,656.0,160.0,134.0,0.0,0.0,41.0,1335.0,997.0,3903.0,198.0,13204.0,12093,261.0,67,0.0050742199333535295
110,36005020400,4147.0,2800.0,0.0,2668.0,0.0,7971.0,12683.0,1012.0,189.0,434.0,0.0,0.0,0.0,1033.0,650.0,5211.0,268.0,17993.0,12093,407.0,40,0.0022230867559606513
111,36005020601,2921.0,2541.0,34.0,5006.0,0.0,4830.0,7389.0,3057.0,149.0,135.0,0.0,0.0,0.0,1665.0,269.0,3640.0,253.0,15510.0,12093,178.0,42,0.0027079303675048355
112,36005021001,5519.0,30457.0,207.0,3646.0,39.0,13275.0,21537.0,986.0,116.0,34.0,0.0,124.0,104.0,2282.0,167.0,13105.0,285.0,53954.0,12093,811.0,198,0.0036697927864477145
113,36005021002,4578.0,23260.0,0.0,5921.0,0.0,4532.0,10807.0,1546.0,0.0,209.0,0.0,63.0,0.0,4103.0,58.0,6882.0,425.0,39054.0,12093,763.0,42,0.0010754340144415425
114,36005021200,3730.0,12527.0,151.0,7034.0,0.0,6153.0,10719.0,2512.0,172.0,122.0,0.0,328.0,0.0,3900.0,239.0,8607.0,0.0,30476.0,12093,881.0,26,0.0008531303320645754
115,36005021601,5902.0,6837.0,125.0,1083.0,0.0,10649.0,15690.0,572.0,179.0,31.0,0.0,22.0,0.0,279.0,1538.0,6962.0,163.0,24676.0,12093,80.0,80,0.003242016534284325
116,36005021602,6189.0,13920.0,512.0,7139.0,0.0,5445.0,13651.0,2290.0,313.0,183.0,0.0,0.0,0.0,4353.0,1117.0,7967.0,125.0,33808.0,12093,603.0,60,0.0017747278750591575
117,36005021800,6157.0,13321.0,63.0,2212.0,0.0,18007.0,25948.0,1521.0,19.0,0.0,0.0,0.0,0.0,672.0,3428.0,10908.0,761.0,40217.0,12093,457.0,188,0.004674640077579133
118,36005022000,1457.0,2652.0,46.0,727.0,1.0,7522.0,9251.0,539.0,168.0,0.0,0.0,0.0,20.0,0.0,1503.0,2602.0,23.0,12457.0,12093,52.0,65,0.005217949747130127
119,36005022200,3811.0,3503.0,321.0,3767.0,0.0,7398.0,11107.0,1919.0,399.0,72.0,0.0,0.0,0.0,1377.0,2143.0,5207.0,61.0,19101.0,12093,301.0,92,0.004816501753834878
120,36005022401,3382.0,3166.0,117.0,1113.0,0.0,7912.0,9998.0,191.0,173.0,329.0,0.0,0.0,0.0,420.0,2662.0,3161.0,98.0,15729.0,12093,39.0,67,0.004259647784347384
121,36005022403,5872.0,3449.0,181.0,201.0,0.0,10181.0,13708.0,44.0,0.0,33.0,0.0,0.0,8.0,116.0,2717.0,4161.0,59.0,20256.0,12093,372.0,104,0.005134281200631911
122,36005022404,8927.0,5976.0,262.0,1232.0,0.0,7395.0,11154.0,223.0,0.0,97.0,0.0,0.0,0.0,912.0,704.0,4503.0,141.0,24145.0,12093,353.0,57,0.0023607372126734313
123,36005022500,4999.0,13716.0,122.0,613.0,0.0,20291.0,27951.0,0.0,0.0,420.0,0.0,0.0,0.0,193.0,4206.0,4941.0,47.0,40123.0,10076,382.0,15,0.000373850409989283
124,36005022800,9894.0,7492.0,115.0,5048.0,0.0,13335.0,18171.0,1303.0,144.0,0.0,0.0,383.0,1474.0,1744.0,3955.0,8497.0,0.0,36342.0,12093,458.0,45,0.0012382367508667657
125,36005022901,3951.0,12448.0,458.0,570.0,88.0,13818.0,21202.0,325.0,0.0,0.0,0.0,0.0,0.0,245.0,1479.0,4655.0,127.0,32133.0,12093,800.0,25,0.0007780163694644136
126,36005022902,2715.0,6404.0,18.0,75.0,0.0,10302.0,14450.0,39.0,0.0,0.0,36.0,0.0,0.0,0.0,278.0,3567.0,121.0,20098.0,12093,584.0,53,0.0026370783162503733
127,36005023000,6622.0,1936.0,506.0,1604.0,0.0,7625.0,10793.0,204.0,458.0,120.0,0.0,0.0,471.0,351.0,1292.0,3715.0,297.0,18453.0,12093,160.0,76,0.004118571505988186
128,36005023100,1335.0,2696.0,11.0,0.0,0.0,2095.0,3631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,1184.0,25.0,6164.0,8063,27.0,7,0.0011356262167423752
129,36005023200,5447.0,1227.0,97.0,922.0,28.0,8210.0,10218.0,101.0,130.0,534.0,0.0,0.0,54.0,103.0,1339.0,3503.0,147.0,16394.0,12093,463.0,37,0.002256923264609003
130,36005023302,3472.0,4346.0,34.0,230.0,0.0,8982.0,13784.0,25.0,30.0,0.0,0.0,175.0,0.0,0.0,673.0,1786.0,121.0,17115.0,10078,51.0,11,0.0006427110721589249
131,36005023501,1972.0,1887.0,43.0,100.0,0.0,8389.0,10789.0,0.0,53.0,22.0,0.0,0.0,25.0,0.0,799.0,2464.0,24.0,12405.0,8066,14.0,13,0.0010479645304312776
