,unemployed,unemployed%,mean_houshold_income,geoid
269,100,4.5,186497,36119014607
270,199,10.6,34891,36119000103
271,170,8.5,72231,36119000401
272,293,10.8,62454,36119000402
273,248,15.1,48769,36119001200
274,24,1.2,94886,36119002101
275,11,1.4,180171,36119002105
276,87,4.6,303261,36119013201
277,85,3.2,303543,36119012303
278,150,4.6,313313,36119013102
279,42,8.8,53112,36085007700
280,250,5.5,97546,36085017010
281,60,8.1,44072,36085031901
282,38,5.2,78363,36085001700
283,79,23.4,21575,36085013301
284,187,6.9,62320,36097950100
285,130,6.9,58709,36097950400
286,156,5.8,122406,36103146201
287,254,7.3,140469,36103135402
288,214,6.7,104049,36103146002
289,80,5.6,90073,36103146607
290,181,4.6,97490,36103158712
291,199,5.4,111745,36103159407
292,152,6.7,132666,36103134907
293,50,4.1,137843,36103135201
294,107,4.0,163219,36103135204
295,194,7.2,128609,36103135205
296,113,3.6,125847,36103146500
297,54,3.2,120874,36103146705
298,86,5.7,113927,36103146706
299,50,3.4,101717,36103147803
300,378,12.9,163557,36103158007
301,28,1.5,106067,36103158111
302,212,9.0,96377,36103158112
303,66,5.8,100067,36103158116
304,83,2.5,118085,36103158317
305,97,4.2,114357,36103158318
306,33,5.1,97700,36103158401
307,145,4.0,130485,36103158508
308,210,5.4,114284,36103158511
309,78,3.7,122304,36103158512
310,144,5.4,110325,36103158604
311,91,4.7,72596,36029015003
312,66,2.9,64374,36029015800
313,63,2.6,68464,36029008600
314,85,3.1,71043,36029008700
315,101,4.6,62169,36029008800
316,96,3.6,59720,36029009107
317,73,4.5,78461,36029009109
318,51,2.3,109199,36029009114
319,102,5.1,52517,36029009200
320,82,3.3,99663,36029009402
321,158,6.4,62019,36029010103
322,53,4.1,64827,36029010500
323,64,4.9,62287,36029010901
324,221,6.0,72437,36029011200
325,158,6.6,59175,36029011300
326,134,5.0,84065,36029012003
327,92,5.4,60103,36029013001
328,104,3.0,89995,36029013400
329,153,5.0,83706,36029014903
330,111,7.4,79379,36029015302
331,0,0.0,-999999999,36029940100
332,33,1.9,83890,36029015201
333,148,13.1,67924,36029015600
334,111,14.2,41649,36029000500
335,174,14.1,31463,36029003600
336,283,9.4,52808,36029004300
337,60,2.2,57080,36029005100
338,73,3.4,61644,36029006701
339,129,4.9,60616,36029008003
340,131,5.0,260836,36119013103
341,73,2.9,150842,36119012102
342,113,7.3,128292,36119012301
343,78,3.7,188739,36119012503
344,176,9.9,74940,36119014200
345,239,11.5,46715,36119014300
346,195,5.4,123523,36119014703
347,33,3.5,136251,36119001900
348,236,11.4,54973,36119001302
349,87,9.2,107946,36119001402
350,150,9.7,77126,36119001503
351,78,5.1,86683,36119002106
352,167,11.5,147115,36119002201
353,81,4.9,91467,36119002405
354,29,4.1,114078,36119004300
355,167,6.6,66231,36119005800
356,118,4.8,66314,36119005901
357,239,5.6,127932,36119008200
358,197,6.6,119830,36119008700
359,90,3.4,95163,36119008800
360,307,12.5,111909,36119009000
361,50,3.5,175122,36119009701
362,72,4.8,76948,36113070100
363,78,8.0,51785,36113070200
364,211,16.0,44140,36113070500
365,45,3.9,85568,36113078000
366,112,5.0,64711,36113070400
367,210,9.5,93531,36027010000
368,73,5.7,83586,36027120000
369,152,4.3,89697,36027140200
370,219,9.5,83812,36103111201
371,99,6.7,158784,36103111802
372,61,4.6,143277,36103111804
373,95,6.2,97886,36103122705
374,145,4.2,104928,36103122901
375,58,2.6,111123,36103123102
376,193,5.8,98990,36103123900
377,114,4.1,102745,36103124001
378,71,4.4,158098,36103124601
379,50,2.8,199839,36103134703
380,105,3.1,145382,36103134904
381,166,6.4,151902,36103135003
382,128,4.5,165624,36103135103
383,102,4.2,72546,36103145703
384,1019,16.0,100625,36103145902
385,102,8.5,114447,36103146205
386,69,5.4,109472,36103146206
387,144,4.7,117313,36103146800
388,112,3.2,97174,36103147401
389,184,5.2,125406,36103147501
390,103,5.1,166326,36103147902
391,152,4.7,132380,36103158006
392,95,6.9,157142,36103158009
393,52,2.3,128762,36103158107
394,130,6.7,116322,36103158110
395,179,6.0,121403,36103158306
396,0,0.0,124995,36103180300
397,73,1.8,135141,36103159410
398,72,3.3,126175,36103159602
399,127,6.7,117031,36103170002
400,60,2.8,112090,36103190403
401,49,4.7,198318,36103190708
402,196,6.0,134653,36103111505
403,67,3.8,78290,36007012103
404,5,0.9,63914,36007012900
405,90,4.2,93670,36007013000
406,45,1.6,91706,36007014600
407,124,8.4,44144,36007013600
408,168,11.9,45683,36007000200
409,110,11.6,39810,36007000400
410,177,20.1,30449,36007000500
411,232,26.6,22957,36007001300
412,44,5.8,64092,36007012000
413,131,7.1,70743,36007012101
414,85,8.6,57178,36007012400
415,77,5.1,77710,36007014500
416,141,9.9,49487,36007000700
417,334,8.6,146578,36059410900
418,302,12.0,67617,36059411100
419,62,2.3,255262,36059411600
420,41,2.0,191852,36059412700
421,76,3.7,120123,36059413001
422,159,6.0,126861,36059413100
423,142,5.1,120313,36059414501
424,290,9.3,132866,36059415000
425,114,3.4,122333,36059415300
426,60,3.1,203256,36059416300
427,50,2.6,194622,36059303101
428,66,7.4,51543,36005003100
429,106,16.3,65774,36005003800
430,228,11.5,31917,36005004100
431,220,10.3,34565,36005011900
432,232,13.9,40720,36005011502
433,225,8.9,57958,36005014100
434,237,11.3,43591,36005015100
435,216,11.2,40696,36005015300
436,191,16.6,28341,36005015500
437,148,14.3,50515,36005023600
438,212,10.6,29879,36005024300
439,398,26.2,28463,36005004400
440,405,16.9,43673,36005004800
441,82,6.1,53042,36005005902
442,437,14.2,40147,36005008300
443,120,7.9,86672,36005008400
444,472,14.6,59762,36005009200
445,20,2.8,32072,36005012701
446,117,7.9,42720,36005013500
447,73,6.4,83844,36005013800
448,170,9.2,29185,36005016100
449,0,-666666666.0,-666666666,36005017100
450,489,13.7,39806,36005019500
451,241,14.1,39012,36005022902
452,144,9.1,38724,36005023302
453,101,8.3,69969,36005024400
454,246,11.3,49003,36005026900
455,375,9.7,49038,36005027300
456,98,3.5,119510,36005029500
457,82,4.3,109747,36005029700
458,100,4.9,106297,36005031000
459,36,3.7,85182,36005031600
460,118,12.1,90315,36005031800
461,193,7.9,91115,36005032300
462,162,10.6,36614,36005032400
463,25,8.2,57380,36005033400
464,837,21.8,33910,36005036300
465,186,21.7,37109,36005036902
466,343,13.9,39257,36005037300
467,222,14.6,52984,36005037800
468,356,16.8,34687,36005037900
469,452,23.9,34216,36005038700
470,292,15.3,55193,36005039600
471,481,22.5,45500,36005040100
472,103,5.4,59013,36005040600
473,291,12.5,53416,36005042300
474,450,14.5,45934,36005042500
475,152,8.2,48275,36005042901
476,128,6.8,61327,36005044200
477,0,0.0,171448,36005050400
478,0,-666666666.0,-666666666,36005016300
479,139,21.7,41023,36005016900
480,221,10.0,30079,36005017300
481,145,11.3,86377,36005024600
482,0,-666666666.0,-666666666,36005024900
483,93,7.1,88506,36005025000
484,130,9.8,82456,36005025200
485,85,6.4,53398,36005025700
486,331,11.8,49203,36005027700
487,96,4.9,77634,36005028500
488,48,7.1,90094,36005028600
489,170,6.6,62497,36005028900
490,65,7.3,104354,36005031200
491,350,9.3,39455,36005018900
492,442,10.4,47361,36005019900
493,64,6.2,45432,36005020200
494,222,16.0,62174,36005020601
495,340,14.4,34099,36005021100
496,363,13.0,61947,36005021200
497,336,16.7,42029,36005021601
498,81,11.0,57933,36005025600
499,76,8.2,58430,36005022703
500,110,19.1,45781,36005023702
501,178,8.9,48746,36005024000
502,208,7.8,40502,36005026300
503,515,11.9,48353,36005026500
504,226,10.0,72529,36005028100
505,159,12.5,41822,36005028300
506,91,7.4,118065,36005031400
507,236,14.7,43683,36005032800
508,304,15.9,37248,36005037400
509,230,16.6,62648,36005038200
510,43,4.4,76702,36005045102
511,217,12.8,82814,36005034500
512,53,4.4,80177,36005035600
513,173,19.2,37582,36005035900
514,126,11.3,62412,36005036800
515,177,6.5,116186,36103145701
516,82,3.0,170226,36103110300
517,134,5.0,86749,36103111002
518,77,3.2,198350,36103111300
519,59,8.0,180993,36103111504
520,195,8.3,137795,36103122300
521,222,6.4,83637,36103123402
522,66,3.1,96611,36103123801
523,101,5.0,120215,36103124002
524,65,4.8,107599,36103135005
525,182,4.9,131477,36103135401
526,125,5.0,130130,36103135403
527,245,8.7,94904,36103145604
528,279,13.6,45660,36007001700
529,31,2.4,75244,36007012201
530,69,4.9,46356,36007013100
531,50,15.8,24269,36007001200
532,63,5.3,95356,36007001600
533,188,9.1,64765,36007012202
534,170,6.7,75726,36007012600
535,138,5.0,101435,36007012702
536,267,13.8,46663,36001000700
537,82,5.5,93862,36001001901
538,36,2.7,90030,36001001902
539,172,6.9,104760,36103158609
540,172,9.7,79559,36103158705
541,149,7.1,78577,36103158708
542,122,4.8,127106,36103147001
543,107,6.4,165299,36103147100
544,391,8.3,104577,36103147300
545,220,7.0,155766,36103147502
546,73,2.1,197807,36103158002
547,105,3.3,112015,36103158104
548,227,5.5,125474,36029014702
549,46,2.5,72382,36029012902
550,129,3.7,69716,36029014300
551,122,8.0,57360,36029014502
552,239,20.8,45551,36047114400
553,84,7.9,129801,36047011900
554,84,6.8,97731,36047015200
555,49,5.2,140129,36047016600
556,66,6.2,82646,36047021100
557,142,6.7,99186,36047048500
558,71,3.0,103942,36047056100
559,44,4.2,161544,36047062000
560,112,48.5,17525,36047080800
561,119,8.1,48602,36047092400
562,86,11.7,85910,36047093200
563,288,13.8,51045,36047110400
564,148,10.0,68975,36047111600
565,55,2.8,49666,36047123700
566,71,3.8,143692,36047150200
567,49,4.0,150805,36047004400
568,73,4.8,106573,36047005300
569,120,3.9,104312,36047069602
570,212,7.5,74568,36047079601
571,262,10.8,58039,36047079602
572,206,10.2,90720,36047079801
573,376,10.2,70459,36047079802
574,128,5.4,32823,36047105801
575,0,-666666666.0,-666666666,36047990100
576,29,4.5,113292,36113070602
577,46,2.5,69324,36113070701
578,135,4.7,87349,36113070601
579,0,-666666666.0,-666666666,36013990000
580,77,8.3,66315,36035970400
581,213,7.5,75803,36035971500
582,66,3.5,57193,36035970500
583,213,6.5,74046,36035970600
584,160,9.7,41631,36035970700
585,257,20.0,47256,36035970800
586,0,-666666666.0,-666666666,36081065501
587,62,3.3,105680,36081066501
588,72,5.7,71852,36081066701
589,92,6.6,86369,36081012500
590,0,0.0,-999999999,36085022800
591,124,4.6,111675,36085024401
592,190,7.8,128295,36085024402
593,149,5.3,104309,36085027705
594,71,4.0,89539,36085027706
595,0,-666666666.0,-666666666,36085990100
596,66,4.7,132321,36085006700
597,52,3.8,181229,36085018100
598,13,0.4,133201,36085019800
599,77,5.8,95705,36085012805
600,70,5.6,114357,36119014000
601,155,4.9,205757,36119014606
602,79,3.3,180423,36119014805
603,93,3.8,135801,36119014907
604,224,11.2,74216,36119002700
605,159,6.4,92869,36119004100
606,115,7.6,197242,36119004600
607,135,4.6,167420,36119005300
608,222,7.9,72870,36119006200
609,87,5.8,202747,36119007402
610,342,7.8,68218,36119007900
611,68,4.9,153895,36119009702
612,68,2.2,290643,36119010701
613,142,7.6,129756,36119011000
614,120,4.0,292986,36119011800
615,204,6.6,222291,36119012502
616,70,3.2,319952,36119012700
617,95,3.4,90423,36119013600
618,131,4.3,61045,36119014100
619,193,8.7,53894,36119001102
620,100,4.8,123530,36119001301
621,30,2.4,77488,36119001505
622,417,12.1,94800,36119001700
623,118,8.1,60236,36119003200
624,57,3.4,70928,36119003300
625,223,8.7,78456,36119003400
626,144,7.4,65964,36119003700
627,112,5.0,103452,36119003900
628,94,4.9,169803,36119005001
629,222,5.9,89722,36119005701
630,78,2.2,187368,36119007200
631,120,4.7,238011,36119007700
632,181,8.3,104064,36119008902
633,129,9.3,147038,36119009300
634,211,7.7,108232,36119009400
635,48,2.6,450092,36119009800
636,129,9.4,63441,36097950300
637,138,6.4,54396,36097950500
638,53,6.9,69654,36097950200
639,105,4.6,66617,36109002100
640,171,5.0,87722,36109002300
641,23,2.7,51339,36109000100
642,105,5.9,25651,36109000200
643,121,4.9,81611,36109000500
644,57,2.3,86048,36109001600
645,104,4.3,67497,36109002200
646,59,3.7,73265,36109000800
647,123,6.0,50386,36109001000
648,35,1.4,71454,36109001700
649,94,2.7,101333,36109001500
650,124,4.2,70177,36109001800
651,141,15.8,76970,36109000300
652,225,15.8,65323,36109000400
653,70,3.5,64532,36109000700
654,169,12.5,70650,36109001200
655,131,4.2,79714,36109001300
656,266,6.9,84469,36109001900
657,115,4.4,117515,36109000600
658,92,3.1,70268,36109001100
659,76,3.4,90155,36109002000
660,62,3.1,91080,36109000900
661,85,4.2,81456,36109001400
662,65,4.0,66803,36113071000
663,56,5.8,61286,36113073500
664,146,3.4,76162,36113070800
665,56,2.1,124295,36113070900
666,61,5.1,76770,36113076000
667,81,3.9,68720,36113070300
668,114,6.0,83653,36113072000
669,120,6.0,64747,36113073000
670,50,5.7,53937,36113074000
671,35,2.1,64186,36113075000
672,56,3.4,111806,36103158114
673,148,7.8,104723,36103122404
674,222,9.0,106744,36103122602
675,97,6.9,116178,36103122704
676,96,3.3,108719,36103123001
677,13,1.5,66385,36103123302
678,294,7.6,84867,36103123701
679,56,3.8,108105,36103158709
680,216,5.9,88847,36103158804
681,109,5.3,106456,36103159107
682,208,5.2,116504,36103159108
683,377,12.9,82346,36103122406
684,319,9.4,107689,36103122601
685,137,6.3,107157,36103122706
686,95,5.8,143642,36103111704
687,179,7.7,115982,36103112002
688,199,5.1,181373,36103112210
689,236,7.8,177636,36103112214
690,144,5.8,120950,36103122502
691,19,1.1,65768,36029007904
692,79,4.0,53102,36029008202
693,218,14.0,36803,36029003700
694,182,7.3,92050,36029004800
695,89,9.6,31267,36029008300
696,48,4.4,51663,36029008400
697,34,3.9,51631,36029009112
698,81,2.4,91573,36029009600
699,28,2.8,60206,36029009800
700,185,12.3,56359,36029010600
701,54,4.9,61922,36029010700
702,46,3.5,62736,36029011600
703,38,3.9,59900,36029012502
704,68,4.1,80018,36029006501
705,122,11.1,40650,36029007102
706,43,2.5,64416,36029007600
707,203,7.7,62679,36029007800
708,44,1.8,72647,36029007905
709,79,2.7,76085,36029008001
710,16,1.3,59000,36029008201
711,42,3.0,75471,36029008500
712,33,2.1,84807,36029009106
713,77,4.3,-999999999,36029009110
714,112,6.8,76190,36029009302
715,118,4.0,130288,36029009501
716,104,5.8,61530,36029010001
717,50,7.2,50475,36029010300
718,124,4.4,76615,36029010805
719,201,16.2,38298,36029001402
720,55,7.1,49846,36029002502
721,113,14.8,24499,36029002800
722,182,14.9,32606,36029003302
723,160,15.0,29736,36029003500
724,50,2.3,60360,36029011700
725,144,14.4,35530,36029012400
726,77,6.0,539706,36119009900
727,72,2.7,339521,36119012400
728,128,3.3,137553,36119013000
729,242,8.3,98271,36119013304
730,103,3.9,128305,36119014500
731,284,6.1,102606,36119014804
732,35,1.7,182903,36119014808
733,106,4.2,207931,36119005200
734,186,6.9,266138,36119005500
735,35,1.1,226964,36119006802
736,61,2.2,296521,36119007600
737,51,3.9,421548,36119008500
738,207,7.6,353004,36119008602
739,247,9.0,110069,36119010903
740,113,6.5,122807,36119010300
741,162,4.0,188242,36119010500
742,99,5.8,136676,36119010804
743,104,3.8,223632,36119012101
744,85,5.5,150689,36119013202
745,78,4.2,65807,36119013301
746,172,5.7,144532,36119013700
747,144,5.3,149780,36119013900
748,227,6.7,79963,36119014400
749,57,2.9,109009,36119000701
750,97,4.0,80892,36119000702
751,130,11.4,74099,36119000802
752,119,7.3,43829,36119001101
753,490,14.0,52754,36119001303
754,169,6.7,99650,36119001401
755,136,6.9,89744,36119001502
756,77,4.3,190187,36119002103
757,46,5.8,92579,36119002107
758,236,7.9,116023,36119002204
759,356,17.1,83561,36119002600
760,21,1.3,72030,36027100000
761,203,8.7,45916,36027220300
762,161,5.5,72988,36027300000
763,199,8.8,70658,36027040001
764,132,5.1,100580,36027060100
765,275,8.2,66111,36027140300
766,115,5.2,126290,36027170000
767,380,18.1,44143,36027220100
768,156,11.1,56456,36027220700
769,207,9.3,120035,36027030000
770,234,10.4,115882,36027050102
771,212,11.4,93136,36027070102
772,170,7.5,95154,36027070101
773,99,8.3,105326,36027090000
774,272,8.7,112385,36103122603
775,82,3.5,97177,36103122902
776,223,8.5,104303,36103123401
777,201,6.4,90014,36103123500
778,89,3.0,139820,36103124500
779,72,3.0,149336,36103124602
780,235,8.3,144002,36103135104
781,236,9.1,105646,36103158408
782,248,7.8,118158,36103159203
783,93,4.2,112810,36103158507
784,218,8.0,103891,36103147602
785,106,6.6,147610,36103158108
786,57,2.6,121359,36103158505
787,223,6.0,102852,36103158510
788,270,10.2,98637,36103158606
789,329,8.6,136074,36103158803
790,203,7.8,80039,36103159000
791,174,5.9,68026,36103159102
792,113,5.8,118550,36103159201
793,261,7.7,119111,36103170001
794,96,6.0,104871,36103170202
795,76,6.5,97268,36103190402
796,52,2.4,114652,36103190601
797,101,2.8,142135,36103201001
798,67,3.3,102120,36103158607
799,363,8.9,83290,36103159508
800,44,2.0,131338,36103190706
801,47,3.1,148494,36103190800
802,63,4.2,174521,36103110501
803,102,3.9,137745,36103110200
804,169,7.7,105119,36103122802
805,168,5.6,85923,36103124200
806,95,5.5,46923,36029006702
807,88,11.6,26824,36029002702
808,249,21.9,25073,36029004402
809,43,2.2,105238,36029009004
810,79,3.0,55599,36029010807
811,27,1.6,104246,36029006302
812,30,0.9,72058,36029007902
813,219,15.5,61890,36093033004
814,38,3.9,97839,36093033101
815,201,11.8,75464,36093020600
816,44,1.7,76575,36093032200
817,53,3.5,92098,36093032402
818,45,3.6,84117,36093032403
819,166,14.3,32083,36093020900
820,315,7.9,66815,36093021800
821,196,5.3,98300,36093032404
822,74,3.3,73561,36093032902
823,29,2.3,106600,36093033002
824,190,11.5,44841,36093020800
825,156,3.9,115220,36093031900
826,104,7.7,72091,36093020101
827,85,6.4,57829,36093020102
828,81,10.6,27159,36093021002
829,270,18.9,44821,36093021500
830,159,8.0,55239,36093021600
831,327,8.2,92518,36093033102
832,208,6.7,75969,36093020500
833,71,8.9,41092,36093020300
834,280,8.7,116112,36093032000
835,86,3.3,75711,36093032602
836,61,3.9,74795,36031960300
837,92,6.5,79187,36031960100
838,62,6.3,67258,36031960700
839,236,10.7,65061,36031961000
840,117,13.6,64924,36031961100
841,86,6.0,75865,36031960498
842,147,5.8,60389,36031961200
843,3,0.7,58175,36031961300
844,35,5.6,57287,36031961400
845,176,7.0,75115,36031960598
846,58,5.1,75963,36031960800
847,132,7.4,70425,36031960900
848,47,3.6,73260,36031960200
849,104,16.3,35568,36057070900
850,47,4.0,67915,36057070500
851,105,9.3,51942,36057070600
852,120,6.0,74322,36057072200
853,45,3.1,61311,36057072300
854,134,7.4,61191,36057072600
855,215,7.1,79909,36057072100
856,81,4.6,51482,36057072500
857,131,9.9,59342,36057070700
858,58,5.2,44115,36057070800
859,128,11.7,46492,36057070300
860,92,8.7,75537,36057070400
861,128,11.5,51375,36057072400
862,135,6.1,78978,36057072800
863,143,7.2,60807,36057072700
864,74,8.6,41549,36057070200
865,141,4.8,142769,36059521302
866,86,3.3,134101,36059521500
867,156,10.9,58322,36045061000
