,unemployed,unemployed%,mean_houshold_income,geoid
71,101,5.0,98602,36055014906
72,62,3.7,69635,36055015303
73,173,7.7,48350,36055015304
74,0,-666666666.0,-666666666,36055980000
75,0,0.0,59583,36055980100
76,0,-666666666.0,-666666666,36055990000
77,218,7.0,103265,36059304203
78,61,2.6,84157,36059304204
79,57,3.9,85934,36059406701
80,163,4.3,84003,36029017300
81,111,7.0,41104,36029017400
82,42,6.2,74906,36029017501
83,62,5.4,71025,36029017502
84,0,-666666666.0,-666666666,36029990000
85,342,27.2,54741,36033940000
86,88,6.4,49119,36033950501
87,26,3.0,78193,36033950502
88,32,2.7,65826,36035970100
89,45,3.1,63960,36035970200
90,208,12.2,66917,36035970300
91,82,3.9,100787,36119003900
92,45,2.6,77848,36119003300
93,182,7.2,79741,36119003400
94,97,5.3,70681,36119003700
95,89,4.4,199162,36119005001
96,230,5.9,90388,36119005701
97,81,2.4,199990,36119007200
98,120,4.6,240172,36119007700
99,210,8.8,105520,36119008902
100,195,12.6,129782,36119009300
101,166,6.7,102218,36119009400
102,45,2.5,445149,36119009800
103,77,2.8,133220,36103146201
104,236,7.2,144236,36103135402
105,172,5.5,109391,36103146002
106,101,8.9,115017,36081018401
107,51,5.5,69671,36031960700
108,219,10.1,64739,36031961000
109,133,14.1,67000,36031961100
110,88,6.8,74983,36031960498
111,98,4.0,61011,36031961200
112,19,3.4,70016,36031961300
113,22,3.4,65999,36031961400
114,56,2.4,75507,36031960598
115,53,4.8,84652,36031960800
116,125,7.2,72760,36031960900
117,68,5.3,75146,36031960200
118,81,12.5,35954,36057070900
119,50,5.0,65623,36057070500
120,91,8.7,44757,36057070600
121,138,6.9,81692,36057072200
122,41,3.0,61955,36057072300
123,141,7.9,63416,36057072600
124,213,7.1,78356,36057072100
125,112,6.2,56725,36057072500
126,227,15.9,56025,36057070700
127,48,4.7,40197,36057070800
128,148,13.3,49906,36057070300
129,86,8.1,75938,36057070400
130,103,9.0,51585,36057072400
131,112,5.3,77502,36057072800
132,123,6.3,61389,36057072700
133,87,10.5,40454,36057070200
134,130,4.2,148331,36059521302
135,88,4.9,108564,36103158319
136,75,2.8,132128,36059521500
137,151,3.7,118522,36103146606
138,93,4.1,239398,36103158001
139,255,6.0,110588,36103158202
140,218,7.6,119374,36103158407
141,212,4.6,96548,36103158900
142,50,2.6,123111,36103201004
143,129,7.2,145489,36103111506
144,28,2.6,233098,36103112104
145,48,2.6,118636,36103122707
146,92,3.3,127328,36103135002
147,126,4.3,113268,36103111202
148,99,4.6,150732,36103112204
149,56,2.7,108177,36103146402
150,154,3.1,102642,36103158321
151,33,1.8,172732,36103190704
152,85,6.0,141755,36111950600
153,169,13.5,88152,36111951100
154,24,3.1,60011,36111951800
155,58,5.7,95889,36111953000
156,23,3.1,84182,36111954900
157,269,9.0,59289,36111951700
158,228,7.3,113841,36111954200
159,86,6.0,76811,36111954500
160,195,9.9,65421,36111952100
161,107,7.1,81239,36111952700
162,133,5.3,74052,36111953400
163,72,8.4,64090,36111954700
164,82,3.5,70189,36111950300
165,108,4.5,77211,36111951000
166,231,13.8,56667,36111951400
167,243,11.8,44111,36007001700
168,12,0.9,78671,36007012201
169,72,5.0,48756,36007013100
170,56,17.1,21641,36007001200
171,115,2.9,300534,36061016500
172,690,11.3,58115,36061027900
173,31,3.8,232439,36061011203
174,308,11.3,47062,36061018400
175,180,8.1,54185,36033950200
176,83,3.5,64757,36033950400
177,52,3.1,75966,36033950900
178,160,12.5,78934,36033951200
179,54,3.9,78200,36033950800
180,134,7.9,63235,36043011302
181,57,4.8,70779,36033951000
182,246,10.6,71635,36043010202
183,101,7.9,55541,36043011002
184,142,4.4,68301,36043010100
185,35,4.3,63914,36043010502
186,101,5.3,75365,36043010900
187,120,9.1,49327,36043010501
188,161,6.7,68624,36043010300
189,156,10.1,50220,36043010400
190,151,6.8,72168,36043011400
191,155,8.7,60463,36043010201
192,98,8.9,56581,36043011001
193,27,2.6,84083,36043011301
194,135,5.0,56741,36043011200
195,76,7.9,50061,36043011100
196,85,3.8,69514,36069050301
197,103,4.9,76387,36069051300
198,79,5.4,71107,36069051500
199,77,2.8,72813,36069052000
200,57,1.7,91274,36069050202
201,145,9.0,71999,36069050800
202,40,3.3,63194,36069051100
203,82,4.8,67292,36069051200
204,48,4.4,61949,36069052200
205,378,18.1,44933,36005042902
206,448,14.7,44992,36005033000
207,505,11.1,93097,36005035800
208,133,7.2,49533,36005037100
209,232,13.2,35516,36005038500
210,391,14.0,49674,36005042100
211,27,3.1,91932,36005045101
212,128,5.5,97027,36005011800
213,164,9.7,61235,36005020400
214,163,9.7,77903,36005024800
215,434,19.2,45332,36005040800
216,221,8.9,93979,36005048400
217,63,6.4,49841,36005024700
218,240,9.5,61201,36005026602
219,68,5.1,80841,36005036400
220,61,5.9,82270,36005044902
221,271,11.1,34546,36005022300
222,71,7.3,66616,36005025400
223,56,6.1,83165,36005029600
224,177,15.4,74642,36005037600
225,79,7.5,27448,36005002701
226,268,11.4,32185,36005006500
227,279,12.4,49913,36005015700
228,0,-666666666.0,-666666666,36005000100
229,359,13.0,75907,36005006700
230,368,10.1,45796,36005040702
231,335,13.8,45250,36005038000
232,214,8.3,38060,36005002500
233,173,9.2,55651,36005006100
234,294,11.4,45946,36005022701
235,127,4.9,90608,36047029500
236,321,13.4,35402,36047030700
237,89,8.0,59932,36047030900
238,135,6.1,88661,36047031702
239,205,12.5,66824,36047032700
240,75,3.1,100183,36047033600
241,68,14.1,30085,36047034000
242,183,8.3,48847,36047034300
243,58,3.0,78423,36047038800
244,350,15.4,67746,36047039500
245,249,12.2,57666,36047039900
246,113,8.2,69125,36047040200
247,122,6.0,58469,36047040900
248,69,8.0,100229,36047041600
249,124,7.3,68925,36047040000
250,234,9.1,74698,36047042300
251,76,4.0,73878,36047042400
252,42,3.8,144365,36047044200
253,33,3.1,95789,36047045200
254,35,4.4,107501,36047046202
255,44,2.5,79202,36047047800
256,121,7.5,58350,36047048000
257,137,6.3,102794,36047048100
258,203,6.8,68184,36047050600
259,34,1.8,147947,36047051700
260,85,4.7,100068,36047051800
261,144,6.5,96878,36047052000
262,168,12.9,97120,36047053200
263,144,7.2,64741,36047054600
264,130,8.5,79818,36047014200
265,193,5.8,75882,36047043700
266,200,10.2,66580,36047043900
267,371,11.5,64169,36047044100
268,51,4.0,79638,36047044400
269,30,3.9,98456,36047045400
270,76,7.5,61195,36047046201
271,5,0.6,72932,36047046400
272,89,4.4,132721,36047050000
273,67,4.2,83183,36047077200
274,46,4.7,138306,36047075600
275,139,9.7,84463,36047072200
276,66,6.8,94132,36047073400
277,31,3.0,151690,36047074400
278,289,10.8,64957,36047078600
279,150,6.8,63886,36047082400
280,28,2.4,85301,36047083800
281,103,2.7,75839,36069050400
282,96,6.9,78568,36101962600
283,50,6.0,72023,36101961500
284,113,6.2,60291,36101960600
285,82,5.2,63191,36101961700
286,88,6.1,61289,36101961800
287,83,7.2,65895,36101960300
288,128,10.2,48031,36101960700
289,19,1.9,70427,36101961400
290,96,4.6,77681,36101963000
291,147,8.1,90386,36061003601
292,14,2.6,256968,36061004500
293,93,6.9,234810,36061005502
294,135,5.8,238008,36061005600
295,128,5.9,125648,36061006200
296,209,4.5,226615,36061007700
297,79,2.2,185173,36061008000
298,53,0.9,179962,36061009000
299,95,4.2,61707,36033950100
300,32,4.2,78916,36033950600
301,66,4.0,64349,36033951100
302,100,11.7,84687,36047065000
303,140,7.6,98180,36047058800
304,105,7.6,89076,36047059300
305,6,0.8,143607,36047064000
306,26,3.1,111270,36047068800
307,9,1.8,209280,36047075200
308,99,4.5,80818,36047076400
309,168,8.8,65270,36047077400
310,200,8.0,79978,36047078200
311,97,4.2,62568,36047079000
312,208,11.0,69771,36047079200
313,38,5.0,61152,36047079400
314,110,9.3,82960,36047083600
315,45,3.8,64427,36047085800
316,58,4.1,54616,36047086200
317,64,4.7,59333,36047088000
318,96,7.3,73578,36047093800
319,106,14.1,61781,36047089800
320,229,20.8,45702,36047091800
321,176,17.2,36974,36047092000
322,230,14.6,31436,36047098200
323,206,9.3,105304,36047094401
324,56,3.9,97982,36047096600
325,93,8.7,79756,36047100800
326,95,5.9,72015,36047116400
327,12,1.2,73817,36047116800
328,40,2.9,74392,36047118202
329,23,2.4,55045,36047119000
330,91,4.1,51906,36047119600
331,117,13.4,56083,36047120200
332,118,6.8,71847,36047039700
333,176,13.1,86434,36047039800
334,27,2.9,66837,36047040500
335,0,-666666666.0,-666666666,36047040700
336,48,6.5,62766,36047041000
337,115,5.4,62415,36047042600
338,70,2.3,150904,36047016900
339,120,9.6,63215,36047036400
340,132,5.7,61530,36047037300
341,96,4.7,78266,36047008000
342,58,3.9,70280,36047008800
343,264,9.6,61830,36047009200
344,141,4.3,60596,36047009800
345,75,3.1,81984,36047010100
346,45,4.5,63499,36047012801
347,104,3.9,199432,36047013100
348,84,3.7,192893,36047013500
349,36,3.4,100817,36047014000
350,126,6.8,128784,36047014100
351,0,-666666666.0,-666666666,36047017700
352,148,5.9,135068,36047018100
353,52,4.8,80837,36047018600
354,283,11.6,68707,36047019300
355,99,3.7,75179,36047035400
356,243,15.5,52872,36047087401
357,254,11.2,55882,36047088400
358,305,17.9,44143,36047089600
359,728,33.2,20947,36047090800
360,79,5.7,80528,36047093400
361,104,4.6,89414,36047095400
362,45,6.3,102231,36047096800
363,151,9.6,95886,36047097000
364,39,3.8,82546,36047099400
365,31,2.3,81086,36047100400
366,171,6.3,142072,36047020100
367,0,-666666666.0,-666666666,36047118000
368,85,8.4,28580,36047121000
369,171,7.7,139889,36047019700
370,309,8.8,119200,36047021500
371,102,5.6,78065,36047027200
372,223,8.2,51626,36047035500
373,23,4.3,49793,36047036502
374,256,11.2,79458,36047039300
375,164,7.6,73943,36081004200
376,129,6.8,98934,36081004500
377,112,5.9,53976,36081004700
378,169,4.2,81386,36081006100
379,34,2.8,107084,36081007700
380,71,3.5,66034,36047117400
381,86,6.8,55222,36047117602
382,267,10.5,61560,36047122000
383,114,4.3,68413,36047031300
384,61,5.1,80327,36047101400
385,96,7.9,47190,36047111800
386,130,10.2,64859,36047115800
387,134,7.2,65287,36047040300
388,179,9.5,78561,36047042800
389,31,3.4,87510,36047047000
390,21,2.6,98666,36047019800
391,90,3.8,103021,36047029700
392,137,12.4,79565,36047033500
393,271,16.1,64012,36047039100
394,83,5.2,56730,36047086800
395,207,14.9,35140,36047091600
396,44,3.8,74439,36047101200
397,39,4.2,50980,36047007200
398,207,6.5,64248,36047010000
399,76,4.7,79889,36047013800
400,294,16.5,43893,36047028300
401,118,4.7,47490,36047036900
402,124,8.9,78384,36047100600
403,96,9.3,47711,36047116000
404,102,7.0,58264,36047119200
405,252,13.6,55238,36047019600
406,49,3.7,44905,36047023400
407,150,6.7,104732,36047026500
408,103,5.5,69848,36047040600
409,169,12.6,65150,36047047600
410,125,6.6,64933,36047054200
411,59,2.8,97645,36047021900
412,150,8.6,61292,36047040100
413,161,8.5,74603,36047025300
414,117,12.0,55313,36047116200
415,137,9.2,66578,36047116600
416,317,14.2,62277,36047033100
417,134,11.1,48957,36047035700
418,103,5.8,88595,36085023900
419,103,4.8,96380,36085024800
420,74,4.1,71627,36085002100
421,287,8.0,52114,36055003805
422,163,5.0,76045,36055011207
423,25,0.9,63812,36055011208
424,35,1.6,201207,36055012305
425,178,8.3,86409,36081006900
426,213,7.9,97379,36081007500
427,70,10.7,75722,36081026200
428,166,6.9,80154,36081059300
429,22,2.2,100432,36081059800
430,33,5.1,120274,36081060000
431,45,3.9,103662,36081061601
432,9,1.5,113168,36081062000
433,104,6.4,95172,36081062500
434,73,5.6,84025,36081063500
435,150,5.5,108490,36081065600
436,34,2.0,87050,36081066000
437,135,6.1,64901,36081068300
438,0,-666666666.0,-666666666,36081071600
439,94,9.8,84170,36081065702
440,152,5.7,100235,36081068000
441,224,9.6,80066,36081072100
442,158,9.1,95251,36081077903
443,93,16.8,93158,36081084602
444,115,5.2,72167,36081016600
445,93,6.8,99382,36081015000
446,32,2.3,88181,36081015300
447,45,5.2,70204,36081015700
448,135,9.7,75674,36081017000
449,127,12.2,105269,36081064500
450,20,2.7,99038,36081066100
451,390,7.1,92014,36081066400
452,132,7.3,88398,36081069000
453,41,2.5,112531,36081069702
454,74,6.2,61906,36081071900
455,31,4.2,103090,36081076902
456,128,8.3,86109,36081079000
457,203,9.6,93985,36081081800
458,143,8.6,62067,36081092500
459,114,3.6,110213,36081083800
460,287,8.2,88197,36081084000
461,0,-666666666.0,-999999999,36081091800
462,263,15.2,37466,36081008700
463,106,7.7,78774,36081009400
464,0,-666666666.0,-666666666,36081009900
465,59,3.7,98489,36081010100
466,36,1.8,86423,36081029500
467,251,11.4,94324,36081058000
468,84,6.7,96375,36081054800
469,79,4.6,73958,36081055200
470,30,3.5,84736,36081056600
471,75,9.3,115624,36081059000
472,49,6.5,56238,36047117000
473,101,8.2,73260,36047117201
474,406,11.8,74493,36061023600
475,73,1.4,232238,36061016900
476,196,3.5,301884,36061017100
477,349,6.5,156841,36061017900
478,308,9.2,46621,36061018200
479,152,3.2,170508,36061018300
480,239,12.8,35734,36047090000
481,135,6.9,108957,36047099600
482,49,5.0,94955,36027190102
483,81,6.0,86132,36027190203
484,100,3.8,127186,36027190204
485,53,2.2,99274,36027190301
486,39,3.5,95144,36027190401
487,96,5.4,87019,36027190402
488,41,2.6,118740,36027200001
489,20,2.5,98016,36027200002
490,181,6.0,111670,36027210101
491,142,6.6,90289,36027210201
492,119,5.2,92694,36027210301
493,103,5.8,45172,36027220201
494,212,12.0,64767,36027220801
495,160,8.5,67225,36027220901
496,186,9.0,106884,36027221001
497,276,12.2,45165,36027221100
498,0,-666666666.0,-666666666,36027640001
499,13,36.1,23992,36027640002
500,170,13.3,45938,36029000110
501,116,8.5,39588,36029005801
502,80,4.2,42717,36029005802
503,126,4.5,144375,36029009010
504,84,6.0,40752,36029006901
505,160,9.5,43795,36029006902
506,38,1.3,139656,36029009009
507,23,1.5,38995,36029009115
508,175,6.4,65334,36029009116
509,27,1.6,72974,36029010201
510,90,4.5,51961,36029010202
511,57,2.6,59770,36029010808
512,22,1.2,93215,36029010809
513,138,3.3,135988,36029014206
514,161,5.6,70275,36077590400
515,46,3.3,67896,36077590500
516,35,3.9,69724,36077590600
517,97,5.3,65471,36077590700
518,128,5.5,72415,36077590800
519,114,8.1,71506,36077590900
520,110,6.1,54657,36077591000
521,163,11.7,45020,36077591100
522,32,3.8,105061,36077591200
523,122,10.3,-999999999,36077591300
524,117,4.0,64541,36077591400
525,237,13.3,65902,36077591500
526,128,6.2,61121,36077591600
527,144,7.0,95028,36081003300
528,278,9.8,83393,36081006201
529,252,6.9,76688,36081006202
530,119,4.7,87323,36081006501
531,182,6.9,92868,36081006502
532,33,6.8,56476,36081008500
533,0,-666666666.0,-666666666,36081010701
534,99,5.5,109369,36081012301
535,59,4.9,87461,36081012500
536,248,13.5,77814,36081015801
537,222,8.2,93115,36081015802
538,89,4.3,71393,36081018101
539,80,3.4,77113,36081018102
540,68,3.3,81755,36081018501
541,62,2.7,80123,36081018502
542,178,11.1,127205,36081019400
543,42,15.2,54810,36081019900
544,37,5.3,70227,36081020500
545,186,6.6,76659,36081025301
546,57,2.8,82292,36081025302
547,741,15.8,59615,36081025400
548,73,2.2,90717,36029014207
549,83,2.8,57301,36081026901
550,117,5.8,57300,36081026902
551,128,3.5,89748,36081029400
552,71,2.2,117258,36029014208
553,110,5.2,91764,36029014209
554,76,3.3,138873,36029014603
555,65,1.7,149243,36029014604
556,162,10.2,82963,36029015503
557,147,7.3,71231,36029015504
558,81,7.4,53327,36029016200
559,93,11.6,36253,36029016300
560,131,9.7,39367,36029016400
561,5,0.6,109997,36029016500
562,146,15.3,31879,36029016600
563,104,9.1,46983,36029016700
564,252,18.2,34198,36029016800
565,64,3.2,77958,36029016900
566,165,14.5,42079,36029017000
567,83,4.8,40284,36029017100
568,53,4.2,51386,36029017200
569,43,4.8,69467,36035970400
570,54,2.9,58293,36035970500
571,138,4.1,73299,36035970600
572,142,8.8,42616,36035970700
573,230,17.7,48080,36035970800
574,151,8.7,55689,36035970900
575,16,1.5,56250,36035971000
576,58,6.0,43490,36035971100
577,120,5.2,94962,36081030600
578,121,4.0,89690,36081030903
579,135,7.3,95585,36081030904
580,85,4.9,69659,36081035700
581,0,-666666666.0,-666666666,36081038301
582,0,-666666666.0,-666666666,36081038302
583,119,8.7,121231,36081042400
584,54,4.0,71918,36081043701
585,173,5.3,56110,36081043702
586,238,15.6,44575,36081044301
587,125,5.8,57154,36081044302
588,141,8.6,60255,36081044400
589,188,10.0,82721,36081053100
590,70,6.3,93620,36081053401
591,199,17.0,89707,36081053601
592,313,11.0,103673,36081058200
593,0,0.0,74275,36081060701
594,0,-666666666.0,-666666666,36081065501
595,262,7.7,84616,36081061301
596,0,-666666666.0,-666666666,36081061302
597,79,7.4,103181,36081062200
598,27,1.7,97736,36081065703
599,40,1.8,115671,36081066501
600,63,5.2,82194,36081066701
601,68,6.2,116006,36081067100
602,12,0.4,99715,36081071303
603,149,4.6,68415,36081071304
604,75,2.7,85105,36081071305
605,226,5.7,101637,36081071306
606,95,3.7,79750,36081071701
607,67,3.4,70070,36081071702
608,61,5.3,195997,36081072300
609,21,3.1,250966,36081074900
610,53,1.8,108982,36081075701
611,100,4.4,119896,36081075702
612,85,5.3,76574,36081077906
613,44,3.5,93962,36081077907
614,137,6.6,64906,36035971200
615,76,3.5,63518,36035971300
616,62,3.6,75347,36035971400
617,182,6.5,76591,36035971500
618,76,4.2,69049,36039080201
619,69,5.4,73843,36039080202
620,39,2.7,59340,36039080401
621,69,7.7,71460,36039080402
622,107,8.1,69890,36039080501
623,53,2.6,60295,36039080502
624,25,1.2,73397,36039081101
625,65,5.2,60784,36039081102
626,178,14.3,64857,36043010701
627,51,4.8,53944,36043010702
628,88,5.9,78187,36043011501
629,52,7.0,64118,36043011502
630,178,12.3,50431,36045060803
631,142,20.1,57745,36045060804
632,0,-666666666.0,-999999999,36045980000
633,0,-666666666.0,-666666666,36045990001
634,138,5.4,196402,36047000501
635,63,3.7,158845,36047000502
636,462,8.8,137340,36047001500
637,30,2.3,157442,36047004400
638,62,4.5,124844,36047005300
639,32,3.5,140268,36047016600
640,74,7.9,126141,36047011900
641,91,6.1,74439,36047012600
642,49,4.3,104081,36047015200
643,73,6.8,81052,36047021100
644,171,11.5,85254,36047027100
645,170,3.9,89335,36047030500
646,69,4.8,72427,36047034800
647,106,7.8,57955,36047035601
648,100,4.0,55577,36047035602
649,129,6.3,74725,36047037401
650,238,8.9,60741,36047037402
651,213,11.1,63197,36081077908
652,52,2.0,56098,36081079701
653,68,3.0,54478,36081079702
654,222,6.3,44364,36081084900
655,33,3.6,58229,36081086900
656,85,5.0,105892,36081093401
657,201,8.2,127450,36081093402
658,345,13.8,78649,36081095400
659,575,20.9,45081,36081097203
660,206,15.2,54221,36081097204
661,57,3.2,117024,36081099703
662,161,5.0,90791,36081099704
663,23,1.5,119906,36081099705
664,230,5.1,89779,36081099801
665,335,13.4,45571,36081099802
666,128,11.9,99373,36081100801
667,515,11.7,74091,36081100802
668,19,1.8,98989,36081108500
669,83,5.6,120088,36081109300
670,91,6.0,155557,36081127700
671,85,4.1,84624,36081129103
672,92,4.8,65309,36059406702
673,143,4.9,69043,36059406801
674,93,3.7,70219,36059406802
675,64,3.7,93247,36059407203
676,71,5.7,102347,36059407204
677,91,3.6,112598,36059414303
678,92,6.6,57623,36059414304
679,229,9.0,82831,36089492000
680,16,1.6,61690,36111952300
681,242,10.9,70140,36111953500
682,167,6.5,100835,36111953700
683,49,1.9,103843,36111953900
684,107,4.0,81724,36111954100
685,116,6.4,89217,36111952800
686,286,8.8,92331,36111955000
687,54,2.7,96684,36111951500
688,18,1.0,84411,36111952500
689,107,4.4,126310,36111953300
690,241,9.9,50326,36111954800
691,60,1.4,110386,36111954400
692,23,0.7,100635,36111952600
693,88,5.6,85890,36111950500
694,93,5.5,86683,36111952200
695,89,10.9,68456,36111954600
696,206,9.8,75669,36111951300
697,77,6.7,97645,36111951600
698,63,4.1,68849,36111951900
699,108,9.7,37836,36029003000
700,62,1.6,118734,36029009006
701,84,2.2,185644,36029009007
702,139,6.8,62152,36029010003
703,144,6.7,41536,36029010102
704,56,5.2,73372,36029010400
705,69,3.5,75892,36029010804
706,61,6.3,58975,36029011000
707,80,6.1,51939,36029011400
708,105,6.7,56436,36029012800
709,126,2.8,114581,36029013800
710,44,1.6,88584,36029014102
711,118,5.4,67992,36029014501
712,106,3.0,84482,36029014803
713,53,3.7,69418,36029014901
714,80,4.5,93931,36029015002
715,72,3.8,68498,36029015700
716,19,50.0,54461,36029016100
717,132,17.2,44564,36029940000
718,134,17.6,30613,36029001700
719,105,17.8,34448,36029002900
720,100,10.7,33598,36029003100
721,181,12.7,47496,36029003301
722,58,18.4,31245,36029003901
723,235,11.1,48028,36029004401
724,33,14.3,-999999999,36029004602
725,162,8.9,54819,36029005202
726,96,5.4,44618,36029005500
727,48,1.8,74591,36029006301
728,31,1.7,71476,36029007901
729,40,2.2,72853,36029007903
730,188,5.4,82198,36071010700
731,115,5.6,111848,36071014201
732,127,4.4,134820,36071011900
733,72,2.6,102425,36071012800
734,217,6.8,130520,36071013500
735,208,11.9,65578,36071000100
736,244,12.5,45202,36071000400
737,120,9.0,42920,36071000600
738,34,1.5,64158,36071001500
739,166,8.6,84464,36071011200
740,54,1.8,150825,36071014202
741,40,2.1,92508,36071012100
742,68,4.7,77909,36113070100
743,55,5.7,54825,36113070200
744,201,16.1,44559,36113070500
745,43,3.6,98519,36113078000
746,129,5.7,63567,36113070400
747,116,5.9,85069,36027010000
748,97,6.7,55228,36111952400
749,128,6.3,60325,36009960800
750,113,4.7,54296,36029010902
751,17,0.8,74857,36029011800
752,57,1.9,117762,36029013702
753,146,4.2,97443,36029014101
754,84,4.1,81029,36029014204
755,152,6.2,71088,36029014400
756,84,2.7,103300,36029014601
757,58,1.8,120774,36029014701
758,0,-666666666.0,-666666666,36029014904
759,70,2.5,86615,36029015301
760,75,4.9,72296,36029015401
761,60,5.6,68649,36029015501
762,102,4.8,79249,36029000700
763,69,3.2,136837,36085017009
764,68,3.2,53475,36085020700
765,107,3.1,116414,36085020803
766,58,5.0,81753,36085022300
767,98,6.9,78420,36085024700
768,108,3.4,116940,36085025100
769,219,6.5,104268,36085029104
770,57,4.1,106071,36085004700
771,166,8.0,109965,36085005000
772,117,5.2,85929,36085007400
773,61,3.5,96541,36085009601
774,170,9.9,95809,36085009602
775,164,8.2,112226,36085012200
776,113,3.3,114662,36085018702
777,212,8.8,105644,36085013203
778,210,6.6,117499,36085015601
779,62,7.0,108365,36085018701
780,135,5.5,84992,36085018901
781,53,2.5,78501,36085021300
782,120,5.5,49370,36085000700
783,60,5.1,89674,36085000300
784,67,7.7,70146,36085000900
785,47,8.1,45064,36085002700
786,57,4.1,91350,36103146607
787,319,7.2,103672,36103158712
788,214,5.7,122425,36103159407
789,122,5.7,131700,36103134907
790,32,2.7,162090,36103135201
791,90,3.3,164238,36103135204
792,135,4.8,139922,36103135205
793,123,3.9,136456,36103146500
794,62,3.8,131285,36103146705
795,43,3.0,114248,36103146706
796,26,1.8,108976,36103147803
797,368,12.5,153394,36103158007
798,13,0.7,111823,36103158111
799,281,11.3,100323,36103158112
800,67,5.5,94827,36103158116
801,94,2.7,120255,36103158317
802,78,3.6,118019,36103158318
803,31,4.8,109682,36103158401
804,126,3.6,129724,36103158508
805,190,4.9,124666,36103158511
806,77,3.8,129108,36103158512
807,126,4.8,110439,36103158604
808,181,6.7,111631,36103158609
809,84,4.4,98952,36103158705
810,106,6.0,77508,36103158708
811,118,4.6,122991,36103147001
812,72,4.4,155504,36103147100
813,385,8.7,109055,36103147300
814,159,5.2,153529,36103147502
815,67,2.1,195737,36103158002
816,113,3.9,114222,36103158104
817,62,5.2,74716,36039080700
818,0,-666666666.0,-666666666,36039080800
819,53,4.4,94131,36007001600
820,187,9.4,69714,36007012202
821,113,3.6,95656,36007013304
822,164,6.2,70536,36007012600
823,96,3.5,103895,36007012702
824,147,5.6,66315,36007013301
825,99,6.0,46732,36007014000
826,105,4.0,75352,36007014400
827,190,10.4,54824,36007013700
828,78,17.6,19932,36007001100
829,210,9.3,57276,36007012300
830,13,0.9,87174,36007013303
831,150,12.5,39139,36007013900
832,35,2.7,56841,36007014100
833,83,3.3,74970,36007010200
834,50,3.5,76323,36007011902
835,178,11.6,38252,36007000100
836,53,6.3,56102,36007000900
837,405,18.3,52487,36007001400
838,95,3.9,81617,36007001500
839,85,4.7,44575,36007001800
840,76,5.8,66459,36007011903
841,79,4.0,98617,36007012102
842,140,5.4,63051,36007012800
843,64,5.2,72790,36007013201
844,195,9.0,49949,36007013400
845,238,9.3,68382,36007014302
846,145,10.2,57130,36007000300
847,113,8.1,68493,36007011901
848,46,2.0,117652,36007014301
849,120,11.8,46749,36007000600
850,101,11.8,43666,36007013500
851,34,33.0,48995,36009940000
852,100,5.3,61277,36009960400
853,99,5.7,62320,36085008100
854,206,6.3,106683,36085014604
855,121,3.4,102848,36085014606
856,95,3.4,126986,36085017005
857,58,6.9,67733,36085017300
858,117,4.8,145776,36085017600
859,191,4.4,107366,36085020801
860,108,2.6,117247,36085022600
861,49,2.2,79258,36085023100
