,total_housing_units,avg_year_built,vacant_housing_units,vacant_housing_units%,geoid
122,1320,1965.3693181818182,147,11.1,36057072300
123,1611,1938.4360645561762,161,10.0,36057072600
124,2959,1954.8007772896249,270,9.1,36057072100
125,1857,1946.431340872375,405,21.8,36057072500
126,1215,1936.5823045267489,131,10.8,36057070700
127,1474,1941.759158751696,356,24.2,36057070800
128,1126,1937.4085257548845,288,25.6,36057070300
129,989,1933.736602628918,199,20.1,36057070400
130,1178,1941.524193548387,192,16.3,36057072400
131,1878,1961.3189563365281,156,8.3,36057072800
132,1785,1961.4882352941177,302,16.9,36057072700
133,1177,1940.74893797791,119,10.1,36057070200
134,1949,1954.4943560800411,133,6.8,36059521302
135,1296,1974.6925154320988,112,8.6,36103158319
136,1646,1956.08262454435,63,3.8,36059521500
137,2373,1965.9854614412136,19,0.8,36103146606
138,1773,1961.8863508178229,221,12.5,36103158001
139,2924,1971.7161422708618,222,7.6,36103158202
140,2237,1962.5710773357175,390,17.4,36103158407
141,3607,1966.146936512337,292,8.1,36103158900
142,4631,1973.59911466206,3251,70.2,36103201004
143,1128,1968.5310283687943,82,7.3,36103111506
144,791,1971.853982300885,84,10.6,36103112104
145,993,1961.4718026183284,0,0.0,36103122707
146,1900,1959.6921052631578,92,4.8,36103135002
147,1735,1952.728242074928,216,12.4,36103111202
148,1354,1957.6240768094535,37,2.7,36103112204
149,1488,1971.1068548387098,161,10.8,36103146402
150,3968,1984.444304435484,337,8.5,36103158321
151,4609,1967.9777609025818,3436,74.5,36103190704
152,2158,1961.2161723818351,829,38.4,36111950600
153,1377,1961.7458242556281,215,15.6,36111951100
154,763,1953.9757536041939,41,5.4,36111951800
155,1037,1971.2270973963357,285,27.5,36111953000
156,712,1964.8953651685392,119,16.7,36111954900
157,2290,1944.8034934497816,225,9.8,36111951700
158,2549,1969.7298940761082,304,11.9,36111954200
159,1605,1951.4233644859812,465,29.0,36111954500
160,1517,1947.6272247857614,280,18.5,36111952100
161,1303,1948.4025326170377,239,18.3,36111952700
162,2220,1969.977927927928,250,11.3,36111953400
163,1173,1955.08610400682,477,40.7,36111954700
164,1896,1972.2832278481012,167,8.8,36111950300
165,2618,1964.8208556149732,720,27.5,36111951000
166,1794,1961.5521181716833,53,3.0,36111951400
167,2175,1945.2572413793102,266,12.2,36007001700
168,1174,1950.615843270869,138,11.8,36007012201
169,1524,1945.3208661417323,187,12.3,36007013100
170,991,1946.9369323915237,367,37.0,36007001200
171,3853,1927.3082014015054,658,17.1,36061016500
172,4250,1935.881411764706,296,7.0,36061027900
173,1204,1964.4127906976744,556,46.2,36061011203
174,3340,1968.5104790419161,223,6.7,36061018400
175,2293,1965.9223724378544,274,11.9,36033950200
176,2450,1953.905306122449,276,11.3,36033950400
177,2081,1949.4384911100433,624,30.0,36033950900
178,1224,1954.6037581699347,213,17.4,36033951200
179,1862,1959.3515037593984,971,52.1,36033950800
180,1544,1971.3173575129533,177,11.5,36043011302
181,1413,1947.1114649681529,493,34.9,36033951000
182,1671,1967.1029323758228,122,7.3,36043010202
183,1594,1967.1706398996237,446,28.0,36043011002
184,2871,1961.7006269592478,518,18.0,36043010100
185,717,1966.1150627615064,25,3.5,36043010502
186,1490,1961.5426174496645,204,13.7,36043010900
187,1188,1934.003367003367,154,13.0,36043010501
188,2085,1942.5047961630696,200,9.6,36043010300
189,1714,1935.4684947491248,327,19.1,36043010400
190,2164,1964.2222735674677,409,18.9,36043011400
191,1609,1936.700124300808,245,15.2,36043010201
192,1043,1934.2051773729627,88,8.4,36043011001
193,829,1954.174306393245,143,17.2,36043011301
194,2909,1942.0180474389824,525,18.0,36043011200
195,1167,1937.1349614395888,237,20.3,36043011100
196,1967,1948.4578037620743,186,9.5,36069050301
197,2361,1962.3856416772553,575,24.4,36069051300
198,1528,1967.2915575916231,112,7.3,36069051500
199,3138,1959.6698534098152,1159,36.9,36069052000
200,2540,1984.7732283464568,83,3.3,36069050202
201,1422,1954.0147679324893,54,3.8,36069050800
202,1134,1942.5899470899471,156,13.8,36069051100
203,1335,1966.708988764045,93,7.0,36069051200
204,1251,1953.1179056754597,231,18.5,36069052200
205,1647,1947.338190649666,48,2.9,36005042902
206,2238,1948.9459338695265,109,4.9,36005033000
207,2551,1954.8712269698158,108,4.2,36005035800
208,1828,1960.304157549234,89,4.9,36005037100
209,1829,1948.8105522143248,155,8.5,36005038500
210,2300,1949.8239130434783,151,6.6,36005042100
211,842,1936.3586698337292,88,10.5,36005045101
212,1649,1949.4126743480897,44,2.7,36005011800
213,1099,1942.9167424931757,56,5.1,36005020400
214,1189,1956.2624053826746,89,7.5,36005024800
215,1691,1947.7850384387937,80,4.7,36005040800
216,1327,1960.6823662396382,81,6.1,36005048400
217,784,1962.4375,15,1.9,36005024700
218,2620,1951.6202290076335,188,7.2,36005026602
219,945,1942.584656084656,113,12.0,36005036400
220,886,1942.6828442437923,65,7.3,36005044902
221,1884,1942.57059447983,39,2.1,36005022300
222,837,1942.4510155316607,59,7.0,36005025400
223,738,1961.0487804878048,40,5.4,36005029600
224,837,1954.173835125448,53,6.3,36005037600
225,1092,1950.3882783882784,31,2.8,36005002701
226,2027,1965.2178095707943,79,3.9,36005006500
227,1603,1974.6091703056768,87,5.4,36005015700
229,2431,1948.7924722336486,95,3.9,36005006700
230,2762,1945.6698044895004,138,5.0,36005040702
231,2032,1958.1518208661416,117,5.8,36005038000
232,2088,1946.6479885057472,141,6.8,36005002500
233,2328,1960.659793814433,185,7.9,36005006100
234,1898,1946.7618545837724,42,2.2,36005022701
235,1970,1928.3629441624366,257,13.0,36047029500
236,2439,1941.6350963509635,87,3.6,36047030700
237,796,1952.4836683417086,54,6.8,36047030900
238,1706,1932.5999413833529,257,15.1,36047031702
239,1389,1928.2940964722823,101,7.3,36047032700
240,1928,1941.530601659751,372,19.3,36047033600
241,693,1962.465367965368,47,6.8,36047034000
242,2256,1943.3962765957447,209,9.3,36047034300
243,1599,1945.000938086304,53,3.3,36047038800
244,1427,1939.6580238262088,177,12.4,36047039500
245,1524,1930.267716535433,131,8.6,36047039900
246,997,1934.551153460381,57,5.7,36047040200
247,1440,1937.59375,126,8.8,36047040900
248,800,1935.75,102,12.8,36047041600
249,1175,1930.4489361702128,47,4.0,36047040000
250,1469,1954.6872021783527,103,7.0,36047042300
251,1433,1932.2704117236567,202,14.1,36047042400
252,920,1944.2891304347827,35,3.8,36047044200
253,953,1945.2838405036725,114,12.0,36047045200
254,645,1933.2193798449612,47,7.3,36047046202
255,1142,1950.7872154115587,72,6.3,36047047800
256,1132,1952.958480565371,72,6.4,36047048000
257,1444,1947.2219529085874,56,3.9,36047048100
258,2069,1936.488883518608,46,2.2,36047050600
259,1465,1967.99385665529,30,2.0,36047051700
260,1522,1935.9086727989488,128,8.4,36047051800
261,1495,1935.9046822742475,74,4.9,36047052000
262,1040,1943.5432692307693,49,4.7,36047053200
263,1954,1941.609518935517,133,6.8,36047054600
264,1439,1938.832870048645,170,11.8,36047014200
265,1992,1938.1892570281125,172,8.6,36047043700
266,1362,1937.044052863436,72,5.3,36047043900
267,2017,1936.3705999008428,126,6.2,36047044100
268,1335,1947.1966292134832,141,10.6,36047044400
269,603,1936.7222222222222,57,9.5,36047045400
270,1122,1955.2843137254902,67,6.0,36047046201
271,730,1945.0068493150684,105,14.4,36047046400
272,1577,1940.222257450856,140,8.9,36047050000
273,1257,1931.5898965791566,22,1.8,36047077200
274,726,1935.1611570247933,37,5.1,36047075600
275,1021,1951.9387855044074,56,5.5,36047072200
276,655,1931.0648854961833,85,13.0,36047073400
277,682,1935.7697947214076,41,6.0,36047074400
278,1993,1938.343452082288,125,6.3,36047078600
279,1858,1936.6824542518837,272,14.6,36047082400
280,845,1933.6065088757396,25,3.0,36047083800
281,2862,1954.708071278826,236,8.2,36069050400
282,1187,1936.8546756529065,110,9.3,36101962600
283,1678,1965.957389749702,918,54.7,36101961500
284,2026,1962.2443237907207,237,11.7,36101960600
285,1528,1971.4636780104713,105,6.9,36101961700
286,1622,1968.9479038224415,387,23.9,36101961800
287,1204,1949.7288205980067,292,24.3,36101960300
288,1472,1936.5142663043478,242,16.4,36101960700
289,1495,1955.0471571906355,551,36.9,36101961400
290,1702,1967.17508813161,222,13.0,36101963000
291,1602,1958.4013732833957,117,7.3,36061003601
292,534,1926.9494382022472,103,19.3,36061004500
293,1162,1952.1419965576592,155,13.3,36061005502
294,2493,1954.116125150421,464,18.6,36061005600
295,1711,1973.564289888954,257,15.0,36061006200
296,4170,1933.121103117506,535,12.8,36061007700
297,3784,1947.4063160676533,754,19.9,36061008000
298,5673,1963.4804336329985,1041,18.4,36061009000
299,2357,1960.7827747136191,426,18.1,36033950100
300,1465,1958.2252559726962,756,51.6,36033950600
301,2150,1960.0316279069768,660,30.7,36033951100
302,513,1942.6676413255361,11,2.1,36047065000
303,1478,1956.086603518268,78,5.3,36047058800
304,948,1932.0474683544303,57,6.0,36047059300
305,609,1929.803776683087,51,8.4,36047064000
306,596,1945.5906040268455,13,2.2,36047068800
307,340,1930.6470588235295,24,7.1,36047075200
308,1510,1940.0258278145695,98,6.5,36047076400
309,1275,1935.9980392156863,19,1.5,36047077400
310,1756,1938.8507972665147,82,4.7,36047078200
311,2024,1930.475790513834,223,11.0,36047079000
312,1401,1933.5613847251964,156,11.1,36047079200
313,734,1944.4053133514985,161,21.9,36047079400
314,781,1927.611395646607,52,6.7,36047083600
315,934,1948.8522483940044,59,6.3,36047085800
316,1233,1935.757096512571,119,9.7,36047086200
317,1313,1943.5594059405942,160,12.2,36047088000
318,1031,1938.0548011639185,124,12.0,36047093800
319,755,1946.6192052980132,108,14.3,36047089800
320,1116,1968.4068100358422,103,9.2,36047091800
321,1321,1968.268357305072,165,12.5,36047092000
322,1776,1953.061373873874,51,2.9,36047098200
323,1258,1954.3569157392687,82,6.5,36047094401
324,835,1946.8101796407186,38,4.6,36047096600
325,777,1943.0392535392537,86,11.1,36047100800
326,1111,1959.9320432043205,78,7.0,36047116400
327,764,1951.476439790576,130,17.0,36047116800
328,1103,1928.8427017225747,219,19.9,36047118202
329,757,1946.626816380449,64,8.5,36047119000
330,2150,1944.9395348837209,396,18.4,36047119600
331,606,1946.6204620462047,31,5.1,36047120200
332,1506,1936.358897742364,210,13.9,36047039700
333,908,1935.7004405286343,41,4.5,36047039800
334,699,1946.389842632332,79,11.3,36047040500
336,811,1933.211467324291,84,10.4,36047041000
337,1578,1930.2826362484157,65,4.1,36047042600
338,2192,1929.356295620438,58,2.6,36047016900
339,962,1942.8555093555094,97,10.1,36047036400
340,1783,1937.016545148626,137,7.7,36047037300
341,1246,1929.3715890850722,39,3.1,36047008000
342,1226,1931.3433931484503,75,6.1,36047008800
343,1743,1934.097819850832,45,2.6,36047009200
344,1818,1944.0209020902091,121,6.7,36047009800
345,1532,1940.4986945169712,115,7.5,36047010100
346,772,1937.782383419689,18,2.3,36047012801
347,1986,1933.2072004028198,163,8.2,36047013100
348,1609,1941.6932877563704,123,7.6,36047013500
349,815,1929.9110429447853,14,1.7,36047014000
350,1558,1952.4326059050063,199,12.8,36047014100
352,2246,1929.3880231522708,272,12.1,36047018100
353,760,1927.842105263158,26,3.4,36047018600
354,2466,1956.8923357664235,192,7.8,36047019300
355,2878,1962.8877692842252,203,7.1,36047035400
356,1534,1954.5684485006518,142,9.3,36047087401
357,2024,1931.4046442687747,195,9.6,36047088400
358,1745,1941.1876790830945,181,10.4,36047089600
359,1427,1960.1096706377016,209,14.6,36047090800
360,1100,1934.6863636363637,145,13.2,36047093400
361,1545,1950.6391585760518,82,5.3,36047095400
362,454,1935.5132158590309,36,7.9,36047096800
363,854,1946.642857142857,88,10.3,36047097000
364,697,1949.439024390244,18,2.6,36047099400
365,1055,1954.5568720379147,75,7.1,36047100400
366,1921,1931.5978656949505,208,10.8,36047020100
368,1610,1951.0745341614906,61,3.8,36047121000
369,1775,1934.3456338028168,83,4.7,36047019700
370,2696,1930.479784866469,243,9.0,36047021500
371,1222,1933.6325695581015,77,6.3,36047027200
372,2206,1929.481867633726,168,7.6,36047035500
373,577,1965.501733102253,139,24.1,36047036502
374,1575,1952.7263492063491,109,6.9,36047039300
375,1287,1934.7214452214453,53,4.1,36081004200
376,1610,1960.5854037267081,122,7.6,36081004500
377,1870,1953.0395721925133,165,8.8,36081004700
378,3175,1945.3366929133858,400,12.6,36081006100
379,837,1980.3781362007169,107,12.8,36081007700
380,1452,1927.7472451790634,269,18.5,36047117400
381,1171,1931.494022203245,158,13.5,36047117602
382,2341,1987.5006407518154,227,9.7,36047122000
383,2438,1927.4532403609517,141,5.8,36047031300
384,864,1950.6516203703704,74,8.6,36047101400
385,1314,1958.4003044140031,187,14.2,36047111800
386,1163,1947.0584694754943,210,18.1,36047115800
387,1537,1945.8204294079376,238,15.5,36047040300
388,1558,1935.3279845956354,55,3.5,36047042800
389,756,1956.107142857143,79,10.4,36047047000
390,660,1940.2954545454545,56,8.5,36047019800
391,1843,1926.9660879001628,155,8.4,36047029700
392,886,1923.2133182844243,84,9.5,36047033500
393,1181,1975.4775613886536,57,4.8,36047039100
394,1368,1935.123903508772,140,10.2,36047086800
395,1870,1971.4454545454546,255,13.6,36047091600
396,841,1949.026753864447,26,3.1,36047101200
397,613,1933.6027732463294,21,3.4,36047007200
398,1852,1935.6393088552916,209,11.3,36047010000
399,1455,1933.2388316151203,237,16.3,36047013800
400,1555,1951.7202572347267,158,10.2,36047028300
401,2288,1941.9315996503497,193,8.4,36047036900
402,934,1949.3072805139186,65,7.0,36047100600
403,1006,1960.5039761431412,105,10.4,36047116000
404,1360,1960.597794117647,363,26.7,36047119200
405,1559,1942.4923027581783,139,8.9,36047019600
406,1460,1952.0650684931506,252,17.3,36047023400
407,1751,1934.8283837806966,252,14.4,36047026500
408,1272,1930.8600628930817,72,5.7,36047040600
409,1073,1944.5689655172414,112,10.4,36047047600
410,1628,1944.6289926289926,92,5.7,36047054200
411,1772,1935.4249435665913,231,13.0,36047021900
412,1347,1956.2475872308835,171,12.7,36047040100
413,1483,1948.6884693189481,207,14.0,36047025300
414,895,1956.695530726257,94,10.5,36047116200
415,1091,1950.4065077910175,129,11.8,36047116600
416,1610,1927.4658385093169,82,5.1,36047033100
417,1011,1936.658259149357,29,2.9,36047035700
418,1183,1967.235418427726,212,17.9,36085023900
419,1794,1960.4269788182833,91,5.1,36085024800
420,1706,1943.491793669402,324,19.0,36085002100
421,2835,1952.651851851852,356,12.6,36055003805
422,2271,1974.3128577719067,194,8.5,36055011207
423,2868,1988.4731520223152,155,5.4,36055011208
424,1457,1976.9577899794097,32,2.2,36055012305
425,2343,1962.486982501067,781,33.3,36081006900
426,2384,1949.2206375838925,367,15.4,36081007500
427,400,1950.98875,52,13.0,36081026200
428,1595,1941.4818181818182,97,6.1,36081059300
429,585,1940.7393162393162,16,2.7,36081059800
430,398,1943.7587939698492,20,5.0,36081060000
431,738,1950.0826558265583,0,0.0,36081061601
432,505,1935.7178217821781,24,4.8,36081062000
433,949,1931.0310853530032,77,8.1,36081062500
434,1014,1930.7573964497042,44,4.3,36081063500
435,1653,1963.6188747731399,201,12.2,36081065600
436,1092,1955.75,68,6.2,36081066000
437,1713,1958.0172212492703,71,4.1,36081068300
439,786,1956.8587786259543,42,5.3,36081065702
440,1514,1954.1836195508586,49,3.2,36081068000
441,2391,1950.4640317858637,291,12.2,36081072100
442,1219,1946.099671862182,57,4.7,36081077903
443,224,1966.580357142857,24,10.7,36081084602
444,1092,1943.3369963369964,28,2.6,36081016600
445,655,1936.5351145038169,4,0.6,36081015000
446,1031,1947.0072744907857,153,14.8,36081015300
447,738,1938.3821138211383,135,18.3,36081015700
448,816,1945.4620098039215,78,9.6,36081017000
449,814,1940.6609336609336,75,9.2,36081064500
450,635,1956.0118110236222,33,5.2,36081066100
451,3035,1963.0512355848434,159,5.2,36081066400
452,1080,1955.6092592592593,103,9.5,36081069000
453,1628,1945.374692874693,189,11.6,36081069702
454,1073,1953.6985088536812,89,8.3,36081071900
455,710,1938.4366197183099,71,10.0,36081076902
456,836,1960.403110047847,50,6.0,36081079000
457,1140,1950.3842105263159,97,8.5,36081081800
458,1257,1938.7124105011933,131,10.4,36081092500
459,1728,1947.638888888889,137,7.9,36081083800
460,1930,1947.5331606217617,123,6.4,36081084000
461,7,1945.2142857142858,0,0.0,36081091800
462,1725,1955.02115942029,266,15.4,36081008700
463,870,1931.3505747126437,96,11.0,36081009400
465,1112,1930.9523381294964,71,6.4,36081010100
466,1745,1935.3567335243554,143,8.2,36081029500
467,1121,1946.0834076717217,46,4.1,36081058000
468,661,1933.6149773071104,15,2.3,36081054800
469,1059,1949.991029272899,51,4.8,36081055200
470,487,1939.9928131416839,46,9.4,36081056600
471,422,1943.824644549763,0,0.0,36081059000
472,633,1936.632701421801,140,22.1,36047117000
473,848,1928.8808962264152,74,8.7,36047117201
474,3323,1958.7777610592839,199,6.0,36061023600
475,4945,1926.5950455005056,861,17.4,36061016900
476,4820,1929.4865145228216,527,10.9,36061017100
477,5236,1930.600076394194,790,15.1,36061017900
478,3058,1955.7773054283846,30,1.0,36061018200
479,5036,1939.8415409054805,1115,22.1,36061018300
480,2192,1951.3886861313867,270,12.3,36047090000
481,1205,1954.2112033195021,95,7.9,36047099600
482,752,1970.214095744681,54,7.2,36027190102
483,1021,1963.4275220372185,41,4.0,36027190203
484,1849,1974.8499188750677,160,8.7,36027190204
485,1701,1968.8280423280423,91,5.3,36027190301
486,844,1965.2357819905212,77,9.1,36027190401
487,1377,1969.8246187363834,48,3.5,36027190402
488,1590,1956.6572327044025,386,24.3,36027200001
489,774,1955.5981912144703,98,12.7,36027200002
490,2269,1949.6203173204055,352,15.5,36027210101
491,1872,1957.6757478632478,239,12.8,36027210201
492,1754,1948.4811858608894,177,10.1,36027210301
493,1420,1938.8887323943661,235,16.5,36027220201
494,1927,1949.855474831344,299,15.5,36027220801
495,1793,1945.88315672058,361,20.1,36027220901
496,1796,1958.6592427616927,110,6.1,36027221001
497,1749,1943.493710691824,215,12.3,36027221100
499,66,1983.3636363636363,15,22.7,36027640002
500,1197,1936.2710944026733,163,13.6,36029000110
501,1535,1936.8745928338762,107,7.0,36029005801
502,1932,1931.374741200828,254,13.1,36029005802
503,2256,1986.3931737588653,140,6.2,36029009010
504,1677,1932.7674418604652,317,18.9,36029006901
505,2146,1933.5545200372787,228,10.6,36029006902
506,2323,1981.9147653895825,105,4.5,36029009009
507,1984,1982.9422883064517,148,7.5,36029009115
508,2520,1977.7123015873017,268,10.6,36029009116
509,1285,1948.1614785992217,42,3.3,36029010201
510,1517,1941.876400791035,218,14.4,36029010202
511,1836,1971.7815904139434,41,2.2,36029010808
512,1348,1973.4584569732938,69,5.1,36029010809
513,2544,1987.6108490566037,0,0.0,36029014206
514,2820,1958.8510638297873,775,27.5,36077590400
515,1670,1957.4994011976048,448,26.8,36077590500
516,1256,1959.6640127388534,550,43.8,36077590600
517,2344,1953.9569112627987,720,30.7,36077590700
518,2345,1963.739658848614,298,12.7,36077590800
519,1260,1935.7515873015873,187,14.8,36077590900
520,1709,1932.548566413107,309,18.1,36077591000
521,1793,1946.2426101505855,319,17.8,36077591100
522,448,1951.0625,81,18.1,36077591200
523,8,1974.5,0,0.0,36077591300
524,2645,1964.5695652173913,391,14.8,36077591400
525,1910,1952.8832460732983,477,25.0,36077591500
526,2178,1959.1239669421489,406,18.6,36077591600
527,1821,1972.457440966502,438,24.1,36081003300
528,2972,1957.9084791386272,183,6.2,36081006201
529,2497,1970.197236684021,32,1.3,36081006202
530,1917,1939.1322378716745,226,11.8,36081006501
531,2017,1950.2478929102629,300,14.9,36081006502
532,475,1937.918947368421,148,31.2,36081008500
534,1389,1950.2566594672426,205,14.8,36081012301
535,761,1939.1386333771354,66,8.7,36081012500
536,1042,1940.8819577735126,113,10.8,36081015801
537,1265,1930.4723320158103,47,3.7,36081015802
538,1850,1933.2054054054054,169,9.1,36081018101
539,2064,1939.0591085271317,134,6.5,36081018102
540,1689,1939.2454114860864,139,8.2,36081018501
541,1647,1935.6991499696417,133,8.1,36081018502
542,871,1950.9006888633755,60,6.9,36081019400
543,283,1931.0371024734982,107,37.8,36081019900
544,449,1945.435412026726,58,12.9,36081020500
545,2127,1936.6495063469677,341,16.0,36081025301
546,1275,1939.4019607843138,101,7.9,36081025302
547,3207,1961.9337386966013,285,8.9,36081025400
548,2412,1987.952736318408,7,0.3,36029014207
549,1747,1953.0689753863767,90,5.2,36081026901
550,1488,1942.5174731182797,245,16.5,36081026902
551,2586,1961.1875483372003,273,10.6,36081029400
552,2365,1985.0536997885836,64,2.7,36029014208
553,1561,1969.7511210762332,72,4.6,36029014209
554,1712,1981.7581775700935,80,4.7,36029014603
555,3053,1990.430560104815,108,3.5,36029014604
556,1378,1955.811320754717,208,15.1,36029015503
557,2194,1951.6212397447584,545,24.8,36029015504
558,972,1949.2021604938273,58,6.0,36029016200
559,1181,1927.958933107536,374,31.7,36029016300
560,1781,1942.5982594048287,414,23.2,36029016400
561,962,1945.1340956340957,257,26.7,36029016500
562,1420,1929.9362676056337,342,24.1,36029016600
563,1243,1934.1074014481094,137,11.0,36029016700
564,2284,1947.086690017513,788,34.5,36029016800
565,1860,1929.1801075268818,314,16.9,36029016900
566,1370,1931.2372262773722,207,15.1,36029017000
567,1887,1931.9231584525703,459,24.3,36029017100
568,1218,1937.3866995073893,96,7.9,36029017200
569,2266,1958.8404677846424,1438,63.5,36035970400
570,2239,1967.6518535060295,594,26.5,36035970500
571,3253,1962.3127881955118,289,8.9,36035970600
572,1882,1940.8331562167907,406,21.6,36035970700
573,1468,1935.8317438692097,325,22.1,36035970800
574,1736,1932.1036866359448,291,16.8,36035970900
575,1202,1938.0024958402662,143,11.9,36035971000
576,1329,1934.2848006019562,293,22.0,36035971100
577,1408,1962.2805397727273,95,6.7,36081030600
578,2117,1948.8717524799245,425,20.1,36081030903
579,1393,1962.5150753768844,299,21.5,36081030904
580,1544,1955.6852331606217,497,32.2,36081035700
583,790,1939.2012658227848,64,8.1,36081042400
584,794,1971.4647355163727,58,7.3,36081043701
585,2437,1964.0999179318835,152,6.2,36081043702
586,1457,1973.3098833218944,216,14.8,36081044301
587,1507,1958.0308560053086,247,16.4,36081044302
588,1015,1956.076354679803,72,7.1,36081044400
